anio,provincia,departamento,sector,ambito,localizacion,electricidadsi,electricidadredpública,electricidadgrupoelectrógeno,electricidadpanelfotovoltaicosolar,electricidadgeneradoreólico,electricidadgeneradorhidráulico,electricidadotro,equipamientoestablecimientotelevisor,equipamientoestablecimientosistemamultimediaocañón,equipamientoestablecimientoscanner,equipamientoestablecimientowebcam,equipamientoestablecimientoreproductordecd,equipamientoestablecimientoreproductordedvd,equipamientoestablecimientoimpresora,equipamientoestablecimientoequipoemisorderadioamfm,equipamientoestablecimientoequiporeceptorderadioamfm,equipamientoestablecimientoservidorparausoescolar,equipamientoestablecimientoimpresora3d,equipamientoestablecimientoequipodesonido,equipamientoestablecimientopizarrasdigitales,equipamientobibliotecatelevisor,equipamientobibliotecasistemamultimediaocañón,equipamientobibliotecascanner,equipamientobibliotecaequipamientobibliotecawebcam,equipamientobibliotecareproductordecd,equipamientobibliotecareproductordedvd,equipamientobibliotecaimpresora,equipamientobibliotecaequipoemisorderadioamfm,equipamientobibliotecaequiporeceptorderadioamfm,equipamientobibliotecaservidorparausoescolar,internettipodeserviciogratuito,internettipodeserviciopago,internettipodeconexióntelefónica,internettipodeconexiónadsl,internettipodeconexióncablemódem,internettipodeconexiónsatelital,internettipodeconexiónotrotipo,internettipodeconexiónmóvil,espaciosconconexióneneláreadeadministración,espaciosconconexiónenlasaulas,espaciosconconexiónenlabibliotecas,espaciosconconexiónenotroespaciodelestablecimiento,espaciosconconexiónenellaboratorio,cooperadoraconpersoneríajurídica,cooperadorasinpersoneríajurídica,cooperadorano,sistemadegestiónescolarsi,sistemadegestiónescolarprovistoporelministerio,sistemadegestiónescolardesarrolladoporterceros,sistemadegestiónescolarencargadoporelestablecimiento,sistemadegestiónescolarplanilladecalculo,disponedesalaolaboratoriodeinformáticasi,laboratoriofuncionaesespacioexclusivosi,bibliotecadisponedealmenosunasi,bibliotecafuncionaesespacioexclusivosi,subvenciónestataljardínmaternalsi,subvenciónestataljardíndeinfantessi,subvenciónestatalprimariasi,subvenciónestatalsecundariasi,subvenciónestatalsnusi
2012,Buenos Aires,FLORENCIO VARELA,Privado,Urbano,89,76,76, , , , , ,64,30,34,12,64,65,68,19,43, , , , ,7, , , ,1,4,2, ,3, ,3,60,36,11,14,5,2, , , , , , ,1, ,58,32,30,2,1,6,50, ,29, ,2,30,27,27,2
2012,Buenos Aires,FLORENTINO AMEGHINO,Estatal,Rural,9,9,9, , , , , ,7,2,2,1,5,3,8,1,7, , , , ,5,1,2,1,3,1,4, ,4,2,2,1, ,1, ,2, , , , , , , ,8,1, ,5,5, , ,1,3, ,9, , , , , , 
2012,Buenos Aires,FLORENTINO AMEGHINO,Estatal,Urbano,13,13,13, , , , , ,11,7,3,1,11,10,11,3,11, , , , ,6,2,1, ,3,4,1, ,1,2,5,3,1,1,2,5,1, , , , , , ,7,2,4,10,8,1, ,3,6, ,13, , , , , , 
2012,Buenos Aires,GENERAL ALVARADO,Estatal,Rural,15,13,12, , , , ,1,12,1,5, ,10,8,11, ,7, , , , ,4,1,1, ,2,1,3,1,1,1,8, ,5, ,1,3, , , , , , , ,5,5,2,11,11, , ,1,3, ,7, , , , , , 
2012,Buenos Aires,GENERAL ALVARADO,Estatal,Urbano,31,30,29, , , , ,1,26,9,11,2,27,25,26,7,18, , , , ,6,2,1, ,2,4,3, , , ,8,4,7,2,1,2, , , , , , , ,13,9,6,19,18, , ,6,11, ,17, , , , , , 
2012,Buenos Aires,GENERAL ALVARADO,Privado,Urbano,15,13,13, , , , , ,11,10,7,2,13,12,13,3,7, , , , ,5,2, , ,1,2,1, ,2, , ,12,7,2,3, , , , , , , , , ,1,12,9,7, , ,2,8, ,10, , ,5,6,5, 
2012,Buenos Aires,GENERAL ALVEAR,Estatal,Rural,26,25,23,1,2, , , ,22,1,2, ,9,15,9,5,9, , , , ,1,1,1,1,1,1,1,1,1,1,4,1, , , ,4,1, , , , , , ,18,3,5,5,5, , , ,1, ,5, , , , , , 
2012,Buenos Aires,GENERAL ALVEAR,Estatal,Urbano,17,16,16, , , , , ,9,4,3, ,9,8,9,2,7, , , , ,8,1, , ,2,4,1, ,1,1,4,7,1,1,5,5,3, , , , , , ,3,6,7,5,5,1,1,1,4, ,10, , , , , , 
2012,Buenos Aires,GENERAL ARENALES,Estatal,Rural,8,7,6, , , , ,1,5, , , ,4,2,2,1,2, , , , , , , , , , , , , , ,1,1, , , ,1,1, , , , , , ,3,2, ,1,1, , , , , ,2, , , , , , 
2012,Buenos Aires,GENERAL ARENALES,Estatal,Urbano,18,18,18, , , , , ,17,7,9,2,16,15,16,1,13, , , , ,3, ,2, ,4,3,5, ,1,1,8,8,4,1,5,5,2, , , , , , ,7,7,3,6,6, , ,2,7, ,12, , , , , , 
2012,Buenos Aires,GENERAL ARENALES,Privado,Urbano,8,7,7, , , , , ,7,4,2, ,7,7,7,2,2, , , , ,1, , , ,1,1,1, , , ,1,5, ,1,4,2, , , , , , , , , ,6,4,4,1, , ,5, ,4, , ,3,2,3, 
2012,Buenos Aires,GENERAL BELGRANO,Estatal,Rural,18,18,17,1, , , , ,13,1,3, ,10,9,9,2,13, , , , ,1, , , ,1, , , , , ,12, , , , ,12, , , , , , , ,14, ,3,16,15, ,1,1,3, ,4, , , , , , 
2012,Buenos Aires,GENERAL BELGRANO,Estatal,Urbano,15,15,15, , , , , ,12,2,7,2,10,10,10,5,9, , , , ,3,1,2,2,3,2,3,1,2,2,6,1,3,1, ,2,1, , , , , , ,11,2,2,8,8, , ,2,2, ,10, , , , , , 
2012,Buenos Aires,GENERAL GUIDO,Estatal,Rural,22,21,16, ,4, , , ,17,2,3, ,9,11,8,2,6, , , , ,1,1, , ,1,1,1, ,1,1,8, ,1, , ,7,1, , , , , , ,19,3, ,5,5, , ,2,2, ,5, , , , , , 
2012,Buenos Aires,GENERAL JUAN MADARIAGA,Estatal,Rural,19,19,15,4, , , , ,16, ,3,1,10,13,7,3,7, , , , , , , , , , , , , , ,2,1,1, , ,2, , , , , , , ,13,2,4,8,8,4, , , , ,4, , , , , , 
2012,Buenos Aires,GENERAL JUAN MADARIAGA,Estatal,Urbano,35,34,33,1, , , , ,28,11,7,5,27,25,23,3,20, , , , ,5,2,1,1,6,5,5,1,2,2,12,7,3,6,4,7,2, , , , , , ,19,5,10,18,18, , ,1,8, ,18, , , , , , 
2012,Buenos Aires,GENERAL LA MADRID,Estatal,Rural,21,20,16,2,2, , , ,16,8,8, ,13,12,14,1,8, , , , ,3,1,1, ,2,2,3, ,1, ,7,4, , ,5,6,1, , , , , , ,9,7,2,3,3, , ,2,2, ,8, , , , , , 
2012,Buenos Aires,GENERAL LA MADRID,Estatal,Urbano,16,14,14, , , , , ,10,8,3,1,12,9,11,1,7, , , , ,7, ,2,1,4,5,5, , ,2,6,4,3, ,6,3, , , , , , , ,3,6,6,4,4, , , ,2, ,12, , , , , , 
2012,Buenos Aires,GENERAL LAS HERAS,Estatal,Rural,20,20,20, , , , , ,16, ,3, ,13,14,12,5,9, , , , , , , , , , , , , ,1,6, ,1, ,1,3,1, , , , , , ,7,7,6,6,6, , ,1,1, ,6, , , , , , 
2012,Buenos Aires,GENERAL LAS HERAS,Estatal,Urbano,12,12,11, , , , ,1,7,4,1, ,7,8,8,1,6, , , , ,3, , , , ,2,1, ,1,1,4,1, , ,3,3,1, , , , , , ,5,2,5,4,4, , ,2,6, ,7, , , , , , 
2012,Buenos Aires,GENERAL LAVALLE,Estatal,Rural,16,14,8,3,3, , , ,13,1,4,1,8,11,6,2,3, , , , ,2, , , , , , , ,1,1,4,2, ,1,2,2,2, , , , , , ,6,3,4,4,4, , , ,1, ,7, , , , , , 
2012,Buenos Aires,GENERAL PAZ,Estatal,Rural,29,29,29, , , , , ,27,3,2, ,23,19,11,7,17, , , , ,1,1, , ,1,1, , , , ,15, , , ,6,9, , , , , , , ,10,16,3,3,2, , ,1, , ,5, , , , , , 
2012,Buenos Aires,GENERAL PAZ,Estatal,Urbano,14,14,14, , , , , ,11,3,2, ,7,5,7,2,9, , , , ,2, , , , , , , , ,1,2,3,1,1,1, ,2, , , , , , ,8,3,3,2,2,1, ,1,3, ,8, , , , , , 
2012,Buenos Aires,GENERAL PINTO,Estatal,Rural,19,19,18, , , , ,1,15,2,1, ,12,7,10,4,9, , , , ,3,1, , , ,1,2, , ,1,6,3,4, ,3,4, , , , , , , ,9,6,2,5,4, , ,3,4, ,8, , , , , , 
2012,Buenos Aires,GENERAL PINTO,Estatal,Urbano,11,11,11, , , , , ,9,6,5,3,7,7,7,1,5, , , , ,4, , , ,2,2,3, ,1, ,4,3,3, ,4,3, , , , , , , ,5,3,2,8,6,1, ,3,8, ,6, , , , , , 
2012,Buenos Aires,GENERAL PUEYRREDON,Estatal,Rural,28,26,26, , , , , ,21,2,3,1,14,17,12,4,9, , , , ,5,1, , ,1,3,2, , , ,10,1,4, ,1,5,1, , , , , , ,17,3,5,12,11,2, ,1,4, ,13, , , , , , 
2012,Buenos Aires,GENERAL PUEYRREDON,Estatal,Urbano,262,232,231, , , , ,1,185,57,45,20,175,166,185,46,126, , , , ,59,12,3,3,37,38,35,6,20,14,78,44,66,18,39,6,8, , , , , , ,135,44,41,108,90,9,6,19,71, ,152, , , , , , 
2012,Buenos Aires,GENERAL PUEYRREDON,Privado,Urbano,249,228,228,11, , , , ,218,158,116,73,217,214,213,68,165, , , , ,54,31,19,17,46,47,50,18,24,35,9,190,78,63,66,5,9, , , , , , , ,1,204,142,111,27,24,21,157, ,122, ,7,60,52,51,3
2012,Buenos Aires,GENERAL RODRIGUEZ,Estatal,Rural,10,10,10, , , , , ,7, , , ,7,8,6,1,4, , , , ,4, , , ,1,3, , ,1, ,3, , , , ,2,1, , , , , , ,6,2,2,2,2, , ,1,2, ,5, , , , , , 
2012,Buenos Aires,GENERAL RODRIGUEZ,Estatal,Urbano,59,58,58, , , , , ,45,13,13,6,32,39,37,8,23, , , , ,12,3,3,1,7,10,4, ,3,2,19,2,7,1,11,3,2, , , , , , ,23,21,11,26,24,2,2,5,11, ,44, , , , , , 
2012,Buenos Aires,GENERAL RODRIGUEZ,Privado,Urbano,24,22,22, , , , , ,19,14,15,6,22,21,20,5,11, , , , ,3,2, , ,2,2, , , , , ,18,1, ,12,4,2, , , , , , ,3, ,18,8,6,2, , ,14, ,9, , ,5,7,6, 
2012,Buenos Aires,GENERAL SAN MARTIN,Estatal,Urbano,182,172,172, , , , , ,144,35,44,10,123,129,141,29,70, , , , ,51,10,4,1,22,29,28,5,5,6,56,27,39,19,20,5,1, , , , , , ,79,46,30,101,96,7,3,19,56, ,113, , , , , , 
2012,Buenos Aires,GENERAL SAN MARTIN,Privado,Urbano,123,111,111, , , , , ,107,75,70,42,101,105,104,23,76, , , , ,14,4,9,6,20,13,21,4,7,9,2,104,17,44,45,5, , , , , , , ,1, ,92,60,46,12,3,6,96, ,54, ,5,41,34,37,6
2012,Buenos Aires,GENERAL VIAMONTE,Estatal,Rural,26,25,25, , , , , ,22,3,6,1,15,11,12,3,6, , , , ,2,2,1, ,2,3,3,2,2,2,6,3, , ,3,6, , , , , , , ,12,6,5,4,4,1, , ,3, ,10, , , , , , 
2012,Buenos Aires,GENERAL VIAMONTE,Estatal,Urbano,17,17,17, , , , , ,14,7,5, ,14,13,13,3,6, , , , ,6,3, , ,4,2,4, , , ,1,7,1, ,4,3,1, , , , , , ,7,5,4,12,12, , ,2,6, ,11, , , , , , 
2012,Buenos Aires,GENERAL VILLEGAS,Estatal,Rural,53,53,51, , , , ,2,43,7,12,2,34,31,34,8,24, , , , ,11,3,3, ,4,6,3,1,1,2,12,14,3,7,4,14,1, , , , , , ,14,33,6,42,42, , ,2,13, ,17, , , , , , 
2012,Buenos Aires,GENERAL VILLEGAS,Estatal,Urbano,25,25,25, , , , , ,18,12,9,1,15,15,18,4,14, , , , ,9,5,1, ,5,9,6, ,2,6,15,4,6,5,6,5, , , , , , , ,5,15,5,19,19, , ,3,8, ,14, , , , , , 
2012,Buenos Aires,GUAMINI,Estatal,Rural,26,23,19, ,2, , ,2,21,3,6,2,15,13,14,3,8, , , , ,5,2, ,1,1,2,1, , ,1,11,1,3,1,2,7,1, , , , , , ,7,13,6,13,13, , ,6,3, ,10, , , , , , 
2012,Buenos Aires,GUAMINI,Estatal,Urbano,14,14,14, , , , , ,12,5,5, ,10,11,13,4,10, , , , ,5,1, , ,3,3,3, , , ,5,6,3, ,6,2,1, , , , , , ,4,7,3,9,9, , , ,3, ,8, , , , , , 
2012,Buenos Aires,HIPOLITO YRIGOYEN,Estatal,Rural,10,7,7, , , , , ,9,3,2,2,3,2,5, ,3, , , , ,1, , , , , ,1, , , ,1, , , , ,1, , , , , , , ,7,1,1,2,2, , ,1,1, ,4, , , , , , 
2012,Buenos Aires,HIPOLITO YRIGOYEN,Estatal,Urbano,9,8,8, , , , , ,6,2,2,1,4,3,5,2,6, , , , ,1, , , ,1,2,1, ,2, ,3,2,1, ,3,1, , , , , , , ,5,3,1,7,7, , ,2,4, ,6, , , , , , 
2012,Buenos Aires,HURLINGHAM,Estatal,Urbano,84,82,82, , , , , ,72,20,15,7,58,59,63,10,32, , , , ,23,4, ,1,9,14,10,4,2, ,31,5,21,1,9,6,2, , , , , , ,45,25,11,40,37,5,1,7,25, ,56, , , , , , 
2012,Buenos Aires,HURLINGHAM,Privado,Urbano,58,52,52, , , , , ,49,30,32,16,50,47,46,15,36, , , , ,11,6,3,1,10,8,12,4,7,4,2,41,12,16,13,4,2, , , , , , , ,2,43,29,14,16,6,8,41, ,41, , ,9,9,14,3
2012,Buenos Aires,ITUZAINGO,Estatal,Urbano,73,73,73, , , , , ,64,15,13,6,57,54,51,8,28, , , , ,10,3,1,1,8,10,7, ,2,2,14,9,13,4,4,4, , , , , , , ,36,18,12,45,43,3, ,3,16, ,52, , , , , , 
2012,Buenos Aires,ITUZAINGO,Privado,Urbano,70,68,68,1, , , , ,66,38,37,17,63,65,63,13,42, , , , ,21,13,11,7,15,18,16,2,9,10,2,62,29,17,16,2, , , , , , , , ,1,56,30,21,9,7,6,58, ,38, ,1,20,19,22,4
2012,Buenos Aires,JOSE C. PAZ,Estatal,Urbano,108,99,99, , , , , ,67,15,16,7,49,55,62,16,30, , , , ,15,2,2, ,8,7,7,1,1, ,37,6,7,5,16,9,6, , , , , , ,33,29,28,43,37,6,1,7,39, ,75, , , , , , 
2012,Buenos Aires,JOSE C. PAZ,Privado,Urbano,62,57,57,1, , , , ,56,21,24,10,53,52,56,12,30, , , , ,11, ,3,1,9,11,11,2,4,3,3,44,18,14,16,1, , , , , , , ,1,1,49,34,24,8,2,9,35, ,31, , ,18,20,18,2
2012,Buenos Aires,JUNIN,Estatal,Rural,27,26,23, , , , ,3,22,3,8, ,18,17,17,2,12, , , , ,8,1,1, ,4,5,4, ,4,3,5,6,1, ,1,9,1, , , , , , ,14,8,4,6,6, , ,3,6, ,12, , , , , , 
2012,Buenos Aires,JUNIN,Estatal,Urbano,73,68,67, , , , ,1,59,16,15,9,54,55,54,16,37, , , , ,13,3,3,2,12,12,11,5,5,5,20,14,10,6,15,4,3, , , , , , ,34,16,16,30,24,1,2,10,19, ,38, , , , , , 
2012,Buenos Aires,JUNIN,Privado,Urbano,27,27,27, , , , , ,24,17,14,4,26,25,25,5,15, , , , ,5,4,2,2,5,4,5, ,1,2,1,21,12,3,8,1, , , , , , , ,1,1,23,19,15,3,4,3,21, ,17, ,1,10,8,8,1
2012,Buenos Aires,LA COSTA,Estatal,Urbano,52,52,52, , , , , ,42,24,22,7,35,36,45,7,29, , , , ,19,8,5,2,9,14,12, ,1,9,30,15,8,11,26,2,1, , , , , , ,27,16,8,25,23,3, ,7,18, ,40, , , , , , 
2012,Buenos Aires,LA COSTA,Privado,Urbano,18,17,17, , , , , ,17,11,10,4,16,15,16,3,10, , , , ,1, , , ,1, ,1, ,1, ,2,10,3,1,7, ,1, , , , , , , , ,15,11,11, , , ,9, ,6, , ,6,6,4, 
2012,Buenos Aires,LA MATANZA,Estatal,Urbano,579,538,538, , , , , ,401,119,75,31,331,327,341,54,159, , , , ,103,4,4,2,44,55,41,6,11,13,137,36,88,23,44,18,9, , , , , , ,262,117,124,194,173,13,4,29,176, ,409, , , , , , 
2012,Buenos Aires,LA MATANZA,Privado,Urbano,370,339,339,6, , , , ,323,185,159,72,304,308,313,69,172, , , , ,48,23,15,9,31,39,34,8,13,18,4,264,102,80,83,14,8, , , , , , ,8,2,279,189,159,36,15,33,270, ,140, ,3,125,105,114,8
2012,Buenos Aires,LA PLATA,Estatal,Rural,6,6,6, , , , , ,5, ,1, ,4,5,3, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,2,1,1, , , ,1, ,2, , , , , , 
2012,Buenos Aires,LA PLATA,Estatal,Urbano,334,273,273, , , , , ,238,57,60,21,214,204,209,44,123, , , , ,53,5,4,5,42,42,27,12,17,12,80,41,50,11,53,11,6, , , , , , ,150,57,42,109,94,12,2,23,70, ,216, , , , , , 
2012,Buenos Aires,LA PLATA,Privado,Urbano,266,225,224,5, , , ,1,206,135,105,45,205,200,206,67,119, , , , ,26,16,14,6,29,25,32,9,14,19,4,196,58,32,106,11,2, , , , , , ,10,2,176,122,105,19,15,19,114, ,103, ,1,69,56,65,10
2012,Buenos Aires,LANUS,Estatal,Urbano,213,197,197, , , , , ,161,42,34,13,142,144,141,30,69, , , , ,41,4,3,1,13,26,9,1,4,3,47,26,27,10,30,4,6, , , , , , ,87,47,51,76,63,1,2,21,53, ,144, , , , , , 
2012,Buenos Aires,LANUS,Privado,Urbano,157,142,141,6, , , , ,132,69,57,26,128,120,129,32,81, , , , ,17,3,3,4,11,12,13,3,9,10,6,120,43,27,53,3,4, , , , , , ,1, ,120,64,50,17,9,16,101, ,66, ,2,40,35,39,4
2012,Buenos Aires,LAPRIDA,Estatal,Rural,15,15,5,2,8, , , ,9,1,1,1,9,5,3,1,6, , , , ,2, ,1,1,2,1,1,1,2, , , , , , , , , , , , , , ,1,12,2,2,1,1, , , , ,11, , , , , , 
2012,Buenos Aires,LAPRIDA,Estatal,Urbano,19,19,14, ,5, , , ,15,5,3,1,9,9,11,3,9, , , , ,6,2,2, ,4,6,2, ,1,2,2,8,2, ,4,2,2, , , , , , ,1,13,5,4,4, , ,2,4, ,14, , , , , , 
2012,Buenos Aires,LAS FLORES,Estatal,Rural,37,33,24,6,3, , , ,27,1,1, ,9,10,17,2,6, , , , ,1, , , ,1,1, , , , ,1,1, , , ,1,1, , , , , , ,29, ,4,2,2,1, , ,1, ,3, , , , , , 
2012,Buenos Aires,LAS FLORES,Estatal,Urbano,23,23,23, , , , , ,19,5,4,2,18,18,15,5,10, , , , ,5,2,2,1,3,6,6,2,3,2,9,3,2,1,6,1,2, , , , , , ,17,2,4,10,10, , ,2,5, ,13, , , , , , 
2012,Buenos Aires,LAS FLORES,Privado,Urbano,5,5,5, , , , , ,5,3,3,1,5,5,5,1,4, , , , ,1,1,1,1,1,1,1, ,1,1, ,5, , ,4, ,1, , , , , , , ,1,4,4,4,1, ,2,2, ,3, , ,1,1,1, 
2012,Buenos Aires,LEANDRO N. ALEM,Estatal,Rural,16,15,14, , , , ,1,13,1, , ,11,9,8,1,9, , , , , , , , ,1, , , ,1, ,2,2, , ,2,2, , , , , , , ,4,8,3,10,8,1, ,2,1, ,3, , , , , , 
2012,Buenos Aires,LEANDRO N. ALEM,Estatal,Urbano,19,19,19, , , , , ,16,5,4,1,16,12,15,4,9, , , , ,3,2,3, ,1,3,5, , ,2,5,6,4,2,5,2,1, , , , , , ,7,9,3,12,12, , ,4,10, ,14, , , , , , 
2012,Buenos Aires,LEZAMA,Estatal,Rural,11,11,11, , , , , ,8, , , ,4,1,2,4,2, , , , ,2, , , ,1, , ,1, , , , , , , , , , , , , , , ,9,1,1, , , , , , , ,3, , , , , , 
2012,Buenos Aires,LINCOLN,Estatal,Rural,57,57,57, , , , , ,43,4,4,1,28,21,22,6,16, , , , ,10,2,2,1,5,7,5, ,1,3,12,7,3,2,6,9,1, , , , , , ,7,37,12,24,23, , ,3,8, ,12, , , , , , 
2012,Buenos Aires,LINCOLN,Estatal,Urbano,26,25,25, , , , , ,24,9,11,3,21,19,21,6,17, , , , ,10,6,1, ,7,7,6,1,2,5,7,11,4,2,10,2,2, , , , , , ,10,10,5,15,14, ,1,3,9, ,18, , , , , , 
2012,Buenos Aires,LINCOLN,Privado,Urbano,15,13,13, , , , , ,12,8,7,4,12,11,12,5,10, , , , ,2,2,2,1,2,2,2,1,1,3, ,13,10, ,3, , , , , , , , ,4,2,7,7,7,2,4,3,12, ,7, , ,3,4,5,1
2012,Buenos Aires,LOBERIA,Estatal,Rural,37,37,31,2,1,1, ,1,28,4,7,2,27,22,26,6,24, , , , ,3,1, , ,1,1, , , , ,9,1,3, ,1,5,1, , , , , , ,20,9,8,25,24,3, ,5,9, ,11, , , , , , 
2012,Buenos Aires,LOBERIA,Estatal,Urbano,19,19,19, , , , , ,14,4,6,1,12,13,17,2,10, , , , ,1,2, ,1,1,1,1, ,2,1,7,5,7, ,4,2, , , , , , , ,9,7,2,14,14,2, ,1,5, ,9, , , , , , 
2012,Buenos Aires,LOBOS,Estatal,Rural,35,35,34, , , , ,1,29,5,5,1,21,23,17,6,14, , , , ,3, , , ,4,4,2,1, , ,12,3,3,1,2,11,1, , , , , , ,15,13,5,16,15,3,1,2,7, ,11, , , , , , 
2012,Buenos Aires,LOBOS,Estatal,Urbano,38,37,35, , , , ,2,27,4,4,3,24,25,22,4,17, , , , ,5, , , ,4,5,3,1,2,2,7,5,5,1,3,1,2, , , , , , ,8,16,11,17,17,2, ,5,4, ,19, , , , , , 
2012,Buenos Aires,LOBOS,Privado,Urbano,7,7,7, , , , , ,6,5,3,1,7,5,7,2,6, , , , , , , , , , , , , , , ,6, ,5, , ,1, , , , , , , , ,7,3,3,1, ,1,5, ,5, , ,1,2,2, 
2012,Buenos Aires,LOMAS DE ZAMORA,Estatal,Urbano,290,264,264, , , , , ,203,56,36,18,169,160,170,40,75, , , , ,49,6, ,1,18,21,18,2,5,5,67,29,43,8,36,7,8, , , , , , ,110,49,75,83,74,8,2,14,75, ,187, , , , , , 
2012,Buenos Aires,LOMAS DE ZAMORA,Privado,Urbano,252,223,222, , , , ,1,208,126,110,38,202,198,206,54,119, , , , ,25,18,6,6,18,16,24,6,10,17,10,171,58,32,84,13,5, , , , , , ,4,5,157,107,64,39,27,17,165, ,103, ,3,63,60,65,7
2012,Buenos Aires,LUJAN,Estatal,Rural,29,29,29, , , , , ,19,3,3, ,18,19,15,2,9, , , , ,1, , , , , , , , , ,9,2, , ,2,9, , , , , , , ,15,4,9,10,9,1, ,1,6, ,11, , , , , , 
2012,Buenos Aires,LUJAN,Estatal,Urbano,67,67,67, , , , , ,55,19,15,13,51,45,48,11,35, , , , ,14,4,5,2,8,9,11,1,3,2,21,14,15,6,12,4, , , , , , , ,38,18,11,34,34, , ,5,19, ,48, , , , , , 
2012,Buenos Aires,LUJAN,Privado,Urbano,39,37,37, , , , , ,33,28,20,8,33,31,35,10,22, , , , ,5,3,5,1,6,5,6,2,3,5,2,27,12,10,9,1, , , , , , , , , ,32,13,9,3,4,2,20, ,18, , ,9,6,6,2
2012,Buenos Aires,MAGDALENA,Estatal,Rural,31,29,29, , , , , ,24,2,5,1,14,19,18,3,10, , , , ,2, , , , , , , , , ,4,6,1, ,2,6,1, , , , , , ,4,11,11,5,5, , ,3,2, ,11, , , , , , 
2012,Buenos Aires,MAGDALENA,Estatal,Urbano,25,18,18, , , , , ,15,4,6,2,12,13,12,7,9, , , , ,1, , , ,2,1,1,1,1, ,4,5,1, ,5,3,1, , , , , , ,5,4,7,8,7,1,1,3,6, ,9, , , , , , 
2012,Buenos Aires,MAIPU,Estatal,Rural,16,14,12,2, , , , ,12,3,1,1,7,8,5,3,3, , , , , , , , , , , , , , ,2, , , , ,2, , , , , , , ,12,1,2,4,4, , , ,1, ,4, , , , , , 
2012,Buenos Aires,MAIPU,Estatal,Urbano,9,8,8, , , , , ,7,4,6,1,8,7,8, ,5, , , , ,5,3,2,1,4,4,2, ,2,2,4, ,1,1,1,3, , , , , , , ,6,1, ,6,5, , ,1,5, ,6, , , , , , 
2012,Buenos Aires,MALVINAS ARGENTINAS,Estatal,Urbano,120,119,119, , , , , ,67,18,12,8,49,51,52,7,26, , , , ,16,1,2,2,10,13,4,2,2,4,38,5,16,10,9,8,3, , , , , , ,26,70,18,45,40,7,1,7,36, ,72, , , , , , 
2012,Buenos Aires,MALVINAS ARGENTINAS,Privado,Urbano,104,90,90, , , , , ,82,56,46,14,83,79,87,23,53, , , , ,8,1,4, ,6,6,11,2,1,7,5,71,28,22,21,1,4, , , , , , ,1,1,67,52,42,13,12,12,72, ,36, , ,32,33,36,1
2012,Buenos Aires,MAR CHIQUITA,Estatal,Rural,26,25,17,3,8, , , ,20,4,5,4,17,14,17,5,4, , , , ,8,1,2,1,3,2,5, ,1,1,6,3,4, , ,4,1, , , , , , ,14,5,5,5,5, , , ,5, ,10, , , , , , 
2012,Buenos Aires,MAR CHIQUITA,Estatal,Urbano,23,20,20, , , , , ,19,3,6, ,17,15,15,4,11, , , , ,3,1,2, ,1,2,2,1,1,1,7,5,3,1,1,3,5, , , , , , ,8,7,4,11,9,2, ,1,4, ,10, , , , , , 
2012,Buenos Aires,MARCOS PAZ,Estatal,Rural,10,10,10, , , , , ,7,5,2,1,6,7,6,2,4, , , , ,1, , , , , , , , , ,3, , , , ,3, , , , , , , ,6,2, ,3,3, , , ,5, ,8, , , , , , 
2012,Buenos Aires,MARCOS PAZ,Estatal,Urbano,34,34,34, , , , , ,28,11,5,3,21,24,22,3,12, , , , ,6,1,2,1,4,4,3,1,4,1,7,4, ,1,9, ,1, , , , , , ,21,5,5,14,12,1,2,5,8, ,23, , , , , , 
2012,Buenos Aires,MARCOS PAZ,Privado,Urbano,12,11,11, , , , , ,10,9,8,4,11,10,11,1,6, , , , ,3,1, , ,2,2,1, , , , ,10, , ,8,2, , , , , , , , , ,8,6,5,1, , ,11, ,6, , ,3,2,2,1
2012,Buenos Aires,MERCEDES,Estatal,Rural,27,27,25, , , , ,2,24,1,2, ,18,16,9,4,10, , , , ,3, , , , , , , , , ,6,1, , , ,7, , , , , , , ,13,9,4,2,2, , , ,6, ,9, , , , , , 
2012,Buenos Aires,MERCEDES,Estatal,Urbano,54,53,52,1, , , ,1,44,6,9,6,29,38,33,8,22, , , , ,9,1,2,2,4,5,4,2,3,4,17,2,4,4,6,5,2, , , , , , ,25,14,13,16,15,2, ,4,13, ,35, , , , , , 
2012,Buenos Aires,MERCEDES,Privado,Urbano,28,26,26, , , , , ,25,20,14,5,24,20,25,8,17, , , , ,3,1,2, ,3,2,3,1,1,2, ,24,9, ,8,7,1, , , , , , ,1, ,22,7,4,3, ,1,15, ,10, , ,7,7,6,2
2012,Buenos Aires,MERLO,Estatal,Urbano,225,224,224,1, ,1, , ,180,33,42,9,152,153,156,39,80, , , , ,75,8,9,5,42,58,33,9,10,15,53,20,25,22,18,9,4, , , , , , ,118,63,41,152,146,6,2,7,64, ,169, , , , , , 
2012,Buenos Aires,MERLO,Privado,Urbano,127,108,108, , , , , ,104,63,55,23,105,104,101,23,55, , , , ,17,8,11,6,16,16,20, ,3,10,3,89,44,25,22,3,4, , , , , , ,2, ,87,56,48,8,6,14,85, ,53, ,1,49,41,37,5
2012,Buenos Aires,MONTE,Estatal,Rural,14,14,14, , , , , ,14,1,2,1,9,11,4,2,6, , , , ,3, , , ,2,2,2,1,1,1,1,1, , , ,2, , , , , , , ,12,2, ,5,5, , , ,1, ,10, , , , , , 
