provincia;departamento;sector;ambito;Localizacion;PoblaciónIndigenaInicial;PoblaciónIndigenaPrimaria;PoblaciónIndigenaSecundaria;PoblaciónIndigenaSNU;IdiomasInicialInglés;IdiomasInicialFrancés;IdiomasInicialPortugués;IdiomasInicialItaliano;IdiomasInicialAlemán;IdiomasInicialOtro;IdiomasInicialMásdeunIdioma;IdiomasInicialChino;IdiomasPrimariaInglés;IdiomasPrimariaFrancés;IdiomasPrimariaPortugués;IdiomasPrimariaItaliano;IdiomasPrimariaAlemán;IdiomasPrimariaOtro;IdiomasPrimariaMásdeunIdioma;IdiomasPrimariaChino;IdiomasSecundariaInglés;IdiomasSecundariaFrancés;IdiomasSecundariaPortugués;IdiomasSecundariaItaliano;IdiomasSecundariaAlemán;IdiomasSecundariaOtro;IdiomasSecundariaMásdeunIdioma;IdiomasSecundariaChino;IdiomasSNUInglés;IdiomasSNUFrancés;IdiomasSNUPortugués;IdiomasSNUItaliano;IdiomasSNUAlemán;IdiomasSNUOtro;IdiomasSNUMásdeunIdioma;IdiomasSNUChino;BoliviaInicial;BrasilInicial;ChileInicial;ColombiaInicial;EcuadorInicial;ParaguayInicial;PerúInicial;UruguayInicial;VenezuelaInicial;OtrospaísesdeAméricaInicial;EuropaInicial;AsiaInicial;OtrosInicial;BoliviaPrimaria;BrasilPrimaria;ChilePrimaria;ColombiaPrimaria;EcuadorPrimaria;ParaguayPrimaria;PerúPrimaria;UruguayPrimaria;VenezuelaPrimaria;OtrospaísesdeAméricaPrimaria;EuropaPrimaria;AsiaPrimaria;OtrosPrimaria;BoliviaSecundaria;BrasilSecundaria;ChileSecundaria;ColombiaSecundaria;EcuadorSecundaria;ParaguaySecundaria;PerúSecundaria;UruguaySecundaria;VenezuelaSecundaria;OtrospaísesdeAméricaSecundaria;EuropaSecundaria;AsiaSecundaria;OtrosSecundaria;BoliviaSNU;BrasilSNU;ChileSNU;ColombiaSNU;EcuadorSNU;ParaguaySNU;PerúSNU;UruguaySNU;VenezuelaSNU;OtrospaísesdeAméricaSNU;EuropaSNU;AsiaSNU;OtrosSNU;BeneficiariosdealimentacióngrauitaDesayuno;BeneficiariosdealimentacióngrauitaAlmuerzo;BeneficiariosdealimentacióngrauitaRefrigerio;BeneficiariosdealimentacióngrauitaMerienda;BeneficiariosdealimentacióngrauitaCena;TenenciadecomputadoraInicial;TenenciadecomputadoraPrimaria;TenenciadecomputadoraSecundaria;TenenciadecomputadoraSNU;Alumnosquenuncaasistieronasalade5años;AlumnosconPromociónasistidaacompañadaPrimaria;AlumnosconPromociónasistidaacompañadaSecundaria;AlumnosenjornadacompletaPrimaria;AlumnosenjornadaextendidaPrimaria;TurnoMañanaInicial;TurnoIntermedioInicial;TurnoTardeInicial;TurnoDobleInicial;TurnoMañanaPrimaria;TurnoIntermedioPrimaria;TurnoTardePrimaria;TurnoDoblePrimaria;TurnoMañanaSecundaria;TurnoIntermedioSecundaria;TurnoTardeSecundaria;TurnoDobleSecundaria;DiscapacidadConapoyoestatalInicial;DiscapacidadConapoyoprivadoInicial;DiscapacidadSinapoyoInicial;DiscapacidadConapoyoestatalPrimaria;DiscapacidadConapoyoprivadoPrimaria;DiscapacidadSinapoyoPrimaria;DiscapacidadConapoyoestatalSecundaria;DiscapacidadConapoyoprivadoSecundaria;DiscapacidadSinapoyoSecundaria;DiscapacidadConapoyoestatalSNU;DiscapacidadConapoyoprivadoSNU;DiscapacidadSinapoyoSNU
Buenos Aires;BAHIA BLANCA;Estatal;Rural;6; ; ; ; ; ; ; ; ; ; ; ; ;112; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;14; ; ; ; ; ; ; ; ; ; ; ; ;10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;136;129; ;91; ;1;4; ; ; ;0; ;27; ;1; ; ;1;4; ;1;5; ; ; ; ; ; ; ;9; ; ; ; ; ; ; ; 
Buenos Aires;BAHIA BLANCA;Estatal;Urbano;196;2; ;4;27; ; ; ; ; ; ; ; ;10868; ; ; ; ; ; ; ;18600; ;90;136; ; ;308; ;934; ;34; ; ; ; ; ;9;1;4; ; ;2; ;2;8; ; ;1; ;17;2;15;2; ;20;3;2;17;7;1; ;1;28;2;7;4;2;37;5;2;20;5;5; ; ;10; ;13; ;1;5; ;1;1;1;3;1; ;11733;4380;3195;9968;718;60;65;56;11;152;4;0;649; ;61; ;56;61;61; ;61;66;56; ;47;55;70;8;45;452;9;32;436;8;21; ; ;12
Buenos Aires;BAHIA BLANCA;Privado;Urbano;85; ; ; ; ;2260; ; ; ; ; ; ; ;6504; ; ; ; ; ;623; ;6825; ; ; ; ; ;462; ;866; ; ;9; ;35; ; ; ;2; ; ; ;1;1; ;2; ;1; ;1; ; ;4; ;1; ;4; ;9;3;5;1; ;1;3; ;4; ;2; ;1;7;4;11;6;1;2; ;1;1; ;1; ; ; ; ; ; ; ;624; ;280;374; ;29;22;23;10;28;2;0;393;187;27; ;28;27;13; ;17;14;23; ;1;23;9;16;59;42;49;49;27;21;18; ;1;3
Buenos Aires;BALCARCE;Estatal;Rural;35; ; ; ; ; ; ; ; ; ; ; ; ;171; ; ; ; ; ; ; ;386; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;301;175;15;292; ;8;20;6; ; ;2;0; ; ;4; ;4;4;11;1;9;11;4; ;3;4; ; ; ;4; ;4;12; ;2; ; ; 
Buenos Aires;BALCARCE;Estatal;Urbano;44; ; ; ; ; ; ; ; ; ; ; ; ;1587; ; ; ; ; ; ; ;3640; ; ; ; ; ; ; ;80; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ;3; ; ; ; ;3; ; ; ; ;4; ; ;4; ;1; ; ;5;1;1; ; ;15; ; ;2;1;2; ; ; ; ; ; ; ;1; ; ;1; ; ; ; ;1376;962; ;1682; ;16;12;11;3; ;11;0;261; ;11; ;16;11;7;1;9;9;10;1;8;10;12;2;7;29;1;24;37;1;3; ; ; 
Buenos Aires;BALCARCE;Privado;Rural;5; ; ; ; ; ; ; ; ; ; ; ; ;7; ; ; ; ; ; ; ;425; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;1;1; ; ;3;1; ;1;6;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;27;179; ; ; ; ;2;2; ; ;0;0; ; ;2; ; ;2;2; ; ;2;1;1; ;1; ; ; ; ;1; ;3;5; ; ; ; 
Buenos Aires;BALCARCE;Privado;Urbano;4; ; ; ; ; ; ; ; ; ; ; ; ;406; ; ; ; ; ; ; ;209; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;3;1; ; ;18;0; ; ; ; ;3; ;2; ;3;2;1; ; ;1;1; ; ;5; ; ;4; ; ; ; ; 
Buenos Aires;BARADERO;Estatal;Rural;26; ; ; ; ; ; ; ; ; ; ; ; ;263; ; ; ; ; ; ; ;405; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;564;561;139;573;131;6;14;4; ; ;0;0;52; ;2;1;5;2;3;1;10;4;2;1;2;4; ;1;2;6;6; ;5; ;1; ; ; 
Buenos Aires;BARADERO;Estatal;Urbano;39; ; ; ; ; ; ; ; ; ; ; ; ;1459; ; ; ; ; ; ; ;2117; ; ; ; ; ;79; ;240; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;4; ; ; ; ;1; ; ;3;1; ; ; ;17; ; ; ; ;6; ; ;5; ;3; ; ;5; ; ; ; ;1; ; ; ; ; ; ; ;1099;480;607;2328; ;15;10;9;2;22;0;0;115;344;9; ;17;10;4; ;9;5;8;1;5;8;14;16;3;51;25; ;51;13; ; ; ;2
Buenos Aires;BARADERO;Privado;Urbano;10; ; ; ; ;51; ; ; ; ; ; ; ;445; ; ; ; ; ; ; ;726; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;3;3; ; ;2;0; ; ;1; ;4;1;1;1;3; ;3; ; ;3;4;1;2;4;11; ;2;7; ; ; ; 
Buenos Aires;BENITO JUAREZ;Estatal;Rural;14; ; ; ; ; ; ; ; ; ; ; ; ;123; ; ; ; ; ; ; ;77; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;166;512; ;440; ;5;5;4; ; ;0;0; ; ;1; ;5;1;1; ;5;1;1; ;3;1; ; ;1;1; ; ;3; ; ; ; ; 
Buenos Aires;BENITO JUAREZ;Estatal;Urbano;16; ; ; ; ; ; ; ; ; ; ; ; ;595; ; ; ; ; ; ; ;1509; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ;1; ; ; ; ; ; ;1; ; ;1; ; ; ; ; ; ; ;2; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1898;527;469;1669;7;4;6;5;1;2;0;0;108; ;4; ;4;4;3; ;5;4;5; ;4;5;1; ;8;19;6;6;19;5; ; ; ; 
Buenos Aires;BERAZATEGUI;Estatal;Urbano;183; ; ;389; ; ; ; ; ; ; ; ; ;12544; ; ; ; ; ; ; ;23375; ; ; ; ; ; ; ;66; ; ; ; ; ; ; ;7; ; ;2; ;1;2;2;4; ;1; ; ;67;1; ;9; ;42;3;1;26; ;1; ; ;181;5;3;3;1;125;4;5;16;8;12; ;2;2; ;1; ; ;8; ; ;1; ; ; ; ;22858;11477;7562;20071; ;57;55;57;3;57;64;0;2951; ;62;1;61;62;44; ;44;56;60;1;60;59;36;37;119;248;27;158;193;27;27; ; ;2
Buenos Aires;BERAZATEGUI;Privado;Urbano;103; ; ; ; ;2828; ; ;180; ; ; ; ;11510; ; ;178; ; ; ; ;9767; ; ; ; ; ;522; ;410; ; ; ; ; ; ; ;1; ;2; ; ;2; ; ; ;2;1; ; ;6;1; ;2; ;3; ; ;6;1;1; ; ;12;3;1;3;3;17;3;4;10;9;8;1;1;193; ;5;1; ;24;3; ; ;2; ; ; ; ; ; ; ; ;31;34;30;2;111;16;0;559; ;33; ;34;32;29;2;31;30;26; ;22;29;6;59;81;41;110;123;28;22;10; ; ; 
