provincia;departamento;sector;ambito;Localizacion;PoblaciónIndigenaInicial;PoblaciónIndigenaPrimaria;PoblaciónIndigenaSecundaria;PoblaciónIndigenaSNU;IdiomasInicialInglés;IdiomasInicialFrancés;IdiomasInicialPortugués;IdiomasInicialItaliano;IdiomasInicialAlemán;IdiomasInicialOtro;IdiomasInicialMásdeunIdioma;IdiomasInicialChino;IdiomasPrimariaInglés;IdiomasPrimariaFrancés;IdiomasPrimariaPortugués;IdiomasPrimariaItaliano;IdiomasPrimariaAlemán;IdiomasPrimariaOtro;IdiomasPrimariaMásdeunIdioma;IdiomasPrimariaChino;IdiomasSecundariaInglés;IdiomasSecundariaFrancés;IdiomasSecundariaPortugués;IdiomasSecundariaItaliano;IdiomasSecundariaAlemán;IdiomasSecundariaOtro;IdiomasSecundariaMásdeunIdioma;IdiomasSecundariaChino;IdiomasSNUInglés;IdiomasSNUFrancés;IdiomasSNUPortugués;IdiomasSNUItaliano;IdiomasSNUAlemán;IdiomasSNUOtro;IdiomasSNUMásdeunIdioma;IdiomasSNUChino;BoliviaInicial;BrasilInicial;ChileInicial;ColombiaInicial;EcuadorInicial;ParaguayInicial;PerúInicial;UruguayInicial;VenezuelaInicial;OtrospaísesdeAméricaInicial;EuropaInicial;AsiaInicial;OtrosInicial;BoliviaPrimaria;BrasilPrimaria;ChilePrimaria;ColombiaPrimaria;EcuadorPrimaria;ParaguayPrimaria;PerúPrimaria;UruguayPrimaria;VenezuelaPrimaria;OtrospaísesdeAméricaPrimaria;EuropaPrimaria;AsiaPrimaria;OtrosPrimaria;BoliviaSecundaria;BrasilSecundaria;ChileSecundaria;ColombiaSecundaria;EcuadorSecundaria;ParaguaySecundaria;PerúSecundaria;UruguaySecundaria;VenezuelaSecundaria;OtrospaísesdeAméricaSecundaria;EuropaSecundaria;AsiaSecundaria;OtrosSecundaria;BoliviaSNU;BrasilSNU;ChileSNU;ColombiaSNU;EcuadorSNU;ParaguaySNU;PerúSNU;UruguaySNU;VenezuelaSNU;OtrospaísesdeAméricaSNU;EuropaSNU;AsiaSNU;OtrosSNU;BeneficiariosdealimentacióngratuitaDesayuno;BeneficiariosdealimentacióngratuitaAlmuerzo;BeneficiariosdealimentacióngratuitaRefrigerio;BeneficiariosdealimentacióngratuitaMerienda;BeneficiariosdealimentacióngratuitaCena;TenenciadecomputadoraInicial;TenenciadecomputadoraPrimaria;TenenciadecomputadoraSecundaria;TenenciadecomputadoraSNU;Alumnosquenuncaasistieronasalade5años;AlumnosconPromociónasistidaacompañadaPrimaria;AlumnosconPromociónasistidaacompañadaSecundaria;AlumnosenjornadacompletaPrimaria;AlumnosenjornadaextendidaPrimaria;TurnoMañanaInicial;TurnoIntermedioInicial;TurnoTardeInicial;TurnoDobleInicial;TurnoMañanaPrimaria;TurnoIntermedioPrimaria;TurnoTardePrimaria;TurnoDoblePrimaria;TurnoMañanaSecundaria;TurnoIntermedioSecundaria;TurnoTardeSecundaria;TurnoDobleSecundaria;DiscapacidadConapoyoestatalInicial;DiscapacidadConapoyoprivadoInicial;DiscapacidadSinapoyoInicial;DiscapacidadConapoyoestatalPrimaria;DiscapacidadConapoyoprivadoPrimaria;DiscapacidadSinapoyoPrimaria;DiscapacidadConapoyoestatalSecundaria;DiscapacidadConapoyoprivadoSecundaria;DiscapacidadSinapoyoSecundaria;DiscapacidadConapoyoestatalSNU;DiscapacidadConapoyoprivadoSNU;DiscapacidadSinapoyoSNU
Corrientes;SALADAS;Estatal;Rural;39;1;12;40; ; ; ; ; ; ; ; ; ;301; ; ; ; ; ; ; ;342; ; ; ; ; ; ; ;16;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;982;1142; ;502; ;1;22;4;1;2;44; ; ;101;18; ;4;18;18; ;7;18;2; ;3;2;2; ; ;4;2;2; ;1;1; ; ; 
Corrientes;SALADAS;Estatal;Urbano;16; ; ; ; ;104; ; ; ; ; ; ; ;1754; ; ; ; ; ; ; ;1720; ; ; ; ; ; ; ;177; ; ; ; ;14; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1932;845;183;1440; ; ;6;4;3;3;26; ; ;110;6; ;6;6;6; ;6;5;4; ;4;4; ; ;3;1;1; ;1; ; ; ; ;1
Corrientes;SAN COSME;Estatal;Rural;27; ;17;35; ; ; ; ; ; ; ; ; ;219; ; ; ; ; ; ; ;110; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;875;402; ;511; ;3;14;2; ; ;5; ; ;93;14; ;2;14;15; ;1;15;1; ;2;1; ;1;1;14;2; ; ; ; ; ; ; 
Corrientes;SAN COSME;Estatal;Urbano;19; ;2; ;2; ; ; ; ; ; ; ; ;824; ; ; ; ; ; ; ;813;129; ; ; ; ;47; ;34; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;3; ;4; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1449;91; ;1017; ;2;6;3;1; ;0; ; ; ;6; ;3;6;6; ;4;6;2; ;4;2;1;1;1; ;2;2; ;1;2; ; ; 
Corrientes;SAN LUIS DEL PALMAR;Estatal;Rural;48;52;331;350; ;11; ; ; ; ;1; ; ;155; ; ; ; ;22; ; ;740; ;40; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;689;932;100;891; ;1;26;6; ;4;4; ; ; ;19; ;9;19;28; ;12;28; ; ;9; ; ; ;2; ; ;6; ; ; ; ; ; 
Corrientes;SAN LUIS DEL PALMAR;Estatal;Urbano;10; ;100; ;552;219; ; ; ; ; ; ; ;1253; ; ; ; ; ; ; ;1180; ;92; ; ; ; ; ;83; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;977;577; ;724; ;2;5;2;2; ;0; ; ;55;4; ;4;4;4; ;4;4;2; ;2;2; ; ;1;2;2; ;1; ; ; ; ;1
Corrientes;SAN MARTIN;Estatal;Rural;33; ;1; ; ; ; ;58; ; ; ; ; ;215; ; ; ; ; ; ; ;548; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;720;780; ;830; ;1;17;5;1;1;13; ; ; ;9; ;6;9;15; ;10;15;3; ;3;3; ; ; ; ;1;6;1;1;3; ; ; 
Corrientes;SAN MIGUEL;Estatal;Rural;21;97;123;195; ; ; ; ; ; ; ; ; ;294; ; ; ; ; ; ; ;597; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1148;671; ;621; ;2;11;2; ; ;68; ; ; ;11; ;4;11;12; ;4;12;2; ;2;2; ; ;1;1; ;1;2; ; ; ; ; 
Corrientes;SAN ROQUE;Estatal;Rural;30; ; ; ; ;2; ; ; ; ; ; ; ;283; ; ; ; ; ; ; ;638; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1227;1191;13;658;13;4;21;4;1; ;0; ; ; ;19; ;1;19;22; ;1;22;1; ;3;1; ; ; ;1;3;2;3; ; ; ; ; 
Corrientes;SAN ROQUE;Estatal;Urbano;16; ; ; ; ;53; ; ; ; ; ; ; ;1242; ; ; ; ; ; ; ;578; ; ; ; ; ; ; ;37; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ; ; ; ; ; ; ; ;2418;975;57;1366; ;2;5;4;3; ;1; ; ;129;6; ;5;6;5; ;5;5;4; ;3;4; ; ; ;1; ; ; ; ; ; ; ;1
Corrientes;SANTO TOME;Estatal;Rural;28; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;283; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;805;956; ;287;14;3;24;2; ;4;63; ; ; ;20; ;4;20;20; ;6;20;2; ;1;2; ; ;1;2; ;7; ; ; ; ; ; 
Corrientes;SANTO TOME;Estatal;Urbano;43; ; ; ; ;114; ;451; ; ; ; ; ;3679; ; ; ; ; ;544; ;3673;241;284; ; ; ; ; ;198; ;41; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1;7; ;3; ;3; ; ;3; ;1; ; ; ;3; ;5; ;2; ; ;1; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;5804;957;1354;4446; ;12;16;12;2;7;59; ; ;267;18; ;17;18;14; ;15;14;10; ;8;11; ; ;2;3;7;23;4; ;1;1; ; 
Corrientes;SANTO TOME;Privado;Urbano;14; ; ; ;1;575; ; ; ; ; ; ; ;1011; ; ; ; ; ;159; ;511; ; ; ; ; ;262; ;51; ;13; ; ; ; ; ; ;3; ;1; ; ; ; ; ; ; ; ; ; ;1; ;3; ; ; ; ; ; ; ; ; ; ;1; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;496;109;109;109;80;5;7;5;3; ;0; ;295;149;7; ;8;7;4; ;3;5;4; ; ;7; ;2;4; ;10;13; ;3;1; ; ; 
Corrientes;SAUCE;Estatal;Rural;23; ; ; ; ; ; ; ; ; ; ; ; ;109; ; ; ; ; ; ; ;149; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;250;466;49;240; ;7;13;2; ; ;7; ; ; ;8; ;4;8;9; ;6;9;1; ;1;1; ; ; ; ; ;1; ; ; ; ; ; 
Corrientes;SAUCE;Estatal;Urbano;11; ; ; ; ; ; ; ; ; ; ; ; ;378; ; ; ; ; ; ; ;441; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;832;418; ;792; ;1;4;1;2; ;0; ; ;281;4; ;4;4;4; ;4;4;1; ;1;1; ; ; ;12;1; ; ; ; ; ; ; 
Entre Ríos;COLON;Estatal;Rural;35; ; ; ; ; ; ; ; ; ; ; ; ;183; ; ; ; ; ; ; ;495; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ;2; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;735;621;58;681;84;10;26;7; ;1;20; ;179;35;11; ;9;11;15; ;8;19;5; ;2;7; ; ;1;3;1; ;11;7;5; ; ; 
Entre Ríos;COLON;Estatal;Urbano;42; ; ; ; ;29;29; ; ; ; ; ; ;1596;90; ;135; ; ; ; ;3199;258;61; ; ; ;502; ;257; ;23; ; ; ; ; ;2; ; ; ; ;2; ;9; ; ;1; ; ;5; ; ;2; ;12; ;30; ; ;3;1; ;2;1;1;1; ;5; ;29;2;2;2;2; ; ;1; ; ;1;1; ;5; ; ; ; ; ;2003;1745;1181;1689;15;14;23;13;3; ;88; ;64;708;24; ;19;23;19; ;18;15;8; ;10;10;4;10;5;44;21;2;7;8;2; ; ; 
Entre Ríos;COLON;Privado;Urbano;10; ; ; ; ;149;73; ; ; ; ; ; ;622; ; ; ; ; ; ; ;1361; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;112;172; ;112; ;6;3;4; ; ;2; ; ;316;6; ;4;6;3; ;1;2;3; ;3;3;5;10; ;2;8; ;1;10; ; ; ; 
Entre Ríos;CONCORDIA;Estatal;Rural;41; ; ; ; ; ; ; ; ; ; ; ; ;604; ; ; ; ; ; ; ;1779; ;232; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ;3; ; ; ; ;3; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2726;3048;241;2007; ;5;27;9; ;1;33; ;149;326;21;1;10;21;22;2;8;21;8; ;5;8;2;1;1;15;10;7;7;1;8; ; ; 
Entre Ríos;CONCORDIA;Estatal;Urbano;96; ; ;1; ; ; ; ; ; ; ; ; ;3918; ;390; ; ; ; ; ;10517;117;494;166; ; ;1607; ;24; ;28; ; ; ;7; ;1; ;1; ; ; ; ;2;1; ; ; ; ;1; ; ;1; ; ; ;2;1; ;1; ; ; ;1;1;5; ;6; ;6;4;2;1; ; ; ; ; ;2; ; ; ;32; ; ; ; ; ;10741;12505;2869;10796;42;20;36;27;5;15;436; ;409;1797;56;1;37;55;36; ;33;35;26; ;26;27;30;19;5;155;94;77;54;22;9;3;2;2
Entre Ríos;CONCORDIA;Privado;Urbano;45; ; ; ; ;611; ;17; ; ; ; ; ;3382; ;52; ; ; ; ; ;2386;111; ; ; ; ;597; ; ; ; ; ; ; ;25; ; ;1; ; ; ; ; ;1; ;1; ; ; ; ; ; ;1; ; ; ;5;2;3;7; ; ; ; ; ;2; ; ; ;4; ;1;3; ;1; ; ; ;1; ; ; ;2; ; ; ; ; ;963;837;501;918; ;14;18;14;3;20;56; ;309;77;18; ;12;17;19; ;11;20;16; ;1;17;2;26;1;11;61;2;12;29;8; ;5; 
Entre Ríos;DIAMANTE;Estatal;Rural;45; ; ; ; ; ; ; ; ; ; ; ; ;214;7; ; ; ; ; ; ;742; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;802;585;446;638; ;4;29;10;1; ;3; ; ;149;23; ;5;23;28; ;6;27;3; ;7;4;1; ;1;8;1;4;7; ; ; ; ; 
Entre Ríos;DIAMANTE;Estatal;Urbano;34; ; ; ; ; ; ; ; ; ; ; ; ;729; ; ; ; ; ; ; ;2227;90; ; ; ; ; ; ;60; ;18; ; ; ; ; ;1; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ;2; ; ;3;1;1; ;2; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1;2; ; ; ;1;2; ; ;1;1; ; ;2417;1574;187;1850;102;3;9;8;3;2;20; ;216;553;17; ;14;17;10; ;11;11;6; ;7;7;5;8;1;25;16;2;5;1;1; ; ; 
Entre Ríos;DIAMANTE;Privado;Rural;4; ; ; ; ;4; ; ; ; ; ; ; ;9; ; ; ; ; ; ; ;31; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;114;127; ;96; ;1;1;1; ; ;17; ;65; ;2; ;1;2;1; ;1;2;1; ; ;1; ; ; ; ;1;1; ; ; ; ; ; 
Entre Ríos;DIAMANTE;Privado;Urbano;13; ; ; ; ;191; ; ; ; ; ; ; ;874; ; ; ; ; ; ; ;1305; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ;1;1;1; ; ; ; ;1; ;1;14;2; ;3;6;1;5;5;6;3;2;2; ;4;1;1;2;1;1;4;2; ;3;2;9;2; ; ; ; ; ;2;2; ;2; ;1; ; ; ; ; ; ;3;4;5;2;1;0; ; ;160;5; ;4;5;5; ;3;4;5; ; ;5; ;6;1; ;15; ; ;4; ; ; ;1
Entre Ríos;Enmascarado;Privado;Rural;8; ; ; ; ;10; ; ; ; ; ; ; ;102; ; ; ; ; ; ; ;315; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;160;252;8;3; ;2;4;2; ; ;1; ;102; ;3; ;2;3;3; ;1;4;1; ;1;2; ;2; ; ; ; ; ; ; ; ; ; 
Entre Ríos;Enmascarado;Privado;Urbano;13; ; ; ; ;39; ; ; ; ; ; ; ;464; ; ; ; ; ; ; ;667; ; ; ; ; ; ; ;46; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;918;651; ;1133; ;2;5;3;1; ;5; ; ; ;8; ;6;8;7; ;4;7;1; ;2;1;1;2;1; ;13;3; ; ; ; ; ; 
Entre Ríos;FEDERACION;Estatal;Rural;55; ; ; ; ; ; ; ; ; ; ; ; ;130; ; ; ; ; ; ; ;1301; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ; ; ; ; ;5; ; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1130;997;268;1525;61;8;41;8; ; ;31; ;168; ;22; ;16;22;24; ;20;26;3; ;5;5;1;1; ;4;1; ;14;8;9; ; ; 
Entre Ríos;FEDERACION;Estatal;Urbano;41; ; ; ; ;47; ; ; ; ; ; ; ;1128; ; ; ; ; ; ; ;3478;162;259; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;4; ; ; ;11; ;1;1; ; ;1; ; ;2; ;1; ;12;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3407;3680;1241;3026;22;8;21;13;1;6;156; ; ;373;24;1;16;24;21; ;15;21;11; ;8;13;13;12;1;68;39;9;33;8;6; ; ; 
Entre Ríos;FEDERACION;Privado;Urbano;15; ; ; ; ;84; ; ; ; ; ; ; ;676; ; ; ; ; ; ; ;1452; ; ; ; ; ;101; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ; ;2;1; ;1; ; ;2;1; ; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;849;189; ;669; ;3;7;6;1; ;25; ; ;405;8; ;8;8;8; ;8;7;6; ;1;6;3;3;1;4;32; ; ;12;2; ; ; 
Entre Ríos;FEDERAL;Estatal;Rural;50; ; ; ; ; ; ; ; ; ; ; ; ;127; ; ; ; ; ; ; ;357; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;763;1001;19;689; ;12;38;5;2; ;12; ;156;67;16;7;11;16;17;8;15;17;1;1;4;2;1;1; ;2; ; ;1; ; ; ; ; 
Entre Ríos;FEDERAL;Estatal;Urbano;25; ;21; ; ; ; ; ; ; ; ; ; ;820; ; ; ; ; ; ; ;1033; ;247; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1542;2125;189;1494;11;3;12;7;1; ;76; ;88;494;11;3;9;11;7;2;7;7;4; ;4;6;2;2; ;18;10;18;5;1; ; ; ; 
Entre Ríos;FELICIANO;Estatal;Rural;24; ; ; ; ; ; ; ; ; ; ; ; ;115; ; ; ; ; ; ; ;599; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;435;962;240;653;63;5;16;5; ; ;59; ;57; ;6;10; ;6;8;9;1;9; ;1;3;1;1; ; ;6;1; ;5; ; ; ; ; 
Entre Ríos;FELICIANO;Estatal;Urbano;13; ; ; ; ;90; ; ; ; ; ; ; ;389; ; ; ; ; ; ; ;1017;99; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1660;1543; ;1451; ;4;7;4;1;4;3; ;209;94;9; ;7;9;5; ;3;6;2;1;2;3;2; ;1;7; ; ;1; ; ; ; ; 
Entre Ríos;GUALEGUAY;Estatal;Rural;40; ; ; ; ; ; ; ; ; ; ; ; ;19; ; ; ; ; ; ; ;299; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;513;481; ;252; ;2;28;7; ;3;1; ;25; ;11; ;8;11;13; ;18;14;6; ;2;6;2; ; ;4;2;1; ;1; ; ; ; 
Entre Ríos;GUALEGUAY;Estatal;Urbano;37; ; ; ; ;61;61; ;57; ; ; ; ;1107;228; ;168; ; ; ; ;3336;449;421;154; ; ; ; ;115; ; ; ; ; ;45; ;3; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ;3; ;2; ;1; ;1; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;1; ; ;1; ;1; ; ; ; ;1; ; ;3557;2920;422;6094;14;10;19;11;3;2;27; ;370;540;20; ;20;20;13; ;16;17;10; ;8;11;10;3;2;54;11;4;7;12;5; ; ;4
Entre Ríos;GUALEGUAY;Privado;Urbano;9; ; ; ; ;147; ; ; ; ; ; ; ;735; ; ; ; ; ; ; ;428; ; ; ; ; ; ; ;38; ;14; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;93;114; ;99; ;1;2;2;2; ;16; ; ;78;3; ;4;3;2; ;4;2;3; ;1;3; ; ; ; ;1; ; ;2; ; ; ; 
Entre Ríos;GUALEGUAYCHU;Estatal;Rural;74; ; ; ; ; ; ; ; ; ; ; ; ;18; ; ; ; ; ; ; ;671; ; ; ; ; ;230; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;894;547;323;785; ;16;44;11; ;1;14; ;76;17;34;2;17;34;39;2;19;40;3; ;8;3;2; ; ;7;1; ;8;1;9; ; ; 
Entre Ríos;GUALEGUAYCHU;Estatal;Urbano;57; ; ;1; ; ; ; ; ; ; ; ; ;2104;40; ; ; ; ; ; ;5210;388; ; ; ; ;365; ;35; ; ; ; ; ; ; ;1; ; ;3; ; ; ; ;1; ; ; ; ;2; ; ;1; ;3; ;2; ; ; ; ; ; ;2; ; ; ;4; ;3;2; ;1; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ;6104;3270;1559;4767;38;8;30;16;4;1;132; ;550;776;34;4;32;33;21; ;25;23;16; ;15;16;55;18;3;57;31;5;24;5;28; ; ; 
Entre Ríos;GUALEGUAYCHU;Privado;Urbano;45; ; ; ; ;736; ; ; ; ; ; ; ;2166; ; ; ; ; ; ; ;4057; ; ; ; ; ; ; ;88; ; ; ; ; ;1; ;1;1; ; ; ; ; ; ;1;1; ; ; ; ; ; ;2; ; ; ;2;2; ;5; ; ;1;2; ; ; ; ; ;9;1;2;2; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;420;184;108;248; ;10;13;17;5; ;16; ;131; ;16; ;13;16;12; ;11;13;13; ;4;15; ;5; ; ;32;4;3;36;6; ;3; 
Entre Ríos;ISLAS DEL IBICUY;Estatal;Rural;33; ; ;21; ; ; ; ; ; ; ; ; ;299; ; ; ; ; ; ; ;594; ; ; ; ; ; ; ;47; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ;2;1; ; ; ; ;1161;1810;11;1176;11;6;20;6;1;2;23; ;211;137;16;1;4;17;20;1;1;22;1;1;4;2;1;1; ;7; ;3; ; ; ; ; ; 
Entre Ríos;ISLAS DEL IBICUY;Estatal;Urbano;5; ; ; ; ; ; ; ; ; ; ; ; ;130; ; ; ; ; ; ; ;211; ; ; ; ; ; ; ;13; ;12; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;476;496; ;614; ; ;1;3;1;1;7; ; ;130;1; ;1;1;1; ;1;1;1; ;2;2; ; ;2;5;1; ;3; ; ; ; ; 
Entre Ríos;LA PAZ;Estatal;Rural;87; ; ; ; ; ; ; ; ; ; ; ; ;445; ; ; ; ; ; ; ;1809; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2312;2557;336;1884;173;9;58;13; ;1;12; ;68;377;41;2;11;42;51;6;17;48;8; ;6;10;5; ;2;8; ;2;6; ; ; ; ; 
