provincia;departamento;sector;ambito;Localizacion;PoblaciónIndigenaInicial;PoblaciónIndigenaPrimaria;PoblaciónIndigenaSecundaria;PoblaciónIndigenaSNU;IdiomasInicialInglés;IdiomasInicialFrancés;IdiomasInicialPortugués;IdiomasInicialItaliano;IdiomasInicialAlemán;IdiomasInicialOtro;IdiomasInicialMásdeunIdioma;IdiomasInicialChino;IdiomasPrimariaInglés;IdiomasPrimariaFrancés;IdiomasPrimariaPortugués;IdiomasPrimariaItaliano;IdiomasPrimariaAlemán;IdiomasPrimariaOtro;IdiomasPrimariaMásdeunIdioma;IdiomasPrimariaChino;IdiomasSecundariaInglés;IdiomasSecundariaFrancés;IdiomasSecundariaPortugués;IdiomasSecundariaItaliano;IdiomasSecundariaAlemán;IdiomasSecundariaOtro;IdiomasSecundariaMásdeunIdioma;IdiomasSecundariaChino;IdiomasSNUInglés;IdiomasSNUFrancés;IdiomasSNUPortugués;IdiomasSNUItaliano;IdiomasSNUAlemán;IdiomasSNUOtro;IdiomasSNUMásdeunIdioma;IdiomasSNUChino;BoliviaInicial;BrasilInicial;ChileInicial;ColombiaInicial;EcuadorInicial;ParaguayInicial;PerúInicial;UruguayInicial;VenezuelaInicial;OtrospaísesdeAméricaInicial;EuropaInicial;AsiaInicial;OtrosInicial;BoliviaPrimaria;BrasilPrimaria;ChilePrimaria;ColombiaPrimaria;EcuadorPrimaria;ParaguayPrimaria;PerúPrimaria;UruguayPrimaria;VenezuelaPrimaria;OtrospaísesdeAméricaPrimaria;EuropaPrimaria;AsiaPrimaria;OtrosPrimaria;BoliviaSecundaria;BrasilSecundaria;ChileSecundaria;ColombiaSecundaria;EcuadorSecundaria;ParaguaySecundaria;PerúSecundaria;UruguaySecundaria;VenezuelaSecundaria;OtrospaísesdeAméricaSecundaria;EuropaSecundaria;AsiaSecundaria;OtrosSecundaria;BoliviaSNU;BrasilSNU;ChileSNU;ColombiaSNU;EcuadorSNU;ParaguaySNU;PerúSNU;UruguaySNU;VenezuelaSNU;OtrospaísesdeAméricaSNU;EuropaSNU;AsiaSNU;OtrosSNU;BeneficiariosdealimentacióngratuitaDesayuno;BeneficiariosdealimentacióngratuitaAlmuerzo;BeneficiariosdealimentacióngratuitaRefrigerio;BeneficiariosdealimentacióngratuitaMerienda;BeneficiariosdealimentacióngratuitaCena;TenenciadecomputadoraInicial;TenenciadecomputadoraPrimaria;TenenciadecomputadoraSecundaria;TenenciadecomputadoraSNU;Alumnosquenuncaasistieronasalade5años;AlumnosconPromociónasistidaacompañadaPrimaria;AlumnosconPromociónasistidaacompañadaSecundaria;AlumnosenjornadacompletaPrimaria;AlumnosenjornadaextendidaPrimaria;TurnoMañanaInicial;TurnoIntermedioInicial;TurnoTardeInicial;TurnoDobleInicial;TurnoMañanaPrimaria;TurnoIntermedioPrimaria;TurnoTardePrimaria;TurnoDoblePrimaria;TurnoMañanaSecundaria;TurnoIntermedioSecundaria;TurnoTardeSecundaria;TurnoDobleSecundaria;DiscapacidadConapoyoestatalInicial;DiscapacidadConapoyoprivadoInicial;DiscapacidadSinapoyoInicial;DiscapacidadConapoyoestatalPrimaria;DiscapacidadConapoyoprivadoPrimaria;DiscapacidadSinapoyoPrimaria;DiscapacidadConapoyoestatalSecundaria;DiscapacidadConapoyoprivadoSecundaria;DiscapacidadSinapoyoSecundaria;DiscapacidadConapoyoestatalSNU;DiscapacidadConapoyoprivadoSNU;DiscapacidadSinapoyoSNU
Entre Ríos;LA PAZ;Estatal;Urbano;39; ; ; ; ; ; ; ; ; ; ; ; ;1250; ; ; ; ; ; ; ;2546;36;65; ; ; ; ; ;180; ;42; ; ; ;30; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;4688;4422;404;4687;14;1;17;10;3;7;77; ;71;1019;25;3;21;25;19; ;15;17;8; ;10;9;11;1;2;27;15;4;7;3; ; ; ;1
Entre Ríos;LA PAZ;Privado;Urbano;18; ; ; ; ;23; ; ; ; ; ; ; ;458; ; ; ; ; ; ; ;1395; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;526;593; ;386; ;3;6;8;2; ;12; ;110;66;6; ;6;6;6; ;6;7;6; ;4;6;1;7;4; ;8;1;2;1;1; ; ;1
Entre Ríos;NOGOYA;Estatal;Rural;92; ; ; ; ; ; ; ; ; ; ; ; ;247; ; ; ; ; ; ; ;992; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;4; ; ; ; ;2; ; ; ; ; ; ; ;4; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1440;1471;36;1326;130;16;64;13; ; ;35; ;225; ;9;1;48;8;8;2;61;12;12;1;2;14;3;2; ;5;3; ; ; ;1; ; ; 
Entre Ríos;NOGOYA;Estatal;Urbano;21; ; ; ;1; ; ; ; ; ; ; ; ;704;136; ; ; ; ; ; ;1299;187; ;165; ; ; ; ;98;12;10; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ;1; ;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2347;2340;173;1904;27;6;11;6;2; ;59; ;138;225;11; ;12;11;8; ;11;9;6; ;4;7;8;1; ;27;4;1;2;2;8; ; ;1
Entre Ríos;NOGOYA;Privado;Urbano;14; ; ; ; ;185; ; ; ; ; ; ; ;1056; ; ; ; ; ; ; ;1068;71; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ;1; ;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1018;362;183;246; ;4;3;5;1; ;3; ; ; ;4;1;5;5;2; ;4;2;4; ;1;4; ;7; ; ;8;1; ;3; ; ; ; 
Entre Ríos;PARANA;Estatal;Rural;99;3; ; ; ; ; ; ; ; ; ; ; ;260; ; ; ; ; ; ; ;1679; ; ; ; ; ;180; ;16; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1955;1973;691;1460;277;18;58;24;1;4;23; ;92;177;38;2;20;39;40;2;26;42;12; ;11;16; ;4;1;8;7;1;9;7;4; ; ; 
Entre Ríos;PARANA;Estatal;Urbano;199;96; ;3; ;120; ; ; ; ; ; ; ;4195;74;292;80; ; ; ; ;15407;1115;49; ; ; ;1807; ;111; ;67; ; ; ;54; ;3; ; ;3; ; ; ; ;2; ;1; ; ;14;1; ;9; ; ; ;1;5;1; ;1;2;2;3; ;14; ;2;3; ;5;2;1;2;1; ; ; ;3; ; ; ; ; ; ; ; ; ;13866;14759;3612;13008;160;30;87;56;3;21;461; ;1083;2039;106;6;71;95;80;2;65;82;48;1;52;53;49;34;24;230;137;46;59;40;17; ; ;2
Entre Ríos;PARANA;Privado;Rural;4; ; ; ; ; ; ; ; ; ; ; ; ;156; ; ; ; ; ; ; ;85; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;42; ;42; ;1;2;1; ; ;0; ;42; ;2; ;1;2;1; ;1;2;1; ; ;1; ;2; ; ;1; ; ; ; ; ; ; 
Entre Ríos;PARANA;Privado;Urbano;139; ; ; ; ;2747; ; ; ; ; ;121; ;10287; ; ; ; ; ;284; ;10623; ; ; ; ; ;391; ;135;5;12;5;5;8;218; ;1;2; ; ; ; ; ;1;1;1;1; ; ;3; ;1;5; ; ; ;2;2;5;7;2; ;1;2;1;1; ; ;2; ;6;3;6; ; ; ;1; ;1; ; ;2; ; ; ; ; ; ;1389;1154; ;761; ;27;49;44;17; ;52; ;145;1118;50; ;34;48;47;1;29;43;42; ;14;44;2;47;1;3;110;18;15;26;15; ;2;4
Entre Ríos;SAN SALVADOR;Estatal;Rural;16; ; ; ; ; ; ; ; ; ; ; ; ;200; ; ; ; ; ; ; ;43; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;371;503;10;493; ;1;12;2; ; ;0; ; ;195;4; ;6;4;6; ;9;6;1; ; ;2;1; ; ;1; ;1;2; ;1; ; ; 
Entre Ríos;SAN SALVADOR;Estatal;Urbano;13; ; ; ; ; ; ; ; ; ; ; ; ;307; ; ; ; ; ; ; ;1575; ; ; ; ; ; ; ;67; ; ; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1815;1293; ;1564; ;2;3;4;1; ;105; ;302;177;6; ;5;6;2; ;2;3;4; ;4;4;5; ;6;19;1;24;2;4;1; ; ; 
Entre Ríos;TALA;Estatal;Rural;34; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;244; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;194;441;27;348; ;5;24;5; ; ;4; ; ; ;4; ;16;4;4;1;23;4;4; ;2;4;1; ; ;3; ;2;2; ; ; ; ; 
Entre Ríos;TALA;Estatal;Urbano;28; ; ; ; ; ; ; ; ; ; ; ; ;638; ; ; ; ; ; ; ;1817;23; ; ; ; ; ; ;39; ;24; ; ; ;43; ;1; ; ; ; ; ; ; ; ; ; ; ; ;4; ; ;2; ; ; ; ; ; ; ; ; ;1; ; ;2; ; ; ;3; ; ; ; ; ; ; ; ;1; ; ; ;1; ;2; ; ; ;2083;1853;552;2458;70;4;11;7;3; ;19; ;261;481;11; ;12;12;8; ;10;9;7; ;5;8;3;5; ;14;7;2;3;6;1; ; ; 
Entre Ríos;TALA;Privado;Urbano;6; ; ; ; ;84; ; ; ; ; ; ; ;238; ; ; ; ; ; ; ;286; ; ; ; ; ; ; ;26; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;220;51;286;45; ; ;2;2;1; ;1; ; ; ;3; ;1;3;3; ;1;3;2; ;1;2; ;2; ; ;7; ; ;2;2; ; ; 
Entre Ríos;URUGUAY;Estatal;Rural;72; ; ; ; ;24; ; ; ; ; ; ; ;167; ; ; ; ; ; ; ;1365; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1133;790;163;846; ;14;47;15; ;2;22; ;151;32;26; ;18;25;28; ;25;31;4; ;11;4;5; ; ;8;2; ;5; ; ; ; ; 
Entre Ríos;URUGUAY;Estatal;Urbano;57; ; ; ; ; ; ; ; ; ; ; ; ;1287;283;66; ; ; ; ; ;5350;108; ; ;22; ;792; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1; ; ; ;1;7;1; ;3; ;7; ;5;3;1; ; ; ;2;1; ;1; ;2; ;5; ;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1;4616;3894;1339;3898;52;17;27;21;1;4;85; ;322;442;32; ;26;31;23; ;18;26;15; ;17;16;12;8;1;58;28;2;54;9;6; ; ; 
Entre Ríos;URUGUAY;Privado;Rural;5; ; ; ; ;82; ; ; ; ; ; ; ;309; ; ; ; ; ; ; ;253; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;207; ; ;1;2;2; ; ;0; ; ; ;3; ; ;3;3; ; ;3;1; ; ;2; ;1; ; ; ;2; ;2; ; ; ; 
Entre Ríos;URUGUAY;Privado;Urbano;25; ; ; ; ;411; ; ; ; ; ;33; ;1935; ; ; ; ; ;102; ;2094; ; ; ; ; ;90; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ; ; ;1;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;234;144;74;260; ;7;11;8;2; ;18; ; ; ;11; ;6;11;8; ;5;8;8; ;3;8;1;20;1;2;34;8;1;23;4; ; ;1
Entre Ríos;VICTORIA;Estatal;Rural;53;14; ; ; ;2; ; ; ; ; ; ; ;23; ; ; ; ; ; ; ;430; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;562;675; ;359;22;8;25;13; ; ;1; ;23; ;21;1;4;22;27;1;4;28;16; ;3;16; ; ; ;3;1;3; ;1;2; ; ; 
Entre Ríos;VICTORIA;Estatal;Urbano;30; ; ; ; ; ; ; ; ; ; ; ; ;908; ; ; ; ;6; ; ;1574;155; ; ; ; ;516; ;135;9;10; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;2; ; ; ; ;2; ;1; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2529;3358; ;2543;4;4;9;9;4; ;63; ;513;203;17;2;17;17;8; ;7;8;8;1;5;9;15;2;2;45;12;4;7;1;4; ; ; 
Entre Ríos;VICTORIA;Privado;Urbano;8; ; ; ; ;181; ; ; ; ; ; ; ;447; ; ; ; ; ; ; ;537; ; ; ; ; ;124; ;22; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;100;150; ;200; ;3;3;3;2; ;0; ; ; ;2; ;2;2;2; ;2;2;2; ;1;2; ;1; ; ;9; ;1;5;2; ; ; 
Entre Ríos;VILLAGUAY;Estatal;Rural;93; ; ;2; ; ; ; ; ; ; ; ; ;94; ; ; ; ; ; ; ;1370; ; ; ; ; ; ; ;53; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1599;2291;45;1676;98;4;58;12;1;2;10; ;27;78;15; ;34;15;20;1;57;20;11; ;4;12; ;1;1;2; ;1;3;1;3; ; ; 
Entre Ríos;VILLAGUAY;Estatal;Urbano;31;1;2; ; ; ; ; ; ; ; ; ; ;1132; ; ; ; ; ; ; ;1995;314;90;83; ; ; ; ;12; ;6; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1; ; ;3;1; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4065;2225;327;3090;40;2;13;7;2;1;37; ;294;449;18;1;16;18;11;2;11;12;6; ;8;6;8;4;4;21;4; ;1;2;2;1; ; 
Entre Ríos;VILLAGUAY;Privado;Urbano;8; ; ; ; ;232; ; ; ; ; ; ; ;574; ; ; ; ; ; ; ;259; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1;31; ;45; ; ;2;4;1; ;0; ; ; ;3; ;2;3;2;1; ;2;3; ;2;3; ;1;1; ; ;2;3;1; ; ; ; 
Formosa;BERMEJO;Estatal;Rural;115;296;1080;615; ; ; ; ; ; ;19; ; ; ; ; ; ; ;130; ; ;1152; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;46; ; ; ; ; ; ; ; ; ; ; ; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2773;2355;65;1957;22;13;40;11; ;7;213; ;427; ;38; ;10;38;41; ;16;55;7; ;8;9;1; ;2;4; ;2;1; ; ; ; ; 
Formosa;BERMEJO;Estatal;Urbano;8;1;222;72; ; ; ; ; ; ; ; ; ; ; ; ; ; ;212; ; ;543; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1023;780; ;656; ; ;3;1;1; ;108; ;212; ;2; ;2;2;2; ;2;3;1; ;1;2; ; ; ;14; ; ;1; ; ; ; ; 
Formosa;Enmascarado;Privado;Rural;4;3;27;21; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;188; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;323;259;138;316;142;1; ;1; ; ;20; ; ; ;2; ;1;2;2; ;2;2;2; ;2;3;1; ;1; ; ; ;2; ;1; ; ; 
Formosa;Enmascarado;Privado;Urbano;13;23;81;27; ; ; ; ; ; ; ; ; ;485; ; ; ; ; ; ; ;738; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;632;825;83;571; ;1;6;4; ; ;0; ; ; ;11; ;12;11;5; ;5;5;4; ;3;4;5;1; ;6;1; ;9;1; ; ; ; 
Formosa;FORMOSA;Estatal;Rural;37; ; ;63; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;946; ;26; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ; ; ; ; ; ; ; ; ; ; ; ;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1525;1162;123;759; ;1;12;7; ;21;41; ;353;37;8; ;5;8;8; ;4;14;11; ;8;11;1; ;3;15; ;12; ; ; ; ; ; 
Formosa;FORMOSA;Estatal;Urbano;160;225;747;40;41; ; ; ; ; ;240; ; ;584; ; ; ; ; ; ; ;17519;808;214; ; ; ; ; ;523;37; ; ;37;27; ; ; ;1; ;2; ;2; ; ; ; ; ; ; ; ;3; ;10;1;113;4;2; ; ;1; ; ; ; ; ;5;1;88;3;2;2; ;3; ; ; ;3; ;3; ;25; ;3; ; ; ; ; ;26921;16279;5962;24324;241;27;59;37;9;8;2406; ;633;885;55; ;50;55;57;1;52;56;34;2;34;35;78;13;6;373;81;23;156;18;30;1; ;2
Formosa;FORMOSA;Privado;Urbano;50;1;2; ; ;378; ; ; ; ; ; ; ;1743; ; ; ; ; ; ; ;3238;82; ; ; ; ; ; ;370; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;4; ; ; ; ;1; ; ; ; ; ; ; ;2; ; ; ;1;1; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ;1736;468;49;1730; ;10;11;12;7;1;14; ;49; ;37; ;30;37;11; ;8;12;12; ;8;12;9;19;15;5;29;8;14;26; ; ;1; 
Formosa;LAISHI;Estatal;Rural;46;50;131;140; ; ; ; ; ; ; ; ; ; ; ; ; ; ;108; ; ;542; ; ; ; ; ;146; ;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ;10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;956;911;190;945; ; ;14;11;1;2;83; ;246;70;13; ;4;13;14; ;2;17;2; ;12;2; ; ; ;8; ; ;7; ; ; ; ; 
Formosa;LAISHI;Estatal;Urbano;14; ;35;22;22; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1227; ; ; ; ; ; ; ;47; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;2; ; ;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1556;1516;40;1574; ; ;4;3;3; ;60; ; ;18;3; ;3;3;4; ;3;4;4; ;4;4;4; ; ;15; ; ;2; ; ; ; ; 
Formosa;MATACOS;Estatal;Rural;31;54;287;97; ; ; ; ; ; ; ; ; ; ; ; ; ; ;63; ; ;117; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;509;462; ;326; ; ;10;3; ;3;127; ;158; ;7; ; ;7;11; ;1;15;3; ;6;3; ; ; ;8; ;1; ; ; ; ; ; 
Formosa;MATACOS;Estatal;Urbano;22;230;866;633;60; ; ; ; ; ; ; ; ; ; ; ; ; ;115; ; ;1884; ; ; ; ; ; ; ;63; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;2844;2756;318;3065;846;3;10;3;1; ;360; ;598; ;8; ;6;8;7; ;5;10;1; ;3;1;4; ; ;23; ; ;18; ; ;1; ; 
Formosa;PATIÑO;Estatal;Rural;223;389;1829;1135; ; ; ; ; ; ; ; ; ; ; ; ; ; ;485;61; ;1997; ; ; ; ; ;147; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4459;4185;263;2727;153;3;73;38; ;17;292; ;480;32;54; ;18;54;74; ;21;87;29;1;34;30;1; ; ;18; ;3;3; ;2; ; ; 
Formosa;PATIÑO;Estatal;Urbano;85;158;585;273;69; ; ; ; ; ; ; ; ; ; ; ; ; ;237; ; ;4604; ; ; ; ; ; ; ;158; ; ; ; ; ; ; ; ; ; ;1; ;2; ; ; ; ; ; ; ; ;1; ;2; ;11; ; ; ; ; ; ; ; ; ; ; ;2;10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8260;6720;749;6865; ;6;28;13;9;20;506; ;286;200;30; ;23;30;27; ;23;30;13; ;12;13;18; ; ;99; ;1;29; ;4;1; ;2
Formosa;PATIÑO;Privado;Urbano;13;12;28;5;1; ; ; ; ; ; ; ; ;629; ; ; ; ; ; ; ;584; ; ; ; ; ; ; ;42; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1098;862; ;862; ;4;1;1;1; ;40; ; ; ;11; ;10;11;4; ;4;4;3; ;2;3;3; ;2;4;1; ;5; ;1; ; ; 
Formosa;PILAGAS;Estatal;Rural;64;12;201;12; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1077; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1563;1417; ;1157; ;1;25;11; ; ;91; ;190;16;16; ;8;16;27; ;11;28;7; ;10;12;4; ; ;8; ; ;6; ;1; ; ; 
Formosa;PILAGAS;Estatal;Urbano;18;22;5;119;15; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1050; ; ; ; ; ; ; ;39; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17; ; ; ; ; ; ; ; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1445;1013;389;1231; ;1;6;2;2;2;100; ;119;189;5; ;7;5;5; ;5;6;3; ;3;3;2; ; ;8; ; ;4; ; ; ; ; 
Formosa;PILCOMAYO;Estatal;Rural;96;62;540;154; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;951; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ;102; ; ; ; ; ; ; ; ;1; ; ; ;12; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2128;2345;293;2066; ;2;33;16; ;2;250; ;736; ;23; ;15;23;24; ;18;37;16; ;16;16;1; ; ;10; ;1;1; ; ; ; ; 
Formosa;PILCOMAYO;Estatal;Urbano;65;71;109;33;9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6709; ;60; ; ; ; ; ;273; ; ; ; ;69; ; ; ; ; ;2; ;11; ; ; ; ; ; ; ; ; ;2;2; ;137;1; ;1; ; ; ; ; ; ; ;2; ;41; ; ; ; ; ; ; ; ; ; ;1;1;5; ; ; ; ; ; ; ;11036;5122;329;6289; ;12;20;14;4;9;339; ;1010;151;19;1;19;19;17; ;17;21;13; ;12;15;15;2; ;79;5;10;44;2;4; ; ;6
Formosa;PILCOMAYO;Privado;Urbano;12; ; ; ; ; ; ; ; ; ; ; ; ;410; ; ; ; ; ; ; ;1537; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ;2; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;426;222;32;307; ;1;3;4;3; ;10; ; ; ;10; ;3;9;3; ;3;3;3; ;4;3; ;2; ; ;1;2;4;3;5; ; ;1
