provincia;departamento;sector;ambito;grado;0años;1año;2años;3años;4años;5años;6años;7años;8años;9años;10años;11años;12años;13años;14años;15años;16años;17años;18años;19años;20años;21años;22años;23años;24años;25años;26años;27años;28años;29años;Menosde18años;11añosymenos;6añosymás;18añosymás;25añosymás;30añosymás;De20a24años;De25a29años
Buenos Aires;TANDIL;Privado;Urbano;11°; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;484;7;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TANDIL;Privado;Urbano;12°; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;424;12; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TANDIL;Privado;Urbano;2°; ; ; ; ; ; ; ;560;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TANDIL;Privado;Urbano;3°; ; ; ; ; ; ; ; ;553;7;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TANDIL;Privado;Urbano;4°; ; ; ; ; ; ; ; ; ;530;10;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TANDIL;Privado;Urbano;5°; ; ; ; ; ; ; ; ; ; ;547;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TANDIL;Privado;Urbano;6°; ; ; ; ; ; ; ; ; ; ; ;532;15; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TANDIL;Privado;Urbano;7°; ; ; ; ; ; ; ; ; ; ; ; ;507;15; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TANDIL;Privado;Urbano;8°; ; ; ; ; ; ; ; ; ; ; ; ; ;498;18;9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TANDIL;Privado;Urbano;9°; ; ; ; ; ; ; ; ; ; ; ; ; ; ;493;18;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TANDIL;Privado;Urbano;Deambuladores; ;58; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TANDIL;Privado;Urbano;Lactantes;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TANDIL;Privado;Urbano;Sala de 2; ;5;193; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TANDIL;Privado;Urbano;Sala de 3; ; ; ;560; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TANDIL;Privado;Urbano;Sala de 4; ; ; ; ;546; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TANDIL;Privado;Urbano;Sala de 5; ; ; ; ;2;606; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; 
Buenos Aires;TANDIL;Privado;Urbano;SNU; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;65;102;97;95;66;54;32;20;18;14;13;10;2; ; ; ; ;38; ; 
Buenos Aires;TAPALQUE;Estatal;Rural;1°; ; ; ; ; ; ;26; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TAPALQUE;Estatal;Rural;10°; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TAPALQUE;Estatal;Rural;11°; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TAPALQUE;Estatal;Rural;12°; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TAPALQUE;Estatal;Rural;2°; ; ; ; ; ; ; ;22;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TAPALQUE;Estatal;Rural;3°; ; ; ; ; ; ; ; ;25;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TAPALQUE;Estatal;Rural;4°; ; ; ; ; ; ; ; ;1;26;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TAPALQUE;Estatal;Rural;5°; ; ; ; ; ; ; ; ; ; ;26;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TAPALQUE;Estatal;Rural;6°; ; ; ; ; ; ; ; ; ; ; ;20;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TAPALQUE;Estatal;Rural;7°; ; ; ; ; ; ; ; ; ; ; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TAPALQUE;Estatal;Rural;8°; ; ; ; ; ; ; ; ; ; ; ; ; ;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TAPALQUE;Estatal;Rural;9°; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TAPALQUE;Estatal;Rural;Sala de 2; ; ;9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TAPALQUE;Estatal;Rural;Sala de 3; ; ; ;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TAPALQUE;Estatal;Rural;Sala de 4; ; ; ; ;16; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TAPALQUE;Estatal;Rural;Sala de 5; ; ; ; ; ;19; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TAPALQUE;Estatal;Urbano;1°; ; ; ; ; ; ;123; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TAPALQUE;Estatal;Urbano;10°; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;124;29;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TAPALQUE;Estatal;Urbano;11°; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;114;9; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TAPALQUE;Estatal;Urbano;12°; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;98;2;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TAPALQUE;Estatal;Urbano;2°; ; ; ; ; ; ; ;106; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TAPALQUE;Estatal;Urbano;3°; ; ; ; ; ; ; ; ;112;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TAPALQUE;Estatal;Urbano;4°; ; ; ; ; ; ; ; ; ;121;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TAPALQUE;Estatal;Urbano;5°; ; ; ; ; ; ; ; ; ; ;110;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TAPALQUE;Estatal;Urbano;6°; ; ; ; ; ; ; ; ; ; ; ;142;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TAPALQUE;Estatal;Urbano;7°; ; ; ; ; ; ; ; ; ; ; ; ;138;5; ; ; ;27; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TAPALQUE;Estatal;Urbano;8°; ; ; ; ; ; ; ; ; ; ; ; ; ;140;5;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TAPALQUE;Estatal;Urbano;9°; ; ; ; ; ; ; ; ; ; ; ; ; ; ;160;16;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TAPALQUE;Estatal;Urbano;Sala de 2; ; ;87; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TAPALQUE;Estatal;Urbano;Sala de 3; ; ; ;133; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TAPALQUE;Estatal;Urbano;Sala de 4; ; ; ; ;149; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TAPALQUE;Estatal;Urbano;Sala de 5; ; ; ; ; ;139; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TAPALQUE;Estatal;Urbano;SNU; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;19;14;16;13;11;16;16;24;17;17;12; ; ; ; ; ;50; ; 
Buenos Aires;TIGRE;Estatal;Rural; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TIGRE;Estatal;Rural;1°; ; ; ; ; ; ;84; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TIGRE;Estatal;Rural;10°; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;30;8;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TIGRE;Estatal;Rural;11°; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;28;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; 
Buenos Aires;TIGRE;Estatal;Rural;12°; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;20;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; 
Buenos Aires;TIGRE;Estatal;Rural;2°; ; ; ; ; ; ; ;70;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TIGRE;Estatal;Rural;3°; ; ; ; ; ; ; ; ;72;9;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TIGRE;Estatal;Rural;4°; ; ; ; ; ; ; ; ; ;80;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TIGRE;Estatal;Rural;5°; ; ; ; ; ; ; ; ; ; ;75;7;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TIGRE;Estatal;Rural;6°; ; ; ; ; ; ; ; ; ; ; ;68;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TIGRE;Estatal;Rural;7°; ; ; ; ; ; ; ; ; ; ; ; ;26;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TIGRE;Estatal;Rural;8°; ; ; ; ; ; ; ; ; ; ; ; ; ;28;6;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TIGRE;Estatal;Rural;9°; ; ; ; ; ; ; ; ; ; ; ; ; ; ;28;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TIGRE;Estatal;Rural;Sala de 3; ; ; ;44; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TIGRE;Estatal;Rural;Sala de 4; ; ; ;1;65; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TIGRE;Estatal;Rural;Sala de 5; ; ; ; ; ;54; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TIGRE;Estatal;Urbano; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TIGRE;Estatal;Urbano;1°; ; ; ; ; ;3;4260;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TIGRE;Estatal;Urbano;10°; ; ; ; ; ; ; ; ; ; ; ; ; ; ;10;2502;926;462;112;28; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ;3; 
Buenos Aires;TIGRE;Estatal;Urbano;11°; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;19;2293;602;309;98; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ;12; 
Buenos Aires;TIGRE;Estatal;Urbano;12°; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;20;1839;456;202; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ;66; 
Buenos Aires;TIGRE;Estatal;Urbano;13°/14°; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;346;35; ; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;17; 
Buenos Aires;TIGRE;Estatal;Urbano;2°; ; ; ; ; ; ;7;4408;291;21;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TIGRE;Estatal;Urbano;3°; ; ; ; ; ; ; ;3;4069;440;72;18;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TIGRE;Estatal;Urbano;4°; ; ; ; ; ; ; ; ; ;3956;384;79;18;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TIGRE;Estatal;Urbano;5°; ; ; ; ; ; ; ; ; ;10;3888;381;115;27;7; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TIGRE;Estatal;Urbano;6°; ; ; ; ; ; ; ; ; ; ;3;3853;334;91;19;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; 
Buenos Aires;TIGRE;Estatal;Urbano;7°; ; ; ; ; ; ; ; ; ; ; ; ;3747;685;230;86;44;38;8; ; ; ; ; ; ; ; ; ; ; ; ;16; ; ; ; ; ; 
Buenos Aires;TIGRE;Estatal;Urbano;8°; ; ; ; ; ; ; ; ; ; ; ; ;12;3450;909;474;186;88;18; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; 
Buenos Aires;TIGRE;Estatal;Urbano;9°; ; ; ; ; ; ; ; ; ; ; ; ; ;12;2986;833;444;140;20;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TIGRE;Estatal;Urbano;Sala de 2; ; ;18; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TIGRE;Estatal;Urbano;Sala de 3; ; ; ;2580; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TIGRE;Estatal;Urbano;Sala de 4; ; ; ;3;3463;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TIGRE;Estatal;Urbano;Sala de 5; ; ; ; ; ;3874; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; 
Buenos Aires;TIGRE;Estatal;Urbano;SNU; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;117;67;90;72;28;66;55;41;59;72;71;14; ; ; ; ; ;121; ; 
Buenos Aires;TIGRE;Privado;Urbano; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TIGRE;Privado;Urbano;1°; ; ; ; ; ; ;3215;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TIGRE;Privado;Urbano;10°; ; ; ; ; ; ; ; ; ; ; ; ; ; ;32;2144;214;43;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TIGRE;Privado;Urbano;11°; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;21;2065;218;24;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; 
Buenos Aires;TIGRE;Privado;Urbano;12°; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;34;1887;170;18; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; 
Buenos Aires;TIGRE;Privado;Urbano;13°/14°; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;39; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TIGRE;Privado;Urbano;2°; ; ; ; ; ; ; ;3178;25;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TIGRE;Privado;Urbano;3°; ; ; ; ; ; ; ; ;3128;15; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TIGRE;Privado;Urbano;4°; ; ; ; ; ; ; ; ; ;3162;34; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TIGRE;Privado;Urbano;5°; ; ; ; ; ; ; ; ; ;1;3075;27; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TIGRE;Privado;Urbano;6°; ; ; ; ; ; ; ; ; ; ; ;3085;25; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TIGRE;Privado;Urbano;7°; ; ; ; ; ; ; ; ; ; ; ; ;2546;96;7; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; 
Buenos Aires;TIGRE;Privado;Urbano;8°; ; ; ; ; ; ; ; ; ; ; ; ;2;2489;164;12;10;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TIGRE;Privado;Urbano;9°; ; ; ; ; ; ; ; ; ; ; ; ; ;39;2334;225;26;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TIGRE;Privado;Urbano;Deambuladores; ;140; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TIGRE;Privado;Urbano;Lactantes;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TIGRE;Privado;Urbano;Sala de 2; ;8;648; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TIGRE;Privado;Urbano;Sala de 3; ; ;3;2481; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TIGRE;Privado;Urbano;Sala de 4; ; ; ;15;2992;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TIGRE;Privado;Urbano;Sala de 5; ; ; ; ;9;3353; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; 
Buenos Aires;TIGRE;Privado;Urbano;SNU; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;50;107;69;62;58;58;23;24;15;15;17; ; ; ; ; ;119; ; 
Buenos Aires;TORDILLO;Estatal;Rural;1°; ; ; ; ; ;1;37; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TORDILLO;Estatal;Rural;10°; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;25;17;4;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TORDILLO;Estatal;Rural;11°; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;25;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TORDILLO;Estatal;Rural;12°; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;23; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TORDILLO;Estatal;Rural;2°; ; ; ; ; ; ; ;41;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TORDILLO;Estatal;Rural;3°; ; ; ; ; ; ; ; ;29;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TORDILLO;Estatal;Rural;4°; ; ; ; ; ; ; ; ;1;43; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TORDILLO;Estatal;Rural;5°; ; ; ; ; ; ; ; ; ; ;28;3; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TORDILLO;Estatal;Rural;6°; ; ; ; ; ; ; ; ; ; ; ;36;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TORDILLO;Estatal;Rural;7°; ; ; ; ; ; ; ; ; ; ; ; ;27;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TORDILLO;Estatal;Rural;8°; ; ; ; ; ; ; ; ; ; ; ; ; ;30;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TORDILLO;Estatal;Rural;9°; ; ; ; ; ; ; ; ; ; ; ; ; ; ;24;6;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TORDILLO;Estatal;Rural;Sala de 2; ; ;29; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TORDILLO;Estatal;Rural;Sala de 3; ; ; ;43; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TORDILLO;Estatal;Rural;Sala de 4; ; ; ; ;54; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TORDILLO;Estatal;Rural;Sala de 5; ; ; ; ; ;25; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TORNQUIST;Estatal;Rural;1°; ; ; ; ; ; ;33;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TORNQUIST;Estatal;Rural;10°; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;23;15;6; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TORNQUIST;Estatal;Rural;11°; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;31;9;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TORNQUIST;Estatal;Rural;12°; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;30;4;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TORNQUIST;Estatal;Rural;13°/14°; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TORNQUIST;Estatal;Rural;2°; ; ; ; ; ; ; ;50;17; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TORNQUIST;Estatal;Rural;3°; ; ; ; ; ; ; ; ;30;9;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TORNQUIST;Estatal;Rural;4°; ; ; ; ; ; ; ; ; ;32;15; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TORNQUIST;Estatal;Rural;5°; ; ; ; ; ; ; ; ; ; ;31;13;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;TORNQUIST;Estatal;Rural;6°; ; ; ; ; ; ; ; ; ; ; ;37;7; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
