provincia;departamento;sector;ambito;Localizacion;PoblaciónIndigenaInicial;PoblaciónIndigenaPrimaria;PoblaciónIndigenaSecundaria;PoblaciónIndigenaSNU;IdiomasInicialInglés;IdiomasInicialFrancés;IdiomasInicialPortugués;IdiomasInicialItaliano;IdiomasInicialAlemán;IdiomasInicialOtro;IdiomasInicialMásdeunIdioma;IdiomasInicialHebreo;IdiomasInicialLenguaindígena;IdiomasPrimariaInglés;IdiomasPrimariaFrancés;IdiomasPrimariaPortugués;IdiomasPrimariaItaliano;IdiomasPrimariaAlemán;IdiomasPrimariaOtro;IdiomasPrimariaMásdeunIdioma;IdiomasPrimariaHebreo;IdiomasPrimariaLenguaindígena;IdiomasSecundariaInglés;IdiomasSecundariaFrancés;IdiomasSecundariaPortugués;IdiomasSecundariaItaliano;IdiomasSecundariaAlemán;IdiomasSecundariaOtro;IdiomasSecundariaMásdeunIdioma;IdiomasSecundariaHebreo;IdiomasSecundariaLenguaindígena;IdiomasSNUInglés;IdiomasSNUFrancés;IdiomasSNUPortugués;IdiomasSNUItaliano;IdiomasSNUAlemán;IdiomasSNUOtro;IdiomasSNUMásdeunIdioma;IdiomasSNUHebreo;IdiomasSNULenguaindígena;BoliviaInicial;BrasilInicial;ChileInicial;ColombiaInicial;EcuadorInicial;ParaguayInicial;PerúInicial;UruguayInicial;VenezuelaInicial;OtrospaísesdeAméricaInicial;EuropaInicial;AsiaInicial;OtrosInicial;BoliviaPrimaria;BrasilPrimaria;ChilePrimaria;ColombiaPrimaria;EcuadorPrimaria;ParaguayPrimaria;PerúPrimaria;UruguayPrimaria;VenezuelaPrimaria;OtrospaísesdeAméricaPrimaria;EuropaPrimaria;AsiaPrimaria;OtrosPrimaria;BoliviaSecundaria;BrasilSecundaria;ChileSecundaria;ColombiaSecundaria;EcuadorSecundaria;ParaguaySecundaria;PerúSecundaria;UruguaySecundaria;VenezuelaSecundaria;OtrospaísesdeAméricaSecundaria;EuropaSecundaria;AsiaSecundaria;OtrosSecundaria;BoliviaSNU;BrasilSNU;ChileSNU;ColombiaSNU;EcuadorSNU;ParaguaySNU;PerúSNU;UruguaySNU;VenezuelaSNU;OtrospaísesdeAméricaSNU;EuropaSNU;AsiaSNU;OtrosSNU;BeneficiariosdealimentacióngrauitaCopadeleche;BeneficiariosdealimentacióngrauitaAlmuerzo;BeneficiariosdealimentacióngrauitaRefrigerio;BeneficiariosdealimentacióngrauitaCena;TenenciadecomputadoraInicial;TenenciadecomputadoraPrimaria;TenenciadecomputadoraSecundaria;TenenciadecomputadoraSNU;Alumnosquenuncaasistieronasalade5años;AlumnosconPromociónasistidaacompañadaPrimaria;AlumnosconPromociónasistidaacompañadaSecundaria;AlumnosenjornadacompletaPrimaria;AlumnosenjornadaextendidaPrimaria;TurnoMañanaInicial;TurnoIntermedioInicial;TurnoTardeInicial;TurnoDobleInicial;TurnoMañanaPrimaria;TurnoIntermedioPrimaria;TurnoTardePrimaria;TurnoDoblePrimaria;TurnoMañanaSecundaria;TurnoIntermedioSecundaria;TurnoTardeSecundaria;TurnoDobleSecundaria;DiscapacidadConseguimientodocenteestatalInicial;DiscapacidadConseguimientodocenteprivadoInicial;DiscapacidadSinseguimientodocenteInicial;DiscapacidadConseguimientodocenteestatalPrimaria;DiscapacidadConseguimientodocenteprivadoPrimaria;DiscapacidadSinseguimientodocentePrimaria;DiscapacidadConseguimientodocenteestatalSecundaria;DiscapacidadConseguimientodocenteprivadoSecundaria;DiscapacidadSinseguimientodocenteSecundaria;DiscapacidadConseguimientodocenteestatalSNU;DiscapacidadConseguimientodocenteprivadoSNU;DiscapacidadSinseguimientodocenteSNU
Buenos Aires;NECOCHEA;Estatal;Rural;25; ;35; ; ; ; ; ; ; ; ; ; ; ;198; ; ; ; ; ; ; ; ;333; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ;1; ; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;410;390;69;29;3;11;3; ;3; ; ;211; ;3; ;1;3;11; ;5;12;2; ;2;2; ; ; ;2; ;1;1; ;2; ; ; 
Buenos Aires;NECOCHEA;Estatal;Urbano;69; ; ; ; ; ; ; ; ; ; ; ; ; ;3670; ; ; ; ; ; ; ; ;5877; ; ; ; ; ; ; ; ;23; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;3;6; ; ;4; ; ; ; ;13; ;2; ;10;6;1; ; ;1;1; ; ;10; ;1; ;16;4; ;1; ; ;2; ; ;2; ;1; ;2; ; ; ;6009;1195;1067; ;18;18;20;3;26; ; ;187; ;16; ;19;15;19; ;22;21;20; ;13;20;25;2;3;72;2; ;8; ;5; ; ; 
Buenos Aires;NECOCHEA;Privado;Urbano;38; ; ; ; ;289; ; ; ; ; ; ; ; ;1718; ; ; ;184; ; ; ; ;1750; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ;2;10; ; ; ;1;1; ; ; ; ;1; ;7;6; ;1; ; ; ; ; ;2; ; ; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;292; ;101; ;12;12;9;3; ; ; ; ;188;11; ;14;10;9; ;9;9;10; ;3;9;17;6;46;18;8;3;5; ; ; ; ; 
Buenos Aires;OLAVARRIA;Estatal;Rural;55; ; ; ; ; ; ; ; ; ; ; ; ; ;187; ; ; ; ; ; ; ; ;799; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;2; ; ; ; ;6; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;891;485;244;68;2;18;10; ;12; ; ;83; ;4; ;6;4;11; ;22;10;5; ;6;5; ; ; ;6; ;1;3; ;1; ; ; 
Buenos Aires;OLAVARRIA;Estatal;Urbano;93;2; ;2; ; ; ; ; ; ; ; ; ; ;4120; ; ; ; ; ; ; ; ;6316;61;61; ; ; ; ; ; ;198;29;33; ; ; ;33; ; ;9; ; ; ; ;6; ; ; ;2;4;2; ;8;1;1; ; ;29; ; ; ;4;3; ;3;8; ; ; ; ;10; ; ; ;1; ; ; ;2; ; ; ; ; ; ; ; ;1; ; ; ;6985;1447;246;17;26;31;18;7;7; ; ;204; ;21;1;31;20;22;1;28;24;20;1;15;20;11;13; ;54;7;6;14;3;2; ; ;1
Buenos Aires;OLAVARRIA;Privado;Urbano;33; ; ; ; ;437; ; ; ; ; ; ; ; ;1809; ; ; ; ; ; ; ; ;2958; ; ; ; ; ; ; ; ;30; ; ; ; ; ; ; ; ;1;2; ; ; ; ; ; ; ;3; ; ; ;14; ;3; ; ;1; ;2; ;3;3; ; ;6; ;1; ; ;2; ; ; ;1;1; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;575;92; ; ;11;11;11;2;1; ; ; ;152;7; ;13;7;4; ;8;4;9; ;4;9; ;9; ;11;18;2;2;8;2; ; ; 
Buenos Aires;PATAGONES;Estatal;Rural;42; ; ; ; ; ; ; ; ; ; ; ; ; ;183; ; ; ; ; ; ; ; ;141; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ;3; ; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;578;116; ; ;6;18;4; ; ; ; ;30; ;8; ;7;6;13; ;12;10;4; ; ;4;1; ; ;3; ; ; ; ; ; ; ; 
Buenos Aires;PATAGONES;Estatal;Urbano;26; ;160;81;324; ; ; ; ; ; ; ; ; ;1098; ; ; ; ; ; ; ; ;2210; ; ; ; ; ; ; ; ;88; ; ; ; ; ; ; ; ;6; ; ; ; ;1; ; ; ; ; ; ; ;24; ;6; ; ;15; ; ; ; ; ; ; ;21; ; ; ; ;11; ; ; ; ; ; ; ;15; ;5; ; ; ; ; ; ; ; ; ; ;4445;228;162;7;4;7;8;2;2; ; ; ; ;7; ;6;5;7; ;7;7;7; ;6;9;16; ; ;24; ; ;24; ; ; ;2; 
Buenos Aires;PATAGONES;Privado;Urbano;5; ; ; ; ; ; ; ; ; ; ; ; ; ;264; ; ; ; ; ; ; ; ;635; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2; ; ; ; ; ; ; ; ;1; ; ; ;2; ;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;PEHUAJO;Estatal;Rural;42; ; ;12; ; ; ; ; ; ; ; ; ; ;333; ; ; ; ; ; ; ; ;492; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ;4; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1071;234;83; ;2;15;6; ; ; ; ;53; ;7; ;4;3;16; ;9;7;4; ;4;4;3; ; ;9; ; ;2; ; ; ; ; 
Buenos Aires;PEHUAJO;Estatal;Urbano;41; ; ; ; ;10; ; ; ; ; ;199; ; ;1907;659; ; ; ; ; ; ; ;2530; ; ; ; ; ; ; ; ;354;14; ; ; ;33; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ;1; ; ; ; ;16; ; ; ;1; ; ;2; ; ; ; ; ;8; ; ; ;3;1; ;1; ;1; ; ; ; ; ; ; ; ; ; ; ;5075;578;296;45;10;11;8;5;1; ; ;176; ;8; ;12;5;8; ;10;10;8; ;2;9;15;1; ;53; ; ;19; ; ; ; ; 
Buenos Aires;PEHUAJO;Privado;Urbano;8; ; ; ; ;174; ; ; ; ; ; ; ; ;510; ; ; ; ; ; ; ; ;512; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ;2;1; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;98; ; ; ;2;2;3;1; ; ; ;148; ;2; ;3;1;1; ;1;2;2; ; ;3;3; ; ;1; ; ;7; ; ; ; ; 
Buenos Aires;PELLEGRINI;Estatal;Rural;10; ; ; ; ; ; ; ; ; ; ; ; ; ;40; ; ; ; ; ; ; ; ;96; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;181;158; ;62; ;5;1; ;3; ; ;21; ; ; ;2; ;2; ;4;3;1; ; ;1; ; ; ;3; ; ; ; ; ; ; ; 
Buenos Aires;PERGAMINO;Estatal;Rural;51; ; ; ; ;21; ; ; ; ; ; ; ; ;589; ; ; ; ; ; ; ; ;371; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;727;207;115; ;7;24;4; ;1; ; ;41; ;4; ;10;4;9; ;20;10;3; ;1;3;1; ; ;12;4;1;9; ;1; ; ; 
Buenos Aires;PERGAMINO;Estatal;Urbano;68;8; ; ; ; ; ; ; ; ; ; ; ; ;3715; ; ; ; ; ; ; ; ;5898; ; ; ; ; ; ; ; ;90; ;42; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1;1; ; ;6;3; ; ; ;13; ;2; ;10;6; ;1;6;1; ; ; ;10; ;1; ;2;1; ; ; ;1; ; ; ;3;2; ; ; ;1; ; ;3763;1257;180; ;7;22;19;4;14; ; ;92; ;10; ;12;10;18; ;19;19;21; ;12;21;23;2; ;78;4; ;46; ;2; ; ;2
Buenos Aires;PERGAMINO;Privado;Rural;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;579; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ;1;4; ; ; ; ; ; ;3; ; ; ; ; 
Buenos Aires;PERGAMINO;Privado;Urbano;32; ; ; ; ;620; ; ; ; ; ; ; ; ;1907; ;122; ; ; ; ; ; ;1590; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1;2; ;1; ; ; ; ; ;1; ;2; ;4;1; ; ; ;1; ; ; ;1; ;3; ;2; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;161; ; ; ;10;8;7;2; ; ; ;315; ;11; ;12;11;4; ;4;6;6; ; ;7;21;4; ;18;5; ;7; ; ; ;1; 
Buenos Aires;PILA;Estatal;Rural;16; ;2; ; ; ; ; ; ; ; ; ; ; ;34; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;105;38; ; ; ;5; ; ;1; ; ; ; ;1; ;1;1;11; ;3;11; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; 
Buenos Aires;PILA;Estatal;Urbano;11; ; ; ; ; ; ; ; ; ; ; ; ; ;150; ; ; ; ; ; ; ; ;366; ; ; ; ; ; ; ; ;10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;566;90;32;32;2;2;2;1; ; ; ; ; ;4; ;3;4;2; ; ;2;2; ;1;2; ; ; ;5; ; ;3; ;1; ; ; 
Buenos Aires;PILAR;Estatal;Urbano;132;5;205;130; ; ; ; ; ; ; ; ; ; ;11786; ; ; ; ; ; ; ; ;18563; ; ; ; ; ;53; ; ;167; ; ; ; ; ; ; ; ;60;1;1; ; ;61;16;2; ; ;2; ; ;365;8;88; ; ;675;113;28; ;8;2; ; ;265;7;10; ; ;475;70;23; ;4; ;1; ;7; ; ; ; ;3;1;2; ; ;1; ; ;25011;11912;1221; ;24;43;41;2;895; ; ; ; ;33; ;33;33;48;1;48;48;48;1;39;47;56;6;21;119;6;26;38; ;8; ; ; 
Buenos Aires;PILAR;Privado;Urbano;154;2;20;3; ;3107; ; ; ; ; ;32; ; ;14806;121; ;317; ; ; ; ; ;9610; ;122; ; ; ;2403; ; ;447;18;13; ; ; ; ; ; ;2;7;11; ; ;5;8;3; ;31;18;1;1;6;14;22; ; ;41;50;6; ;92;29;2;1;26;10;18; ; ;53;32;5; ;61;22; ;3; ; ;2; ; ;8;4;2; ; ; ; ; ;238; ;244; ;40;45;51;7;6; ; ;3277;784;45; ;52;44;28; ;37;34;33; ;8;46;12;23;5;28;65;8;18;20;4; ; ; 
Buenos Aires;PINAMAR;Estatal;Urbano;19; ;312; ; ; ; ; ; ; ; ; ; ; ;1408; ; ; ; ; ; ; ; ;2442; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17; ;1; ; ;14;4; ; ;2;1; ; ;185;4;4; ; ;125;12;9; ;8;5; ; ;123;1;5; ; ;68;11;12; ;4;2; ; ;6; ; ; ; ;5;2;1; ; ; ; ; ;4328;889; ; ;4;5;5;1;48; ; ;303; ;7; ;7;7;5; ;5;6;4; ;4;5;15; ;1;17; ; ;7; ; ; ; ; 
Buenos Aires;PINAMAR;Privado;Urbano;6; ; ; ; ;79; ; ; ; ; ; ; ; ;219; ; ; ; ; ; ; ; ;152; ; ; ; ; ;14; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2; ; ; ;1; ; ; ; ; ; ; ;4;6; ; ; ;1; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ; ;153;1; ;2;1;2; ; ;2;2; ; ;1;3; ;1;1; ; ; ; ; ; ; ; 
Buenos Aires;PRESIDENTE PERON;Estatal;Urbano;40; ;108; ; ; ; ; ; ; ; ; ; ; ;3431; ; ; ; ; ; ; ; ;6063; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ;32;15; ; ;1; ; ; ;61;1; ; ; ;242;35;7; ; ; ;1; ;55; ;6; ; ;160;25;10; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11280;4082; ; ;13;8;11; ;75; ; ; ; ;15; ;16;15;12; ;12;12;12; ;11;10;30;1;5;27;1;1;14; ; ; ; ; 
Buenos Aires;PRESIDENTE PERON;Privado;Urbano;10; ; ; ; ; ; ; ; ; ; ; ; ; ;1668; ; ; ; ; ; ; ; ;1347; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ;2; ; ; ; ; ; ;3;2; ; ; ; ; ; ; ;3; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;172; ; ; ;2;3;3; ; ; ; ; ; ;4; ;4;4;3; ;3;3;3; ;3;3;1;4; ;11;11;5; ;1; ; ; ; 
Buenos Aires;PUAN;Estatal;Rural;31; ; ; ; ; ; ; ; ; ; ; ; ; ;164;21; ; ; ; ; ; ; ;297; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;649;140;20;20;7;12;3; ;1; ; ;85; ;3; ;8;3;7; ;9;9;2; ;2;3;2; ; ;9; ; ;7; ; ; ; ; 
Buenos Aires;PUAN;Estatal;Urbano;8; ; ; ; ; ; ; ; ; ; ; ; ; ;218; ; ; ; ; ; ; ; ;246; ; ; ; ; ; ; ; ;38; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ;1; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;834; ; ; ;2;1;3;1;3; ; ; ; ;2; ;2;2;1; ;2;1;3; ;1;3;2; ; ;30; ; ;3; ; ; ; ; 
Buenos Aires;PUAN;Privado;Urbano;9; ; ; ; ; ; ; ; ; ; ; ; ; ;169; ; ; ; ; ; ; ; ;425; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;3;5;1; ; ; ; ; ; ; ;2; ; ; ;3; ;4; ;1;4;1;1; ; ; ; ;2; ; ; ; ; 
Buenos Aires;PUNTA INDIO;Estatal;Rural;23; ; ; ; ; ; ; ; ; ; ; ; ; ;161; ; ; ; ; ; ; ; ;365; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1; ; ; ; ; ; ; ; ; ; ;8; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;731;637;22; ;2;10;4; ;7; ; ; ; ;3; ;3;3;6;1;7;6;3;1;2;2;3; ; ; ; ; ;1; ; ; ; ; 
Buenos Aires;PUNTA INDIO;Estatal;Urbano;8; ;1; ; ; ; ; ; ; ; ; ; ; ;389; ; ; ; ; ; ; ; ;526; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1;2; ; ; ; ; ; ; ;3; ;1; ; ;1; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ; ;1497;182; ; ;1;1;3;1; ; ; ;24; ;2; ;2;2;1; ;2;1;2; ;1;2;11; ; ;6;1; ;2; ; ; ; ; 
Buenos Aires;QUILMES;Estatal;Urbano;264;5;22;3;2; ; ; ; ; ; ; ; ; ;17287; ; ; ; ; ; ; ; ;33041; ;75;13;415; ; ; ; ;473;63; ; ; ; ; ; ; ;50;2; ; ; ;96;9;1; ;7;7; ;2;275;6;12; ; ;1100;38;28; ;33;11;2;2;237;4;11; ; ;919;40;22; ;19;7;4;3;18; ;5; ; ;20; ;2; ;1;5; ; ;53256;17300;5162;9;47;70;83;4;536; ; ;317; ;68; ;67;69;85; ;85;86;100; ;95;93;133;14;22;166;31;30;68;3;19; ;1;1
Buenos Aires;QUILMES;Privado;Urbano;209; ; ; ; ;3901; ; ;227;253; ;231; ; ;15782;25; ;1094;458; ;966; ; ;14677;495; ;359; ; ;964; ; ;359;14; ; ; ; ; ; ; ;9;3;2; ; ;19;5; ; ;18;22;1;2;38;9;5; ; ;60;9;2; ;40;34;7;7;38;4;5; ; ;63;18;4; ;36;16;4;1;6; ;1; ; ;14; ;8; ; ;1; ; ;245;149;149; ;58;44;59;11;2; ; ;1898;846;75; ;72;77;42; ;38;46;54; ;23;52;31;37;18;28;61;3;12;12;5; ; ;2
Buenos Aires;RAMALLO;Estatal;Rural;17; ; ; ; ; ; ; ; ; ; ; ; ; ;201; ; ; ; ; ; ; ; ;226; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;526;184; ; ;1;11;2; ;3; ; ;17; ;1; ;2;1;6; ;6;7;2; ; ;2; ; ;1;5; ;1; ; ;1; ; ; 
Buenos Aires;RAMALLO;Estatal;Urbano;28; ; ; ; ; ; ; ; ; ; ; ; ; ;1419; ; ; ; ; ; ; ; ;2416; ; ; ; ; ; ; ; ;203; ; ; ; ; ;11; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ; ;2;2; ; ;1;2; ; ;2; ; ; ; ;1;2; ; ; ; ;1; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4128;697;112; ;8;9;7;1;6; ; ;138; ;7; ;7;9;8; ;8;9;8; ;6;8;10;3; ;20;1; ;4; ;2; ; ;1
Buenos Aires;RAUCH;Estatal;Rural;25; ; ; ; ; ; ; ; ; ; ; ; ; ;57; ; ; ; ; ; ; ; ;197; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;359;230;103;97; ;4;2; ; ; ; ; ; ;3; ;1;3;16;1;2;16;1; ; ;2;3; ; ; ; ; ;5; ; ; ; ; 
Buenos Aires;RAUCH;Estatal;Urbano;17; ; ; ; ; ; ; ; ; ; ; ; ; ;578; ; ; ; ; ; ; ; ;381; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;14; ; ; ; ; ; ;1; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1709;182;73; ;2;4;2;1; ; ; ;73; ;8; ;5;8;2; ;3;3;2; ;2;2;5; ; ;8; ; ;8; ; ; ; ; 
Buenos Aires;RIVADAVIA;Estatal;Rural;26; ; ; ; ; ; ; ; ; ; ; ; ; ;260; ; ; ; ; ; ; ; ;246; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;859;335;49;49;8;13;3; ; ; ; ;67; ;1; ;9;1;5; ;9;6;2; ;1;1;3; ; ;1; ; ; ; ; ; ; ; 
Buenos Aires;RIVADAVIA;Estatal;Urbano;13; ; ; ; ; ; ; ; ; ; ; ; ; ;442; ; ; ; ; ; ; ; ;861; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1832;114;294; ;3;4;5;1; ; ; ;114; ;3; ;3;3;3; ;3;4;5; ;4;5;4; ; ;12; ;1;10; ; ; ; ; 
Buenos Aires;RIVADAVIA;Privado;Urbano;4; ; ; ; ; ; ; ; ; ; ; ; ; ;518; ; ; ; ; ; ; ; ;121; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2; ; ; ; ;137;23; ; ; ; ;2; ; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;ROJAS;Estatal;Rural;24; ;1; ; ; ; ; ; ; ; ; ; ; ;182; ; ; ; ; ; ; ; ;302; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;450;260; ;60;2;6;3; ;5; ; ;157; ;4; ;1;3;9; ;4;12;1;1;1;2;3; ; ;6; ; ;3; ; ; ; ; 
Buenos Aires;ROJAS;Estatal;Urbano;26; ; ; ; ; ; ; ; ; ; ; ; ; ;1037; ; ; ; ; ; ; ; ;959;23;23; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;2842;1112;241; ;8;4;6;1;2; ; ;723; ;8; ;10;9;3; ;3;6;6; ;4;6;8;2; ;11;1; ;18; ; ; ; ; 
Buenos Aires;ROQUE PEREZ;Estatal;Rural;30; ; ; ; ; ; ; ; ; ; ; ; ; ;116; ; ; ; ; ; ; ; ;205; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;408;201; ; ;1;10;3; ; ; ; ; ; ;2; ;4;2;9; ;12;9;1;1;1;1;1; ; ;8;1; ; ; ; ; ; ; 
