provincia;departamento;sector;ambito;Localizacion;PoblaciónIndigenaInicial;PoblaciónIndigenaPrimaria;PoblaciónIndigenaSecundaria;PoblaciónIndigenaSNU;IdiomasInicialInglés;IdiomasInicialFrancés;IdiomasInicialPortugués;IdiomasInicialItaliano;IdiomasInicialAlemán;IdiomasInicialOtro;IdiomasInicialMásdeunIdioma;IdiomasInicialHebreo;IdiomasInicialLenguaindígena;IdiomasPrimariaInglés;IdiomasPrimariaFrancés;IdiomasPrimariaPortugués;IdiomasPrimariaItaliano;IdiomasPrimariaAlemán;IdiomasPrimariaOtro;IdiomasPrimariaMásdeunIdioma;IdiomasPrimariaHebreo;IdiomasPrimariaLenguaindígena;IdiomasSecundariaInglés;IdiomasSecundariaFrancés;IdiomasSecundariaPortugués;IdiomasSecundariaItaliano;IdiomasSecundariaAlemán;IdiomasSecundariaOtro;IdiomasSecundariaMásdeunIdioma;IdiomasSecundariaHebreo;IdiomasSecundariaLenguaindígena;IdiomasSNUInglés;IdiomasSNUFrancés;IdiomasSNUPortugués;IdiomasSNUItaliano;IdiomasSNUAlemán;IdiomasSNUOtro;IdiomasSNUMásdeunIdioma;IdiomasSNUHebreo;IdiomasSNULenguaindígena;BoliviaInicial;BrasilInicial;ChileInicial;ColombiaInicial;EcuadorInicial;ParaguayInicial;PerúInicial;UruguayInicial;VenezuelaInicial;OtrospaísesdeAméricaInicial;EuropaInicial;AsiaInicial;OtrosInicial;BoliviaPrimaria;BrasilPrimaria;ChilePrimaria;ColombiaPrimaria;EcuadorPrimaria;ParaguayPrimaria;PerúPrimaria;UruguayPrimaria;VenezuelaPrimaria;OtrospaísesdeAméricaPrimaria;EuropaPrimaria;AsiaPrimaria;OtrosPrimaria;BoliviaSecundaria;BrasilSecundaria;ChileSecundaria;ColombiaSecundaria;EcuadorSecundaria;ParaguaySecundaria;PerúSecundaria;UruguaySecundaria;VenezuelaSecundaria;OtrospaísesdeAméricaSecundaria;EuropaSecundaria;AsiaSecundaria;OtrosSecundaria;BoliviaSNU;BrasilSNU;ChileSNU;ColombiaSNU;EcuadorSNU;ParaguaySNU;PerúSNU;UruguaySNU;VenezuelaSNU;OtrospaísesdeAméricaSNU;EuropaSNU;AsiaSNU;OtrosSNU;BeneficiariosdealimentacióngrauitaCopadeleche;BeneficiariosdealimentacióngrauitaAlmuerzo;BeneficiariosdealimentacióngrauitaRefrigerio;BeneficiariosdealimentacióngrauitaCena;TenenciadecomputadoraInicial;TenenciadecomputadoraPrimaria;TenenciadecomputadoraSecundaria;TenenciadecomputadoraSNU;Alumnosquenuncaasistieronasalade5años;AlumnosconPromociónasistidaacompañadaPrimaria;AlumnosconPromociónasistidaacompañadaSecundaria;AlumnosenjornadacompletaPrimaria;AlumnosenjornadaextendidaPrimaria;TurnoMañanaInicial;TurnoIntermedioInicial;TurnoTardeInicial;TurnoDobleInicial;TurnoMañanaPrimaria;TurnoIntermedioPrimaria;TurnoTardePrimaria;TurnoDoblePrimaria;TurnoMañanaSecundaria;TurnoIntermedioSecundaria;TurnoTardeSecundaria;TurnoDobleSecundaria;DiscapacidadConseguimientodocenteestatalInicial;DiscapacidadConseguimientodocenteprivadoInicial;DiscapacidadSinseguimientodocenteInicial;DiscapacidadConseguimientodocenteestatalPrimaria;DiscapacidadConseguimientodocenteprivadoPrimaria;DiscapacidadSinseguimientodocentePrimaria;DiscapacidadConseguimientodocenteestatalSecundaria;DiscapacidadConseguimientodocenteprivadoSecundaria;DiscapacidadSinseguimientodocenteSecundaria;DiscapacidadConseguimientodocenteestatalSNU;DiscapacidadConseguimientodocenteprivadoSNU;DiscapacidadSinseguimientodocenteSNU
Buenos Aires;BOLIVAR;Privado;Urbano;7; ; ; ; ; ; ; ; ; ; ; ; ; ;564; ; ; ; ; ; ; ; ;543; ; ; ; ; ; ; ; ;16; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;1; ; ; ; ; ; ; ;2; ;2; ;1;2;2; ; ;2; ; ; ;11; ; ;5; ; ; ; ; 
Buenos Aires;BRAGADO;Estatal;Rural;28; ; ; ; ; ; ; ; ; ; ; ; ; ;229; ; ; ; ; ; ; ; ;159; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;465;293;121; ;6;10;3; ;1; ; ;158; ;3; ;6;4;6; ;7;8;2; ;2;2;2; ; ;13; ; ; ; ; ; ; ; 
Buenos Aires;BRAGADO;Estatal;Urbano;30; ;1; ; ; ; ; ; ; ; ; ; ; ;1984; ; ; ; ; ; ; ; ;2234; ; ; ; ; ;64; ; ;100; ; ; ; ; ; ; ; ; ; ; ; ; ;3;1;2; ; ; ; ;1; ; ; ; ; ;3;1; ; ;4;1; ;6; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3234;720;288;40;9;10;8;1;1; ; ;348; ;9; ;9;9;5; ;8;8;8; ;3;9;16;2;2;71;1; ;27; ;2; ; ;3
Buenos Aires;BRAGADO;Privado;Urbano;5; ; ; ; ;187; ; ; ; ; ; ; ; ;391; ; ; ; ; ; ; ; ;508; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;3; ; ; ; ; ; ;1; ;1;1;1; ;1;1;3; ;1;3;1; ; ; ; ;1;8; ; ; ; ; 
Buenos Aires;BRANDSEN;Estatal;Rural;26; ;1; ; ; ; ; ; ; ; ; ; ; ;241; ; ; ; ; ; ; ; ;320; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8; ; ; ; ;3; ; ; ; ; ; ; ;15; ; ; ; ;9; ;1; ; ; ; ; ;16; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;753;695;69;69;1;11;5; ;2; ; ; ; ;7; ;3;7;11; ;2;11;3; ;2;1;1; ; ;1;1; ; ; ; ; ; ; 
Buenos Aires;BRANDSEN;Estatal;Urbano;21; ; ; ; ; ; ; ; ; ; ; ; ; ;1028; ; ; ; ; ; ; ; ;1744; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ; ;2; ; ;13; ; ; ; ;12; ; ; ; ;2; ; ;10; ; ; ; ;2;2;1; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2661;1087;100; ;3;4;6;1;4; ; ; ; ;8; ;6;8;6; ;6;6;6; ;4;6;11;1; ;9; ; ;2; ; ; ; ; 
Buenos Aires;BRANDSEN;Privado;Urbano;7; ; ; ; ;110; ; ; ; ; ; ; ; ;622; ; ; ; ; ; ; ; ;496; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2; ; ; ; ; ; ; ; ;2; ;1; ;3;1;2; ; ;2; ; ; ;2;1; ;3; ; ; ; ; 
Buenos Aires;CAÑUELAS;Estatal;Rural;23;2; ; ; ; ; ; ; ; ; ; ; ; ;339; ; ; ; ; ; ; ; ;357; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;7; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;707;458;167;44;3;9;6; ;12; ; ;153; ;2; ;3;2;6; ;6;7;2; ;4;3;2; ; ; ; ;3; ;1;2; ; ; 
Buenos Aires;CAÑUELAS;Estatal;Urbano;49;13;2; ; ; ; ; ; ; ; ; ; ; ;2515; ; ; ; ; ; ; ; ;4472; ; ; ; ; ; ; ; ;16; ; ; ; ;30; ; ; ;7; ; ; ; ;14; ; ; ;2; ; ; ;35; ; ; ; ;62; ;2; ;3; ;1; ;5;1; ; ; ;39;2;2; ; ; ; ; ; ; ;1; ; ; ;1;4; ;1; ; ; ;5752;2643;332; ;10;14;14;1;53; ; ;508; ;12; ;12;12;14; ;17;16;16; ;7;16;10;1;1;32;1;4;9; ; ; ; ; 
Buenos Aires;CAÑUELAS;Privado;Urbano;14; ; ; ; ;696; ; ; ; ; ; ; ; ;1533; ; ; ; ; ; ; ; ;940; ; ; ; ; ;109; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;2;2; ; ; ; ;1; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;4;5; ; ; ; ;166; ;6; ;3;6;4; ;1;5;4; ;2;4;1;2; ;7; ;1; ; ; ; ; ; 
Buenos Aires;CAMPANA;Estatal;Rural;18; ;116; ; ; ; ; ; ; ; ; ; ; ;221; ; ; ; ; ; ; ; ;349; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15; ; ; ; ;1; ; ; ; ; ; ; ;120; ; ; ; ;6; ; ; ; ;1; ; ;10; ; ; ; ;7; ;2; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1189;853;253; ;4;7;5; ;2; ; ;299; ;1;1;2;2;2;1;2;4;4;2;1;3;3; ; ;4;2;1;1; ;1; ; ; 
Buenos Aires;CAMPANA;Estatal;Urbano;76; ; ; ; ; ; ; ; ; ; ; ; ; ;4232; ; ; ; ; ; ; ; ;5728; ; ; ; ; ; ; ; ;118;26; ; ; ; ; ; ; ;1;1; ; ; ;9;2;1; ;1;7; ; ;5;1; ; ; ;44;3;2; ;3;1; ; ;3;3;8; ; ;42;6;4; ;2; ; ;1;6;1; ; ; ;1;6;4; ;3; ; ; ;9154;3189;1014; ;20;16;21;3;9; ; ; ; ;19; ;20;19;20; ;23;20;26; ;17;25;39;4;2;72;10; ;5; ;2; ; ;3
Buenos Aires;CAMPANA;Privado;Urbano;28; ; ; ; ;718; ; ; ; ; ; ; ; ;1689; ; ; ; ; ;368; ; ;1236; ; ; ; ; ;366; ; ;115; ; ; ; ; ;33; ; ; ; ;1; ; ; ; ;1; ;5; ; ; ;2;1;1; ; ; ; ; ; ;9; ;2; ; ; ;3; ; ; ;1;2; ; ;1; ; ; ; ;1; ; ; ; ; ; ;1; ; ;3;27;27;27;27;7;8;5;3; ; ; ;41; ;6; ;11;6;1; ;8;2;8; ; ;8;4;8; ; ;17;2; ;2;3; ; ; 
Buenos Aires;CAPITAN SARMIENTO;Estatal;Rural;9; ; ; ; ; ; ; ; ; ; ; ; ; ;57; ; ; ; ; ; ; ; ;53; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;3; ; ; ; ;4; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;194;168; ; ;1;5;1; ; ; ; ;41; ;3; ; ;3;2; ;2;3;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;CAPITAN SARMIENTO;Estatal;Urbano;17; ; ; ; ; ; ; ; ; ; ; ; ; ;836; ; ; ; ; ; ; ; ;1308; ; ; ; ; ; ; ; ;11; ; ; ; ;13; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ;4; ; ; ; ;5;1; ; ;2;1; ; ; ; ; ; ; ;1; ;1; ; ; ; ; ;2301;325;123;30;4;4;4;1;2; ; ;159; ;4; ;5;4;4; ;3;5;3; ;2;4;10; ; ;22;1; ;8;1;1;1; ;1
Buenos Aires;CARLOS CASARES;Estatal;Rural;33; ;1; ; ; ; ; ; ; ; ; ; ; ;219; ; ; ; ; ; ; ; ;318; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;10; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;712;299;67;17;5;13;7; ; ; ; ;129; ; ; ;11; ; ; ;13;2;1; ;5;2;1; ; ;8; ; ;10; ; ; ; ; 
Buenos Aires;CARLOS CASARES;Estatal;Urbano;22; ; ; ; ; ; ; ;83; ; ; ; ; ;1064; ; ; ; ; ; ; ; ;1431; ; ; ; ; ; ; ; ;67; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ;1;1; ; ;1; ; ; ; ;23; ; ; ;2; ; ;2; ; ; ; ; ;7; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2723;699;81;66;6;7;5;1;2; ; ;76; ;4; ;6;4;4; ;6;5;5; ;3;5;5; ; ;12; ; ;13; ; ; ; ; 
Buenos Aires;CARLOS TEJEDOR;Estatal;Rural;28; ; ; ; ; ; ; ; ; ; ; ; ; ;133; ; ; ; ; ; ; ; ;244; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;611;416;79;79;5;11;3; ; ; ; ;98; ; ; ;10; ;5; ;8;4;2; ;1;1; ; ; ;9; ; ; ; ; ; ; ; 
Buenos Aires;CARLOS TEJEDOR;Estatal;Urbano;16; ; ; ; ; ; ; ; ; ; ; ; ; ;471; ; ; ; ; ; ; ; ;696; ; ; ; ; ; ; ; ;40; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1672;288;36;18;3;3;3;2; ; ; ; ; ;4; ;3;5;3; ;4;3;4; ; ;3;3; ;1;4; ; ;2; ; ; ; ; 
Buenos Aires;CARMEN DE ARECO;Estatal;Rural;16; ; ; ; ; ; ; ; ; ; ; ; ; ;201; ; ; ; ; ; ; ; ;73; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;356;279;73; ;1;4;1; ;5; ; ;139; ;2; ;3;2;1; ;9;2; ; ;1; ; ; ;1;5; ; ; ; ; ; ; ; 
Buenos Aires;CARMEN DE ARECO;Estatal;Urbano;26; ; ; ; ; ; ; ; ; ; ; ; ; ;581; ; ; ; ; ; ; ; ;1222; ; ; ; ; ; ; ; ;40; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ;1; ;2; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1223;547; ; ;3;5;6;1;1; ; ; ; ;5; ;12;5;4; ;6;4;6; ;2;6;10;1; ;17; ;1;11; ; ; ; ;1
Buenos Aires;CASTELLI;Estatal;Rural;19; ; ; ; ; ; ; ; ; ; ; ; ; ;72; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;190;79; ; ; ;7; ; ;5; ; ; ; ;2; ;1;2;9; ;7;8; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; 
Buenos Aires;CHACABUCO;Estatal;Rural;33; ;6; ; ; ; ; ; ; ; ; ; ; ;356; ; ; ; ; ; ; ; ;164; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ; ; ; ; ;2; ; ; ; ; ; ;46; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;860;346; ; ;2;8;2; ;3; ; ;211; ;2; ;7;2;2; ;17;5;1; ;2;1;2; ; ;3; ; ; ; ; ; ; ; 
Buenos Aires;CHACABUCO;Estatal;Urbano;51;10; ; ; ; ; ; ; ; ; ; ; ; ;2191; ; ; ; ; ; ; ; ;3413; ; ; ; ; ; ; ; ;146;22; ; ; ; ; ; ; ;28; ;1; ; ;1; ; ; ; ;1; ; ;67;1;1; ; ;25; ; ; ;6; ; ;1;78; ;2; ; ;6; ; ; ;5;1; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ;1948;823;170; ;10;14;13;3;6; ; ;110; ;8; ;20;8;12; ;12;13;11; ;8;11;24;1;87;29; ; ;3; ; ; ; ;1
Buenos Aires;CHACABUCO;Privado;Urbano;9; ; ; ; ;118; ; ; ; ; ; ; ; ;460; ; ; ; ; ; ; ; ;460; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;2;2; ; ; ; ; ;88;3; ;5;3;2; ;2;1;2; ; ;1;3; ; ;2; ; ; ; ; ; ; ; 
Buenos Aires;CHASCOMUS;Estatal;Urbano;64; ; ; ; ; ; ; ; ; ; ; ; ; ;1993; ; ; ; ; ; ; ; ;2082; ;2; ; ; ; ; ; ;179; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ; ; ;1;1; ; ; ; ; ; ; ;31; ;1; ;5; ; ; ; ; ; ; ; ;12; ;2; ; ;1; ; ; ; ; ; ; ; ; ; ; ;2;1; ; ;4019;1798;55; ;10;16;10;4;17; ; ;986; ;11; ;9;11;23; ;10;29;14; ;6;14;10; ;2;44;7; ;9; ; ; ; ; 
Buenos Aires;CHASCOMUS;Privado;Urbano;9; ; ; ; ;66; ; ; ; ; ; ; ; ;893; ; ; ; ; ; ; ; ;992; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;3; ; ; ; ; ; ;2; ;3;2;1; ;3;1;3; ;1;3;2; ; ;3;1;1; ; ; ; ; ; 
Buenos Aires;CHIVILCOY;Estatal;Rural;38; ; ; ; ; ; ; ; ; ; ; ; ; ;114; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;11; ; ; ; ;11; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;503;352; ; ;5;18;1; ; ; ; ; ; ;3; ;7;3;5; ;23;5; ;1; ; ;2; ; ;3; ; ; ; ; ; ; ; 
Buenos Aires;CHIVILCOY;Estatal;Urbano;62; ;10; ;1; ; ; ; ; ; ; ; ; ;2452; ; ; ; ; ; ; ; ;4176; ; ; ; ; ;57; ; ; ; ; ; ; ; ; ; ; ;30;2; ; ; ;3; ; ; ;1;1; ; ;70;1;4; ; ;42;1;1; ;4; ; ; ;27; ;2; ; ;16;3;1; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6189;851;64; ;13;19;14;3;7; ; ;128; ;12; ;20;12;15; ;18;17;14; ;9;15;44;7; ;55;2;1;13; ;2; ; ; 
Buenos Aires;CHIVILCOY;Privado;Urbano;18; ; ; ; ;432; ; ; ; ; ; ; ; ;1405; ; ; ; ; ;88; ; ;958; ; ; ; ; ;64; ; ;77; ;15; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ;2;2; ; ;1; ; ; ;3;1; ; ; ;1; ; ; ; ; ;1; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;5;6;4;3; ; ; ; ; ;1; ;6;1;2; ;5;2;3; ;1;2;6;1;1;8; ; ; ;1;3; ; ; 
Buenos Aires;COLON;Estatal;Rural;12; ; ; ; ; ; ; ; ; ; ; ; ; ;67; ; ; ; ; ; ; ; ;35; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;214;46; ; ;4;5;1; ; ; ; ; ; ;2; ;2;1;4; ;2;1;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;COLON;Estatal;Urbano;22; ; ; ; ; ; ; ; ; ; ; ; ; ;984; ; ; ; ; ; ; ; ;1587; ; ; ; ; ; ; ; ;45; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ;1; ; ; ; ; ;2; ; ; ; ;5; ; ; ;2; ; ; ; ;1; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ;2109;704;100; ;7;6;5;1;1; ; ;100; ;7; ;6;4;5; ;4;5;4; ;4;3;17;2;1;15; ; ;7; ; ; ; ;1
Buenos Aires;COLON;Privado;Urbano;8; ; ; ; ;80; ; ; ; ; ; ; ; ;520; ;132; ; ; ; ; ; ;678; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;3;3; ; ; ; ; ; ; ; ;3; ;3; ;3;3;3; ; ;3;1;1; ;2; ; ;2;1; ; ; ; 
Buenos Aires;CORONEL DE MARINA L ROSALES;Estatal;Rural;19; ; ; ; ; ; ; ; ; ; ; ; ; ;188; ; ; ; ; ; ; ; ;390; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;727;281;98; ;5;7;3; ; ; ; ;114; ;8; ;2;8;6; ;1;8;3; ;1;3;2; ; ;6;2; ; ; ; ; ; ; 
Buenos Aires;CORONEL DE MARINA L ROSALES;Estatal;Urbano;50; ;1; ; ; ; ; ;120; ; ; ; ; ;2512; ; ;436; ; ; ; ; ;2917; ; ; ;6; ; ; ; ;257; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;19; ; ; ;3; ; ;1; ; ; ; ; ;8; ; ; ;4; ; ; ; ;1; ; ; ;2; ; ; ;1; ; ; ;6633;489;255; ;11;17;13;3;1; ; ;142; ;14; ;12;14;15;1;15;16;15; ;7;15;9;2; ;36;7;1;25; ;4; ; ; 
Buenos Aires;CORONEL DE MARINA L ROSALES;Privado;Urbano;9; ; ; ; ;155; ; ; ; ; ; ; ; ;642; ; ; ; ; ; ; ; ;805; ; ; ; ; ; ; ; ;57; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;155; ; ; ;3;3;3;1; ; ; ; ; ;2; ;3;2;1; ;2;1;3; ; ;3;2;6; ;1;5; ; ; ; ; ; ; 
Buenos Aires;CORONEL DORREGO;Estatal;Rural;28; ; ; ; ; ; ; ; ; ; ; ; ; ;133; ; ; ; ; ; ; ; ;168; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;550;120;7;7;3;14;4; ; ; ; ; ; ;1; ;5;1;5; ;12;5;1; ;2;2;13; ; ;11; ; ;5; ; ; ; ; 
Buenos Aires;CORONEL DORREGO;Estatal;Urbano;17; ; ; ; ; ; ; ; ; ; ; ; ; ;309; ; ; ; ; ; ; ; ;699; ; ; ; ; ; ; ; ;36; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1201;97;33;33;5;5;3;1; ; ; ;37; ;3; ;7;3;3; ;4;4;3; ;3;2;5; ; ;9; ; ;1; ;1; ; ;1
Buenos Aires;CORONEL DORREGO;Privado;Urbano;4; ; ; ; ; ; ; ; ; ; ; ; ; ;272; ; ; ; ; ; ; ; ;367; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ;2; ;1; ;2;1;2; ; ;2;1; ; ;7; ; ;2; ; ; ; ; 
Buenos Aires;CORONEL PRINGLES;Estatal;Rural;25; ; ; ; ; ; ; ; ; ; ; ; ; ;75; ; ; ; ; ; ; ; ;78; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;333;139;78;78;4;16;1; ;2; ; ; ; ;4; ;2;2;8; ;10;5; ; ; ;1; ;1; ;6; ;1; ; ; ; ; ; 
Buenos Aires;CORONEL PRINGLES;Estatal;Urbano;30; ; ; ; ; ; ; ; ; ; ; ; ; ;849; ; ; ; ; ; ; ; ;1003; ; ; ; ; ; ; ; ;21; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1580;517;3; ;7;6;7;1;5; ; ;149; ;8; ;10;7;4; ;7;8;6; ;6;6;3; ;1;17;1; ;4; ; ; ; ; 
Buenos Aires;CORONEL SUAREZ;Estatal;Rural;35;1;3; ; ; ; ; ; ; ; ; ; ; ;188; ; ; ; ; ; ; ; ;259; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;374;218;22; ;3;16;5; ;1; ; ;109; ;4; ;2;2;5; ;16;6;4; ;1;3;2; ; ;6; ; ;7; ;1; ; ; 
