provincia;departamento;sector;ambito;Localizacion;PoblaciónIndigenaInicial;PoblaciónIndigenaPrimaria;PoblaciónIndigenaSecundaria;PoblaciónIndigenaSNU;IdiomasInicialInglés;IdiomasInicialFrancés;IdiomasInicialPortugués;IdiomasInicialItaliano;IdiomasInicialAlemán;IdiomasInicialOtro;IdiomasInicialMásdeunIdioma;IdiomasInicialHebreo;IdiomasPrimariaInglés;IdiomasPrimariaFrancés;IdiomasPrimariaPortugués;IdiomasPrimariaItaliano;IdiomasPrimariaAlemán;IdiomasPrimariaOtro;IdiomasPrimariaMásdeunIdioma;IdiomasPrimariaHebreo;IdiomasSecundariaInglés;IdiomasSecundariaFrancés;IdiomasSecundariaPortugués;IdiomasSecundariaItaliano;IdiomasSecundariaAlemán;IdiomasSecundariaOtro;IdiomasSecundariaMásdeunIdioma;IdiomasSecundariaHebreo;IdiomasSNUInglés;IdiomasSNUFrancés;IdiomasSNUPortugués;IdiomasSNUItaliano;IdiomasSNUAlemán;IdiomasSNUOtro;IdiomasSNUMásdeunIdioma;IdiomasSNUHebreo;BoliviaInicial;BrasilInicial;ChileInicial;ParaguayInicial;PerúInicial;UruguayInicial;OtrospaísesdeAméricaInicial;EuropaInicial;AsiaInicial;OtrosInicial;BoliviaPrimaria;BrasilPrimaria;ChilePrimaria;ParaguayPrimaria;PerúPrimaria;UruguayPrimaria;OtrospaísesdeAméricaPrimaria;EuropaPrimaria;AsiaPrimaria;OtrosPrimaria;BoliviaSecundaria;BrasilSecundaria;ChileSecundaria;ParaguaySecundaria;PerúSecundaria;UruguaySecundaria;OtrospaísesdeAméricaSecundaria;EuropaSecundaria;AsiaSecundaria;OtrosSecundaria;BoliviaSNU;BrasilSNU;ChileSNU;ParaguaySNU;PerúSNU;UruguaySNU;OtrospaísesdeAméricaSNU;EuropaSNU;AsiaSNU;OtrosSNU;BeneficiariosdealimentacióngrauitaCopadeleche;BeneficiariosdealimentacióngrauitaAlmuerzo;BeneficiariosdealimentacióngrauitaRefrigerio;BeneficiariosdealimentacióngrauitaCena;TenenciadecomputadoraInicial;TenenciadecomputadoraPrimaria;TenenciadecomputadoraSecundaria;TenenciadecomputadoraSNU;Alumnosquenuncaasistieronasalade5años;AlumnosenjornadacompletaPrimaria;AlumnosenjornadaextendidaPrimaria;TurnoMañanaInicial;TurnoIntermedioInicial;TurnoTardeInicial;TurnoDobleInicial;TurnoMañanaPrimaria;TurnoIntermedioPrimaria;TurnoTardePrimaria;TurnoDoblePrimaria;TurnoMañanaSecundaria;TurnoIntermedioSecundaria;TurnoTardeSecundaria;TurnoDobleSecundaria;DiscapacidadConseguimientodocenteestatalInicial;DiscapacidadConseguimientodocenteprivadoInicial;DiscapacidadSinseguimientodocenteInicial;DiscapacidadConseguimientodocenteestatalPrimaria;DiscapacidadConseguimientodocenteprivadoPrimaria;DiscapacidadSinseguimientodocentePrimaria;DiscapacidadConseguimientodocenteestatalSecundaria;DiscapacidadConseguimientodocenteprivadoSecundaria;DiscapacidadSinseguimientodocenteSecundaria;DiscapacidadConseguimientodocenteestatalSNU;DiscapacidadConseguimientodocenteprivadoSNU;DiscapacidadSinseguimientodocenteSNU
Buenos Aires;VILLA GESELL;Estatal;Urbano;20; ;1; ; ; ; ; ; ; ; ; ; ;1217; ; ; ; ; ; ; ;1739; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;1; ;12;2;1; ;8; ; ;45;3; ;64;3;1; ;2; ; ;46;8; ;23;1;2;3;2; ; ;6; ; ;8; ;1; ;1; ; ;3227;1626; ; ; ; ; ; ;16; ; ;7; ;7;7;6; ;6;6;5; ;4;5;13; ; ;26; ;1;2; ; ; ; ; 
Buenos Aires;VILLA GESELL;Privado;Urbano;13; ; ; ; ;245; ; ; ; ; ; ; ;1124; ; ; ; ; ; ; ;1308; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ; ;1;2; ;2; ; ;6;5; ; ;4;2; ;1; ;2;2;2; ; ;1; ; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ;3;3;3; ;4;3;4; ;1;4;2; ; ;3; ; ; ; ; ; ; ; 
Buenos Aires;VILLARINO;Estatal;Rural;52;3; ; ; ; ; ; ; ; ; ; ; ;324; ; ; ; ; ; ; ;371; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ;1; ; ; ;1; ; ;3;1;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;884;361;56;56; ; ; ; ;11;120; ;6; ;7;5;12; ;22;13;5; ;2;5;5; ; ;9; ;2; ; ; ; ; ; 
Buenos Aires;VILLARINO;Estatal;Urbano;26;7;61; ; ; ; ; ; ; ; ; ; ;1483; ; ; ; ; ; ; ;2304; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;26; ; ; ; ; ; ; ; ; ;224; ;2;14; ; ; ; ; ; ;35; ; ;1; ; ; ;1; ; ;6; ; ; ; ; ; ; ; ; ;2771;1229;610;38; ; ; ; ;18;279; ;5; ;7;5;7; ;7;8;9; ;5;9;9; ; ;42; ; ;6; ;4; ; ; 
Buenos Aires;ZARATE;Estatal;Rural;17; ;2; ; ; ; ; ; ; ; ; ; ;589; ; ; ; ; ; ; ;296; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;2; ;1; ; ; ; ;4;2; ;10;4;1;4; ; ; ;4; ; ;2; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;679;483; ; ; ; ; ; ;6;262; ;3; ;2;3;7;1;2;10;1; ;1;1; ; ; ;4;1; ;1; ; ; ; ; 
Buenos Aires;ZARATE;Estatal;Urbano;75; ; ;2; ; ; ; ; ; ; ; ; ;4878; ; ; ; ; ; ; ;7963; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ;7;1;2;2;2; ; ;31;1;1;36;9;3;4; ; ; ;14;2; ;21;7;4;3; ; ;1; ; ; ;2;5;1;2; ; ; ;6771;2669;113; ; ; ; ; ;63;409; ;20; ;17;20;21; ;21;23;25;1;11;24;13; ; ;46;4;6;13;1;6; ; ; 
Buenos Aires;ZARATE;Privado;Urbano;32; ; ; ; ;1103; ; ; ; ; ; ; ;3285; ; ; ; ; ; ; ;2206; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1;1; ; ;1; ; ;1; ; ;2;1; ; ; ;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;296;15; ; ; ; ; ; ; ; ; ;10; ;16;10;6; ;9;6;6; ;1;6;3;13;4;7;16;3;2;1; ; ; ; 
Catamarca;AMBATO;Estatal;Rural;44; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;354;89; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;628;911;299;21;3;15;5; ;5;190; ;13; ;1;13;13; ; ;19;8; ;4;9; ; ; ;1; ;2;1; ; ; ; ; 
Catamarca;ANCASTI;Estatal;Rural;53; ; ; ; ; ; ; ; ; ; ; ; ;13; ; ; ; ; ; ; ;68; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;433;841;12; ;1;27;10; ;39; ; ;5; ; ;5;28; ; ;28;19; ;1;19; ; ; ;3; ;1; ; ; ; ; ; 
Catamarca;ANDALGALA;Estatal;Rural;47; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;407;148; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1171;1203;276;6; ;14;8; ;16;427; ;8; ;2;8;14; ; ;18;14; ;3;17; ; ;2;3;1;2;2; ;2; ; ; 
Catamarca;ANDALGALA;Estatal;Urbano;17; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1020;85; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1269;676;1191; ;1;5;4;1; ; ; ;4; ;5;4;5; ;2;5;3; ;4;3; ; ; ;2; ;2; ;1;2; ; ; 
Catamarca;BELEN;Estatal;Rural;129; ;16;8; ; ; ; ; ; ; ; ; ;133; ; ; ; ; ; ; ;964; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2437;3417;638;134;3;41;17; ;54;891; ;31; ;4;31;34; ; ;47;42;1;9;42;2; ;1;10; ;22;2; ; ; ; ; 
Catamarca;BELEN;Estatal;Urbano;22; ; ; ;30; ; ; ; ; ; ; ; ;109; ; ; ; ; ; ; ;1472;74; ; ; ; ; ; ;89;28; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1695;1729;1210; ;1;7;4;1;1;209; ;6; ;6;6;5;1;4;7;4; ;6;4; ; ;1;16; ; ; ; ;5; ; ; 
Catamarca;CAPAYAN;Estatal;Rural;68; ; ; ; ; ; ; ; ; ; ; ; ;46; ; ; ; ; ; ; ;630;62; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1156;1712;1461; ;1;24;14; ;5;275; ;13; ;5;13;20; ;1;25;24; ;4;24;2;1; ;15; ;8;1; ;1; ; ; 
Catamarca;CAPAYAN;Estatal;Urbano;19; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;622; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;401;689;854; ;2;4;4;2;12;208; ;7; ;4;7;3; ;3;4;6; ;1;5;2; ; ;5; ; ;3; ;5; ; ; 
Catamarca;CAPITAL;Estatal;Urbano;115;1; ; ;1;207; ; ; ; ; ;141; ;2273;345; ; ; ; ;993; ;7983;2810; ; ; ; ;227; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ;7; ; ; ;1; ;4; ; ; ;3; ; ; ;6;2; ;5;1; ;1; ; ;1;6; ;1; ; ; ;11973;655;12370;239;12;31;26;4;29;124;239;33;2;28;33;30;1;30;32;39; ;28;37;16;2;4;50;13;25;6;1;42; ; ;1
Catamarca;CAPITAL;Privado;Urbano;24; ; ; ; ;641; ; ; ; ; ; ; ;1670; ; ; ; ; ; ; ;4548; ; ; ; ; ; ; ;82; ; ; ; ; ; ; ; ;1; ; ;2; ;1; ;2; ; ;2; ; ; ;1;2; ; ;1; ; ;1; ;2; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;23; ;6;11;7;8; ; ; ;11; ;11;11;6; ;10;6;10; ;3;10;1;14; ;8;20;7;2;11;2; ; ;2
Catamarca;EL ALTO;Estatal;Rural;68; ; ;18; ; ; ; ; ; ; ; ; ;12; ; ; ; ; ; ; ;302; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;620;797;451;18;3;26;11; ;24;108; ;11; ;6;11;26; ; ;28;28; ;1;28;1; ; ;1; ; ; ; ; ; ; ; 
Catamarca;Enmascarado;Estatal;Rural;29; ;8; ; ; ; ; ; ; ; ; ; ;16; ; ; ; ; ; ; ;91; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;700;716;585; ; ;8;6; ;3;304; ;8; ;1;8;4; ;1;10;7; ;4;7;1; ; ;1; ;6; ; ; ; ; ; 
Catamarca;Enmascarado;Estatal;Urbano;20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1111; ; ; ; ; ; ; ;82;11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1567;2339;530; ;1;4;4;2; ;663; ;5; ;4;5;2; ;2;4;5; ;3;7; ; ;4;15; ;5;1; ;1; ; ; 
Catamarca;Enmascarado;Privado;Urbano;13; ; ; ; ;152; ; ; ; ; ; ; ;520; ; ; ; ; ; ; ;1878; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;6;5;1; ; ; ;6; ;8;6;5; ;6;5;9; ;3;9; ;2;1; ; ;1; ; ;6; ; ; 
Catamarca;FRAY MAMERTO ESQUIU;Estatal;Urbano;19; ; ; ; ;97; ; ; ; ; ; ; ;163; ; ; ; ; ; ; ;643;266; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1127;337;820; ;2;5;5;2;2;156; ;4;1;4;4;5; ;4;6;7; ;1;6;3; ; ;13;3;1;1; ; ; ; ; 
Catamarca;LA PAZ;Estatal;Rural;114; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;844; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2127;2352;772;48;3;46;15; ;48;84; ;14; ;5;14;47; ;4;48;45; ;4;44;3; ;1; ; ;41; ; ;2; ; ; 
Catamarca;LA PAZ;Estatal;Urbano;20; ; ; ; ; ; ; ; ; ; ; ; ;270; ; ; ; ; ; ; ;971; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;717;1013;2403;160;2;5;4;1;5;103; ;4;1;3;4;4; ;3;5;5; ;4;6;2; ; ;8;1;1;2; ;4; ; ; 
Catamarca;PACLIN;Estatal;Rural;37; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;318;126; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;834;905;43; ;1;12;4;1;1; ; ;13; ;3;13;12; ; ;13;8; ;3;8;2; ; ; ; ; ; ; ;2; ; ; 
Catamarca;POMAN;Estatal;Rural;44; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ;437;163; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1174;1237;156;66; ;11;1; ;5;240; ;7; ;6;7;16; ; ;18;15; ;4;15; ; ;2;1; ;12; ; ;5; ; ; 
Catamarca;SANTA MARIA;Estatal;Rural;68; ;55;29; ; ; ; ; ; ; ; ; ;7; ; ; ; ; ; ; ;413; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;919;1376;60;67; ;20;13; ;18;118; ;13; ;4;13;23; ;1;26;22; ;4;23; ;1; ;9;1;2;1; ;1; ; ; 
Catamarca;SANTA MARIA;Estatal;Urbano;29;1; ;83; ;144; ; ; ; ; ; ; ;67; ; ; ; ; ; ; ;2326;383; ; ; ; ; ; ;36; ;20; ; ; ;32; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1389;738;1700; ;3;8;8;2; ;67; ;7;1;5;7;7; ;4;8;8; ;7;8; ;3;3;1; ; ;2; ;2; ; ;1
Catamarca;SANTA ROSA;Estatal;Rural;49; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;981; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;975;1720;312; ; ;19;4;1;29;545; ;2; ; ;2;18; ; ;23;19;1;4;19; ; ; ;6; ;2; ; ; ; ; ; 
Catamarca;TINOGASTA;Estatal;Rural;89; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;828;37; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1568;2212;171;43;1;28;8; ;23;740; ;24; ;7;24;18; ;1;30;29; ;6;29; ; ;7; ; ;1;1; ; ; ; ; 
Catamarca;TINOGASTA;Estatal;Urbano;32; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1171;548; ; ; ; ; ; ;69; ; ; ; ; ;12; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ;908;910;1916; ;1;11;2;1;3;554; ;6; ;6;6;5; ;4;10;11; ;5;11; ; ;1;6; ; ; ; ;1; ; ; 
Catamarca;VALLE VIEJO;Estatal;Rural;18; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;98; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;141;470;120; ;2;6;4; ;1;189; ;4;1;1;4;2; ; ;7;7; ; ;7; ; ; ;1; ; ; ; ; ; ; ; 
Catamarca;VALLE VIEJO;Estatal;Urbano;30; ; ; ; ;505; ; ; ; ; ; ; ;1610; ; ; ; ; ; ; ;1724;681; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;4; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;939;702;5215; ;3;10;9;1;2;172; ;9; ;7;9;8; ;7;9;8;1;6;7;9;1;2;2;1;4;1;3; ; ; ; 
Chaco;12 DE OCTUBRE;Estatal;Rural;33; ;15;9; ; ; ; ; ; ; ; ; ;41; ; ; ; ; ; ; ;201; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;91;1353;1155;8;6;22;1; ;21;433; ;8; ;3;9;21; ;7;24;1; ;3;1; ; ; ;6; ;3; ; ; ; ; ; 
Chaco;12 DE OCTUBRE;Estatal;Urbano;15; ; ; ; ; ; ; ; ; ; ; ; ;263; ; ; ; ; ; ; ;1356;247; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;10;1016;2528;43;4;5;2;1;2;452; ;5; ;4;4;4; ;4;5;3; ;4;3;5; ; ;12; ; ;15; ;1; ; ; 
Chaco;1Â§ DE MAYO;Estatal;Rural;11;9;40; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;101; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;90;290;543; ;1;6;1; ;13;70; ;1; ;1;3;6; ;3;8; ; ;1; ; ; ; ;3; ;1; ; ; ; ; ; 
Chaco;1Â§ DE MAYO;Estatal;Urbano;15;3;12;25; ; ; ; ; ; ; ; ; ;190; ; ; ; ; ; ; ;903;82; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;201;201;1380; ;3;4;2; ;3; ; ;4; ;3;4;5; ;2;5;5; ;3;5;5; ;2; ;2; ;5; ; ; ; ; 
Chaco;2 DE ABRIL;Estatal;Rural;15; ; ; ; ; ; ; ; ; ; ; ; ;16; ; ; ; ; ; ; ;86; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;131;441;289; ;3;9; ; ;7;4; ;5; ; ;5;13; ; ;14; ; ;1; ; ; ; ;3; ;2; ; ;2; ; ; 
Chaco;2 DE ABRIL;Estatal;Urbano;8; ; ; ; ; ; ; ; ; ; ; ; ;142; ; ; ; ; ; ; ;461; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;670;1134; ;1;3;1; ;6; ; ;2; ;1;2;4; ;2;4;1; ;1;1;2; ; ;2; ;2;10; ; ; ; ; 
Chaco;25 DE MAYO;Estatal;Rural;40;204;983;354; ; ; ; ; ; ;20; ; ;95; ; ; ; ;184; ; ;354; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1399;1443;818;75;2;19;1; ;96;100; ;8; ;3;10;28; ;7;31; ; ;1; ; ; ; ;4; ;6; ; ; ; ; ; 
Chaco;25 DE MAYO;Estatal;Urbano;19;4;93;59; ; ; ; ; ; ; ; ; ;340; ; ; ; ; ; ; ;1936;150;96; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;943;231;3769;90;5;6;3;1;22; ; ;4; ;5;4;6; ;6;6;5; ;5;5;3; ;1;36;3;12;4;1;4; ; ; 
Chaco;9 DE JULIO;Estatal;Rural;39; ;1; ; ; ; ; ; ; ; ; ; ;27; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;549;1285;836; ;6;29; ; ;66;536; ;11; ; ;14;25; ; ;39; ; ; ; ; ; ; ; ; ;31; ; ; ; ; ; 
Chaco;9 DE JULIO;Estatal;Urbano;20; ; ; ;3; ; ; ; ; ; ; ; ;477; ; ; ; ; ; ; ;2248;228; ; ; ; ; ; ;39; ;22; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1466;2912;3359;64;4;7;6;1;8;528;209;6; ;5;7;6; ;6;8;6; ;4;5;5; ;1;7; ;2;3; ;1; ; ; 
Chaco;ALMIRANTE BROWN;Estatal;Rural;48; ; ; ; ; ; ; ; ; ; ; ; ;28; ; ; ; ; ; ; ;107; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;206;1225;964;320; ;29;1; ;112; ;25;4; ;1;4;43; ;4;43;1; ; ;1; ; ; ;2; ;4; ; ;1; ; ; 
Chaco;ALMIRANTE BROWN;Estatal;Urbano;35; ; ; ; ; ; ; ; ; ; ; ; ;269; ; ; ; ; ; ; ;2101;105; ; ; ; ; ; ;41; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;2713;6047;6986; ;4;10;5;2;40;0;212;9;1;9;9;15; ;13;15;5; ;5;5; ; ;1;30;2;5; ; ; ; ; ; 
Chaco;BERMEJO;Estatal;Rural;40;41;271; ; ; ; ; ; ; ; ; ; ;180; ; ; ; ; ; ; ;839; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;766;977;1384; ;5;13;4; ;32;470;35;10; ;3;16;17; ;5;25;5; ;4;5;2; ;1;32; ; ;3;1; ; ; ; 
Chaco;BERMEJO;Estatal;Urbano;13;10;171;44; ; ; ; ; ; ; ; ; ;141; ; ; ; ; ; ; ;1276; ; ; ; ; ; ; ;22; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2528;1993; ;2;6;2;1;4;115; ;2; ;2;2;6; ;4;7;3; ;2;3;2; ; ;8; ;2;8; ; ; ; ; 
Chaco;CHACABUCO;Estatal;Rural;25;22;143; ; ; ; ; ; ; ;29; ; ;67; ; ; ; ; ; ; ;50; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;251;842;722; ;2;20; ; ;74;117; ;5; ;1;6;19; ;3;21;2; ; ;2; ; ;1; ; ;7; ; ; ; ; ; 
Chaco;CHACABUCO;Estatal;Urbano;27; ; ;4;3; ; ; ; ; ; ; ; ;913; ; ; ; ; ; ; ;2334;171; ; ; ; ; ; ;29; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;789;986;4050;117;5;9;6;1;14; ;130;9; ;8;9;10; ;9;10;6; ;4;7;1; ;2;4; ;1;7;3; ; ; ;1
