provincia;departamento;sector;ambito;Localizacion;PoblaciónIndigenaInicial;PoblaciónIndigenaPrimaria;PoblaciónIndigenaSecundaria;PoblaciónIndigenaSNU;IdiomasInicialInglés;IdiomasInicialFrancés;IdiomasInicialPortugués;IdiomasInicialItaliano;IdiomasInicialAlemán;IdiomasInicialOtro;IdiomasInicialMásdeunIdioma;IdiomasInicialHebreo;IdiomasPrimariaInglés;IdiomasPrimariaFrancés;IdiomasPrimariaPortugués;IdiomasPrimariaItaliano;IdiomasPrimariaAlemán;IdiomasPrimariaOtro;IdiomasPrimariaMásdeunIdioma;IdiomasPrimariaHebreo;IdiomasSecundariaInglés;IdiomasSecundariaFrancés;IdiomasSecundariaPortugués;IdiomasSecundariaItaliano;IdiomasSecundariaAlemán;IdiomasSecundariaOtro;IdiomasSecundariaMásdeunIdioma;IdiomasSecundariaHebreo;IdiomasSNUInglés;IdiomasSNUFrancés;IdiomasSNUPortugués;IdiomasSNUItaliano;IdiomasSNUAlemán;IdiomasSNUOtro;IdiomasSNUMásdeunIdioma;IdiomasSNUHebreo;BoliviaInicial;BrasilInicial;ChileInicial;ParaguayInicial;PerúInicial;UruguayInicial;OtrospaísesdeAméricaInicial;EuropaInicial;AsiaInicial;OtrosInicial;BoliviaPrimaria;BrasilPrimaria;ChilePrimaria;ParaguayPrimaria;PerúPrimaria;UruguayPrimaria;OtrospaísesdeAméricaPrimaria;EuropaPrimaria;AsiaPrimaria;OtrosPrimaria;BoliviaSecundaria;BrasilSecundaria;ChileSecundaria;ParaguaySecundaria;PerúSecundaria;UruguaySecundaria;OtrospaísesdeAméricaSecundaria;EuropaSecundaria;AsiaSecundaria;OtrosSecundaria;BoliviaSNU;BrasilSNU;ChileSNU;ParaguaySNU;PerúSNU;UruguaySNU;OtrospaísesdeAméricaSNU;EuropaSNU;AsiaSNU;OtrosSNU;BeneficiariosdealimentacióngrauitaCopadeleche;BeneficiariosdealimentacióngrauitaAlmuerzo;BeneficiariosdealimentacióngrauitaRefrigerio;BeneficiariosdealimentacióngrauitaCena;TenenciadecomputadoraInicial;TenenciadecomputadoraPrimaria;TenenciadecomputadoraSecundaria;TenenciadecomputadoraSNU;Alumnosquenuncaasistieronasalade5años;AlumnosenjornadacompletaPrimaria;AlumnosenjornadaextendidaPrimaria;TurnoMañanaInicial;TurnoIntermedioInicial;TurnoTardeInicial;TurnoDobleInicial;TurnoMañanaPrimaria;TurnoIntermedioPrimaria;TurnoTardePrimaria;TurnoDoblePrimaria;TurnoMañanaSecundaria;TurnoIntermedioSecundaria;TurnoTardeSecundaria;TurnoDobleSecundaria;DiscapacidadConseguimientodocenteestatalInicial;DiscapacidadConseguimientodocenteprivadoInicial;DiscapacidadSinseguimientodocenteInicial;DiscapacidadConseguimientodocenteestatalPrimaria;DiscapacidadConseguimientodocenteprivadoPrimaria;DiscapacidadSinseguimientodocentePrimaria;DiscapacidadConseguimientodocenteestatalSecundaria;DiscapacidadConseguimientodocenteprivadoSecundaria;DiscapacidadSinseguimientodocenteSecundaria;DiscapacidadConseguimientodocenteestatalSNU;DiscapacidadConseguimientodocenteprivadoSNU;DiscapacidadSinseguimientodocenteSNU
Chaco;COMANDANTE FERNANDEZ;Estatal;Rural;32;17;14; ; ; ; ; ; ; ; ; ; ;20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;436;1477;1072; ;1;24; ; ;84;307; ;13; ; ;14;24; ;3;29; ; ; ; ; ;1; ;6; ;6; ; ; ; ; ; 
Chaco;COMANDANTE FERNANDEZ;Estatal;Urbano;75;140;146;124;108; ; ; ; ; ; ; ; ;1078; ; ; ; ;60; ; ;5355;1090; ; ; ; ; ; ;50; ;106; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;2; ; ;5; ; ;1; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1247;3603;15168; ;13;23;8;3;64;76;108;24; ;18;25;25; ;25;28;16;1;13;17;8;5;2;42;32;41;12;1;8; ; ;3
Chaco;COMANDANTE FERNANDEZ;Privado;Urbano;16; ; ;6;1;221; ; ; ; ; ; ; ;1697; ; ; ; ; ; ; ;1184; ; ; ; ; ;489; ;70; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;292; ; ;3;6;4; ; ; ;3; ;5;3;4; ;4;4;5;1;2;6; ;7;2;12;5;1;1;3;2; ; ; 
Chaco;Enmascarado;Privado;Rural;6;27;130;81; ; ; ; ; ; ; ; ; ; ; ; ; ; ;130; ; ;423; ; ; ; ; ;65; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;582;582;488;423; ;1;5;1; ; ; ;1; ; ;1;1; ; ;1;1; ; ;5; ; ; ; ; ; ; ; ; ; ; ; 
Chaco;Enmascarado;Privado;Urbano;20;27; ; ; ;39; ; ; ; ; ; ; ;351; ; ; ; ; ; ; ;1788;57;75; ; ; ; ; ;23; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;220;587;630;220;2;3;10;3; ; ; ;6; ;5;6;3; ;4;3;8; ;2;10;1;2;5; ; ; ;1; ; ; ; ; 
Chaco;FRAY JUSTO SANTA MARIA DE ORO;Estatal;Rural;19; ; ; ; ; ; ; ; ; ; ; ; ;16; ; ; ; ; ; ; ;26; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;134;495;434; ;4;13;1; ;7;69; ;7;1;1;8;12;1;3;13;2; ;1;2; ; ; ;1; ;3;1; ; ; ; ; 
Chaco;FRAY JUSTO SANTA MARIA DE ORO;Estatal;Urbano;12; ;1; ; ; ; ; ; ; ; ; ; ;126; ; ; ; ; ; ; ;600;142; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;1426; ;1;4;1;2;6; ; ;3; ;3;3;5; ;3;5;1; ;1;1;4; ; ;11; ; ;10; ; ; ; ;1
Chaco;GENERAL BELGRANO;Estatal;Rural;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;25;167;146; ; ;4; ; ;12;11; ;1; ; ;1;6; ; ;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Chaco;GENERAL BELGRANO;Estatal;Urbano;15;92; ; ; ; ; ; ; ; ; ; ; ;177; ; ; ; ; ; ; ;745;92; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;690;26;1771; ;2;5;1;1;27; ; ;5; ;3;4;5; ;5;5;2; ;2;1;2; ;1;1; ; ;13; ;1; ; ; 
Chaco;GENERAL DONOVAN;Estatal;Rural;13; ;44; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;208;448;188; ;1;7; ; ;10;43; ;3; ;1;3;8; ;2;9; ; ; ; ; ; ;2;6; ;1; ; ; ; ; ; 
Chaco;GENERAL DONOVAN;Estatal;Urbano;17;4;22;55; ; ; ; ; ; ; ; ; ;195; ; ; ; ; ; ; ;895;113; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;460;89;1510; ;3;6;3; ;12; ; ;5; ;3;5;7; ;6;7;3; ;3;3;6; ; ;7; ;1; ; ; ; ; ; 
Chaco;GENERAL GUEMES;Estatal;Rural;195;455;2471;222; ; ; ; ; ; ; ; ; ;122; ; ; ; ;122;25; ;258; ; ; ; ; ;320; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3221;7962;5608;456;6;126;4; ;526;685; ;44; ;9;47;171; ;40;176; ; ;1;3;1; ; ;9;2;36; ; ; ; ; ; 
Chaco;GENERAL GUEMES;Estatal;Urbano;103;493;2054;478;244; ; ; ; ; ; ; ; ;718; ; ; ; ; ; ; ;4419;286; ; ; ; ; ; ;40;20;79; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4195;5729;9459;592;10;27;12;2;244;1436; ;23; ;14;24;36; ;25;39;14;1;24;14;9;1;2;23; ;35;5; ;1; ; ; 
Chaco;GENERAL GUEMES;Privado;Urbano;7;1; ;2; ; ; ; ; ; ; ; ; ;536; ; ; ; ; ; ; ;512; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;3;2; ; ; ; ;2; ;3;2;3; ;3;3;2; ;1;2; ; ; ;1;1; ;2; ;1; ; ; 
Chaco;INDEPENDENCIA;Estatal;Rural;28; ; ; ; ; ; ; ; ; ; ; ; ;10; ; ; ; ; ; ; ;180; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;286;1299;1263;180;3;22;1; ;67;204; ;4; ;1;5;21; ;2;24; ; ; ;1; ; ; ;4; ;4; ; ; ; ; ; 
Chaco;INDEPENDENCIA;Estatal;Urbano;15; ;9; ; ; ; ; ; ; ; ; ; ;103; ; ; ; ; ; ; ;1306;76; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1317;798;3027; ;4;5;4; ;33; ; ;4; ;3;4;5; ;5;5;4; ;4;4;3; ; ;3; ;3;1; ;2; ; ; 
Chaco;LIBERTAD;Estatal;Rural;13; ;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;23; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;49;497;448; ;2;7; ; ;8; ; ;4; ;2;4;9; ;3;9; ; ;1; ;1; ; ; ; ;2; ; ; ; ; ; 
Chaco;LIBERTAD;Estatal;Urbano;9;14;23;12; ; ; ; ; ; ; ; ; ;406; ; ; ; ; ; ; ;861; ;22; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;458;1642; ;1;2;2; ;4; ;85;4; ;3;4;2; ;2;2;2; ;3;2; ;1; ;1;3;19; ; ; ; ; ; 
Chaco;LIBERTADOR GENERAL SAN MARTIN;Estatal;Rural;94;397;1651;4; ; ; ; ; ; ; ; ; ;161; ; ; ; ;45; ; ;649;48; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;3; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2273;4715;2476;90;14;54;6; ;121;373;80;29; ;11;31;72; ;24;74;6; ;4;7;1; ;2;6; ;12; ; ; ; ; ; 
Chaco;LIBERTADOR GENERAL SAN MARTIN;Estatal;Urbano;46;37;320;362; ; ; ; ; ; ; ; ; ;613; ; ; ; ; ; ; ;3370;89; ; ; ;13;213; ;77; ;11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1198;3624;4166;120;6;10;6;2;22; ;48;9; ;8;8;17; ;11;17;10; ;8;11;2;3; ;15;1; ;6; ;1; ; ; 
Chaco;LIBERTADOR GENERAL SAN MARTIN;Privado;Urbano;6; ; ;23; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;432; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;153;153;153;153; ;2;3;1; ; ; ;1; ;1;1;2; ;1;2;1; ;2;2; ; ; ; ; ; ; ; ; ; ; ; 
Chaco;MAIPU;Estatal;Rural;57;6;64; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;330;1666;1091; ;3;44; ; ;141; ; ;12; ;3;12;49; ;11;49; ; ; ; ;1; ; ;9; ;13; ; ; ; ; ; 
Chaco;MAIPU;Estatal;Urbano;18;15;110;11; ; ; ; ; ; ; ; ; ;341; ; ; ; ; ; ; ;2039; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;120;127;3098;120;3;4;5;1;5; ; ;4; ;3;4;6; ;5;6;5; ;6;4;2;1;1; ; ; ;2; ; ; ; ; 
Chaco;MAYOR LUIS J FONTANA;Estatal;Rural;30;43;318; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;225; ; ;53; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;263;1034;1051; ;11;21;1; ;15;89; ;15; ;5;17;20; ;8;22; ; ;1; ;2;1;1;9; ;6; ; ; ; ; ; 
Chaco;MAYOR LUIS J FONTANA;Estatal;Urbano;34;8;127;106; ; ; ; ; ; ; ; ; ;635; ; ; ; ; ; ; ;3397;213;323; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1280;3317;7878; ;8;11;9;2;33; ;274;9; ;8;9;12; ;12;12;8; ;8;7;2; ;8;22; ;17;14;5;2; ; ; 
Chaco;MAYOR LUIS J FONTANA;Privado;Urbano;14;5; ; ; ;45; ; ; ; ; ; ; ;596; ; ; ; ; ; ; ;706; ;159; ; ; ;220; ; ; ; ; ; ; ;50; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;358; ;1;5;5;2;4; ; ;6;1;4;6;5; ;6;5;4; ;2;5; ; ;4;9;3;3;3; ;2; ; ; 
Chaco;O HIGGINS;Estatal;Rural;32;33;149; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;25; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;410;1052;896; ;10;23; ; ;16;122; ;20; ;1;20;24; ;2;25; ; ; ; ;1; ; ;2; ;1; ; ; ; ; ; 
Chaco;O HIGGINS;Estatal;Urbano;19;5;35;15; ; ; ; ; ; ; ; ; ;270; ; ; ; ; ; ; ;1139;90; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;665;3754; ;5;5;4;1;30; ; ;5; ;6;5;6; ;5;6;3; ;4;4;2; ;1;3; ; ; ; ;1; ; ; 
Chaco;PRESIDENCIA DE LA PLAZA;Estatal;Rural;13; ;31; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;74;632;558; ;1;10; ; ;50;80; ;2; ; ;3;11; ;1;13; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; 
Chaco;PRESIDENCIA DE LA PLAZA;Estatal;Urbano;9; ; ; ; ; ; ; ; ; ; ; ; ;238; ; ; ; ; ; ; ;780;168; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;425;261;1707; ;4;3;1; ;2;24; ;3; ;2;4;3; ;2;4;1; ;1;1;4; ; ;5; ; ; ; ;1; ; ; 
Chaco;QUITILIPI;Estatal;Rural;53;52;432;10; ; ; ; ; ; ; ; ; ;8; ; ; ; ;207; ; ;556; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1238;2728;2237;243;12;34;2; ;125; ; ;18; ;3;18;43; ;11;43;1; ;1;2; ; ;2;1; ;3; ;1; ; ; ; 
Chaco;QUITILIPI;Estatal;Urbano;27; ;142;11;25; ; ; ; ; ; ; ; ;490; ; ; ; ;76; ; ;1687;577;87; ; ; ; ; ;108; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;576;331;4717; ;4;7;3;1;94; ; ;8; ;7;10;10; ;10;10;3; ;4;4;2;5; ;16; ;7;7; ; ; ; ; 
Chaco;SAN FERNANDO;Estatal;Rural;25;46;65; ; ; ; ; ; ; ; ; ; ;62; ; ; ; ; ; ; ;216; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;195;720;1146; ;3;12;1; ;21;48;20;9; ;2;10;13; ;5;14; ;1;3; ;1;4;4;6; ; ; ; ; ; ; ; 
Chaco;SAN FERNANDO;Estatal;Urbano;238;103;572;154;2; ; ; ; ; ; ; ; ;7915; ; ; ; ; ;689; ;21212;6325;1216;771;58;71;392; ;116; ;98;3; ; ; ; ; ; ; ;8; ;1;4;1; ;1;2;1; ;23; ; ;9;2; ; ; ;2; ;10;2; ;2; ; ; ;1;1; ;4;1; ; ; ; ; ;6417;14058;43788;110;66;77;48;11;87;1246;680;74;1;64;78;85;1;78;88;48;1;50;42;54;50;28;290;70;78;47;30;20;2; ;6
Chaco;SAN FERNANDO;Privado;Urbano;85;166;424;251;1;917; ; ;39; ;78;96; ;4241; ;174; ; ;200;913; ;3458; ; ; ; ;139;1230; ;358;12;20; ; ; ; ; ; ; ; ; ;1; ;2;2; ;1; ;2; ;1; ; ;4;4;1; ; ;2; ;10; ;1;4;1; ; ; ; ; ;6; ; ;1; ; ; ;979;694;1484; ;20;19;23;14; ;365; ;33; ;21;35;24; ;10;25;20; ;10;20;3;18;4;4;31;8;7;19;17; ;5; 
Chaco;SAN LORENZO;Estatal;Rural;33; ;36;3; ; ; ; ; ; ; ; ; ;42; ; ; ; ;53; ; ;118;37; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;234;1009;896; ;3;16;1;1;80;189; ;7; ;1;7;22; ;3;25;1; ; ;1; ; ; ;2; ;2; ; ; ; ; ; 
Chaco;SAN LORENZO;Estatal;Urbano;9; ;30;5; ; ; ; ; ; ; ; ; ;279; ; ; ; ; ; ; ;1010; ; ; ; ; ; ; ;22; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;895;178;1546; ;2;2;1;1;8; ; ;3; ;2;3;3; ;3;3;2; ;1;2; ;2;2;2; ;7;1; ; ; ; ; 
Chaco;SARGENTO CABRAL;Estatal;Rural;27; ; ; ; ; ; ; ; ; ; ; ; ;60; ; ; ; ; ; ; ;181;54; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;114;1275;1248; ;2;17;1; ;29;495; ;5; ; ;8;17; ;6;20;1; ;1;1; ; ;2; ; ;15; ; ; ; ; ; 
Chaco;SARGENTO CABRAL;Estatal;Urbano;12; ; ; ; ; ; ; ; ; ; ; ; ;222; ; ; ; ; ; ; ;1396; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ;194;1791; ;3;4;2;1; ;279;35;3; ;3;3;3; ;3;4;3; ;3;3;3; ; ;5;1;4; ; ; ; ; ; 
Chaco;TAPENAGA;Estatal;Rural;16; ;59; ; ; ; ; ; ; ; ; ; ;78; ; ; ; ; ; ; ;301;67; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;44;878;397;34;3;7;2; ;15; ; ;3; ;3;3;12; ;3;12;2; ;1;2; ;1;2;5; ;1; ; ; ; ; ; 
Chubut;BIEDMA;Estatal;Rural;4; ; ;52; ;16; ; ; ; ; ; ; ;45; ; ; ; ; ; ; ;67; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;119;27;17; ; ;2;2; ; ;45; ;1; ; ;1;1; ; ;2;1; ;1;1;3; ; ;2; ; ; ; ; ; ; ; 
Chubut;BIEDMA;Estatal;Urbano;52; ;1; ;20; ; ; ; ; ; ; ; ;758; ; ;100; ; ; ; ;5948; ; ; ; ; ;160; ;122; ;122; ; ; ; ; ;45; ;1; ;1; ; ;4; ; ;253; ;1;7;1;2;13;7; ; ;120;2;6;4; ;2;9;3; ; ;20;4;15; ; ;2;2;6; ; ;11052;392;1396; ;14;19;13;1;3; ;189;18; ;18;18;18; ;20;18;13; ;11;13;26;5;16;102;5;8;54; ;15;3; ; 
Chubut;BIEDMA;Privado;Urbano;14; ; ; ; ;523; ; ; ; ; ; ; ;422; ; ; ; ; ; ; ;295; ; ; ; ; ;156; ;30; ;31; ; ; ; ; ; ;1; ; ; ; ;2;1; ; ; ;2; ; ; ; ;2;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;78; ; ; ;7;2;3;2; ; ;422;9; ;8;9;1; ; ;2;3; ; ;3; ;6; ;5;3; ; ;2; ; ; ; 
Chubut;CUSHAMEN;Estatal;Rural;41;49;305;425;16; ; ; ; ; ;14; ; ;620; ; ; ; ;133; ; ;720; ; ; ; ; ;483; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;3; ;1; ;7;1;2;5; ; ;3; ; ;1; ; ;1;2; ; ;3;3;1;1; ; ; ; ; ; ; ; ; ; ;2778;2851;1044;191;9;18;14;1;13;735;181;22; ;14;21;11;1;6;19;5; ;5;13;8; ; ;35; ;1;12; ; ; ; ; 
Chubut;CUSHAMEN;Estatal;Urbano;11;50;24;17;5; ; ; ; ; ; ; ; ;118; ; ; ; ; ; ; ;1126; ; ; ; ; ; ; ;27; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ;1;1; ;2; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ;905;501;481;49;2;2;3;3;3;23; ;2; ;3;2;1; ;2;2;2; ;3;3;4; ; ;17; ; ;5; ;2; ; ; 
Chubut;Enmascarado;Estatal;Rural;13; ;20; ; ; ; ; ; ; ; ; ; ;273; ; ; ; ; ; ; ;33; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;757;369;525; ;4;6;3; ;2;229;48;5; ;4;5;3; ;4;6;2; ;2;3;1; ; ;12; ; ; ; ; ; ; ; 
Chubut;Enmascarado;Estatal;Urbano;9; ;3;3; ; ; ; ; ; ; ; ; ;25; ; ; ; ; ; ; ;630; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;531;227;410;48;2;3;3; ;1;145; ;3; ;3;3;1; ;2;2;2; ;1;3;1; ; ;2; ; ;10; ; ; ; ; 
Chubut;Enmascarado;Privado;Rural;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;93; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;93;93;93;17; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; 
Chubut;Enmascarado;Privado;Urbano;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;202; ; ; ; ; ;493; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;28; ; ; ;1; ;4; ; ; ; ;1; ; ;1; ; ; ; ;3; ;1;4; ; ; ; ; ; ;2;6; ; ; ; 
