provincia;departamento;sector;ambito;Localizacion;PoblaciónIndigenaInicial;PoblaciónIndigenaPrimaria;PoblaciónIndigenaSecundaria;PoblaciónIndigenaSNU;IdiomasInicialInglés;IdiomasInicialFrancés;IdiomasInicialPortugués;IdiomasInicialItaliano;IdiomasInicialAlemán;IdiomasInicialOtro;IdiomasInicialMásdeunIdioma;IdiomasInicialChino;IdiomasPrimariaInglés;IdiomasPrimariaFrancés;IdiomasPrimariaPortugués;IdiomasPrimariaItaliano;IdiomasPrimariaAlemán;IdiomasPrimariaOtro;IdiomasPrimariaMásdeunIdioma;IdiomasPrimariaChino;IdiomasSecundariaInglés;IdiomasSecundariaFrancés;IdiomasSecundariaPortugués;IdiomasSecundariaItaliano;IdiomasSecundariaAlemán;IdiomasSecundariaOtro;IdiomasSecundariaMásdeunIdioma;IdiomasSecundariaChino;IdiomasSNUInglés;IdiomasSNUFrancés;IdiomasSNUPortugués;IdiomasSNUItaliano;IdiomasSNUAlemán;IdiomasSNUOtro;IdiomasSNUMásdeunIdioma;IdiomasSNUChino;BoliviaInicial;BrasilInicial;ChileInicial;ColombiaInicial;EcuadorInicial;ParaguayInicial;PerúInicial;UruguayInicial;VenezuelaInicial;OtrospaísesdeAméricaInicial;EuropaInicial;AsiaInicial;OtrosInicial;BoliviaPrimaria;BrasilPrimaria;ChilePrimaria;ColombiaPrimaria;EcuadorPrimaria;ParaguayPrimaria;PerúPrimaria;UruguayPrimaria;VenezuelaPrimaria;OtrospaísesdeAméricaPrimaria;EuropaPrimaria;AsiaPrimaria;OtrosPrimaria;BoliviaSecundaria;BrasilSecundaria;ChileSecundaria;ColombiaSecundaria;EcuadorSecundaria;ParaguaySecundaria;PerúSecundaria;UruguaySecundaria;VenezuelaSecundaria;OtrospaísesdeAméricaSecundaria;EuropaSecundaria;AsiaSecundaria;OtrosSecundaria;BoliviaSNU;BrasilSNU;ChileSNU;ColombiaSNU;EcuadorSNU;ParaguaySNU;PerúSNU;UruguaySNU;VenezuelaSNU;OtrospaísesdeAméricaSNU;EuropaSNU;AsiaSNU;OtrosSNU;BeneficiariosdealimentacióngrauitaDesayuno;BeneficiariosdealimentacióngrauitaAlmuerzo;BeneficiariosdealimentacióngrauitaRefrigerio;BeneficiariosdealimentacióngrauitaMerienda;BeneficiariosdealimentacióngrauitaCena;TenenciadecomputadoraInicial;TenenciadecomputadoraPrimaria;TenenciadecomputadoraSecundaria;TenenciadecomputadoraSNU;Alumnosquenuncaasistieronasalade5años;AlumnosconPromociónasistidaacompañadaPrimaria;AlumnosconPromociónasistidaacompañadaSecundaria;AlumnosenjornadacompletaPrimaria;AlumnosenjornadaextendidaPrimaria;TurnoMañanaInicial;TurnoIntermedioInicial;TurnoTardeInicial;TurnoDobleInicial;TurnoMañanaPrimaria;TurnoIntermedioPrimaria;TurnoTardePrimaria;TurnoDoblePrimaria;TurnoMañanaSecundaria;TurnoIntermedioSecundaria;TurnoTardeSecundaria;TurnoDobleSecundaria;DiscapacidadConapoyoestatalInicial;DiscapacidadConapoyoprivadoInicial;DiscapacidadSinapoyoInicial;DiscapacidadConapoyoestatalPrimaria;DiscapacidadConapoyoprivadoPrimaria;DiscapacidadSinapoyoPrimaria;DiscapacidadConapoyoestatalSecundaria;DiscapacidadConapoyoprivadoSecundaria;DiscapacidadSinapoyoSecundaria;DiscapacidadConapoyoestatalSNU;DiscapacidadConapoyoprivadoSNU;DiscapacidadSinapoyoSNU
Buenos Aires;AYACUCHO;Estatal;Rural;41; ; ; ; ; ; ; ; ; ; ; ; ;173; ; ; ; ; ; ; ;246; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;380;410; ;241; ;8;23;3; ;6;9;0;88; ;9;1; ;9;25; ;1;27;1;1;1;1;3; ;2;15; ; ;10; ; ; ; ; 
Buenos Aires;AYACUCHO;Estatal;Urbano;24; ; ; ; ; ; ; ; ; ; ; ; ;895; ; ; ; ; ; ; ;1170; ; ; ; ; ; ; ;39; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;853;492; ;2040;21;8;6;8;2; ;0;0;163; ;5; ;6;5;4; ;4;5;6; ;6;5;10; ;1;26;3;43;29; ;3;1; ;1
Buenos Aires;AZUL;Estatal;Rural;43; ; ; ; ; ; ; ; ; ; ; ; ;137; ; ; ; ; ; ; ;144; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;289;203;83;276;69;9;21;4; ; ;0;0;42; ;8; ;4;8;10; ;10;15;3; ; ;4; ; ;1;3;1; ;7; ; ; ; ; 
Buenos Aires;AZUL;Estatal;Urbano;60; ; ;1; ; ; ; ; ; ; ; ; ;2261; ; ; ; ; ; ; ;3276; ; ; ; ; ; ; ;164; ; ; ; ; ; ; ;3; ; ; ; ;2;1; ; ; ; ; ; ;5; ; ;3; ;4; ; ;9;1; ; ; ;5;2;1;1; ;3; ; ;6;1;1; ; ; ;1; ; ; ; ; ; ;2; ; ; ; ;3055;1471;129;3267; ;19;20;15;4;1;18;0;443; ;16; ;19;16;13; ;14;18;16; ;10;16;17;1;8;62;8;3;68;3;1; ; ;1
Buenos Aires;AZUL;Privado;Urbano;21; ; ; ; ;416; ; ; ; ; ; ; ;2005; ; ; ; ; ; ; ;1463; ; ; ; ; ; ; ;7; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;108; ; ;99; ;4;7;7;3; ;0;0; ; ;4; ;4;4;4; ;6;4;7; ;3;7;2;1;1;19;5;8;5;5;2; ; ; 
Buenos Aires;BAHIA BLANCA;Estatal;Rural;6; ; ; ; ; ; ; ; ; ; ; ; ;105; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8; ; ; ; ; ; ; ; ; ; ; ; ;10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;187;117; ;103; ;1;5; ; ;1;0; ;63; ;1; ; ;1;1; ;1;5; ; ; ; ; ; ; ;8; ; ; ; ; ; ; ; 
Buenos Aires;BAHIA BLANCA;Estatal;Urbano;196; ; ;7; ; ; ; ; ; ; ; ; ;10376; ; ; ; ; ; ; ;17295; ;89;131; ; ;308; ;441;1;48; ; ; ; ; ;5; ;5;3; ;3; ;1;8;1; ;2; ;14; ;6;6; ;22;3;2;28;3; ;1;2;62;1;12;4;1;40; ;1;21;7;7;2; ;1;1;6; ; ;2;2;2;2;1;1;1;1;10948;4093;4565;10098;276;57;67;55;10;6;92;0;629; ;61; ;56;61;61;1;61;66;56; ;47;55;50;9;272;440;15;51;417;9;53;1; ;7
Buenos Aires;BAHIA BLANCA;Privado;Urbano;86; ; ; ; ;2256; ; ; ; ; ; ; ;5988; ; ; ; ; ;632; ;6759; ; ; ; ; ;504; ;773; ; ;14; ;19; ; ; ;1; ; ; ;1; ; ;3;1;3; ; ; ; ;2; ;1; ;3; ;12;2;3;1; ;1; ;2;2; ;4; ; ;9;4;11;5;1;3;1;1;1; ;3; ; ;1;1; ; ; ;281; ;253;270; ;29;23;24;9; ;4;0;409; ;27; ;29;26;13; ;17;14;23; ;2;23;12;25;44;55;46;61;39;35;8; ; ;9
Buenos Aires;BALCARCE;Estatal;Rural;35; ; ; ; ; ; ; ; ; ; ; ; ;116; ; ; ; ; ; ; ;380; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;216;151;7;264; ;8;21;6; ;2;5;0; ; ;4; ;4;4;11;1;9;11;4; ;2;4; ; ; ;8; ; ;11; ;4; ; ; 
Buenos Aires;BALCARCE;Estatal;Urbano;44; ; ; ; ; ; ; ; ; ; ; ; ;1611; ; ; ; ; ; ; ;3708; ; ; ; ; ; ; ;148; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ; ;1;2; ; ;1; ;3; ; ;4; ;1; ;1;9;1;1; ; ;16; ;1;1;1;4; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ;1688;1110; ;1786; ;18;12;11;3; ;3;0;368; ;11; ;16;11;6; ;9;9;10; ;10;10;17;4;1;31;4;19;43;1;3; ; ; 
Buenos Aires;BALCARCE;Privado;Rural;5; ; ; ; ; ; ; ; ; ; ; ; ;9; ; ; ; ; ; ; ;444; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;2;2; ; ;2;1;3; ;8;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;61;191; ; ; ; ;1;2; ; ;0;0; ; ;2; ; ;2;2; ; ;2;2; ; ;2; ; ; ; ; ;1;4;5; ; ; ; 
Buenos Aires;BALCARCE;Privado;Urbano;4; ; ; ; ;28; ; ; ; ; ; ; ;377; ; ;55; ; ; ; ;207; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;3;1; ; ;2;0; ; ;1; ;3;1;2; ;3;2;1; ; ;1; ;2;132;3; ; ;3; ; ; ; ; 
Buenos Aires;BARADERO;Estatal;Rural;26; ; ; ; ; ; ; ; ; ; ; ; ;274; ; ; ; ; ; ; ;409; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;649;593;120;552;120;6;14;5; ;1;1;0;161; ;2;1;5;2;2;2;7;6;2;1;2;4; ;2; ;7;4; ;3;1;2; ; ; 
Buenos Aires;BARADERO;Estatal;Urbano;39; ; ; ; ; ; ; ; ; ; ; ; ;1392; ; ; ; ; ; ; ;2060; ; ; ; ; ;78; ;282; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;3;1; ;1; ;3; ; ;2; ;1; ;1;13; ; ;2; ;2; ; ;2; ; ;1;2;5; ; ; ; ;1; ; ; ; ; ; ; ;1581;441;247;2885; ;12;10;9;2; ;18;0;234; ;10;1;16;11;4;1;7;7;8;1;5;8;11;9;2;53;17;1;41;12;2; ; ;2
Buenos Aires;BARADERO;Privado;Urbano;9; ; ; ; ;52; ; ; ; ; ; ; ;281; ; ; ; ; ; ; ;761; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;3;3; ; ;1;0; ; ;1; ;3;1; ; ;3; ;3; ; ;3;1;1;2;6;15;3;1;7; ; ; ; 
Buenos Aires;BENITO JUAREZ;Estatal;Rural;14; ; ; ; ; ; ; ; ; ; ; ; ;114; ; ; ; ; ; ; ;76; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;163;539; ;458; ;5;5;4; ;4;1;0; ; ;1; ;5;1;1; ;5;1;1; ;4;1;2; ;1; ; ; ;5; ; ; ; ; 
Buenos Aires;BENITO JUAREZ;Estatal;Urbano;16; ; ; ; ; ; ; ; ; ; ; ; ;592; ; ; ; ; ; ; ;1566; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ;1; ; ; ; ; ; ; ;6; ; ; ; ;1; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2161;635;323;1963;14;4;6;5;1;19;1;0;225; ;4; ;4;4;4; ;4;6;5; ;4;5;4;2;5;28;6; ;31;5; ; ; ; 
Buenos Aires;BERAZATEGUI;Estatal;Urbano;186; ; ; ; ; ; ; ; ; ; ; ; ;12110; ; ; ; ; ; ; ;23625; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8; ;1;3; ;5;2; ;2; ; ; ; ;116;1; ;5; ;35;3; ;20; ;1; ;2;224;6;3;10; ;95;27;8;11;2;11; ; ;1; ;1; ; ;4;1; ; ; ; ; ; ;25480;11985;5365;21318;482;62;53;57;3;22;26;0;2854; ;63; ;62;63;45;1;46;56;60;3;62;60;56;44;131;264;43;170;175;27;36; ; ;1
Buenos Aires;BERAZATEGUI;Privado;Urbano;102; ; ; ; ;3147; ; ;184; ; ; ; ;11255; ; ; ; ; ;456; ;9121; ; ; ; ; ;506; ;141; ; ; ; ; ; ; ;1;1;3;2; ; ; ; ;1;1;5; ; ;6;2;1;3; ;5;1;1;6;3;2; ;2;5;3;1;6;3;9;4; ;10;6;6; ; ;3; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;36;35;29;4; ;24;0;575; ;34;1;34;34;29;1;31;30;26;1;23;27;13;35;132;38;142;164;32;29;19; ; ;2
